Sequence,Txn_ID,Mode,Family,Moment,Quick_Add,Semantic_Type,Txn_Date,Txn_Time,Timestamp,Amount,Currency,Expected_Signed_Amount,Paid_By,Participant_Count,Split_Method,Description,Device_Target,Run_Batch,Backend_Load_Band,Expected_Status,Idempotency_Key,Platform,catalog_moment_id,catalog_moment_type,catalog_quick_add,catalog_id,catalog_status,tile_maestro_id,amount_maestro_id,note_maestro_id,submit_maestro_id,split_maestro_id,category_value,correlation_note,join_status,join_notes
2,MTR-APK-0002,Group,Shared Experience,Trip,Travel,Expense,2026-06-16,03:13:25,2026-06-16 03:13:25,24638.31,INR,-24638.31,APK Owner,3,EQUAL,MAESTRO-APK-GROUP-TRIP-0002 | Travel | 24638.31,Android,B01,BASELINE_1_500,CREATED,idem-20260902-apk-0002,android,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Travel,MAESTRO-APK-GROUP-TRIP-0002 | Travel | 24638.31,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3026,MTR-APK-3026,Group,Shared Experience,House Party,Supplies,Expense,2026-08-12,10:42:11,2026-08-12 10:42:11,19108.17,INR,-19108.17,APK Owner,3,EQUAL,MAESTRO-APK-GROUP-HOUSE_PARTY-3026 | Supplies | 19108.17,Android,B61,STRESS_3001_3500,CREATED,idem-20260902-apk-3026,android,G03,HOUSE_PARTY,Expense,G03:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Supplies,MAESTRO-APK-GROUP-HOUSE_PARTY-3026 | Supplies | 19108.17,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3029,MTR-APK-3029,Group,Shared Experience,House Party,Other,Expense,2025-09-02,19:18:18,2025-09-02 19:18:18,8889.79,INR,-8889.79,APK Aarav,3,PERCENTAGE,MAESTRO-APK-GROUP-HOUSE_PARTY-3029 | Other | 8889.79,Android,B61,STRESS_3001_3500,CREATED,idem-20260902-apk-3029,android,G03,HOUSE_PARTY,Expense,G03:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Other,MAESTRO-APK-GROUP-HOUSE_PARTY-3029 | Other | 8889.79,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3032,MTR-APK-3032,Group,Shared Purchase,Gift Pool,Contribution,Contribution,2026-08-02,14:03:54,2026-08-02 14:03:54,10590.34,INR,10590.34,APK Meera,3,EXACT,MAESTRO-APK-GROUP-GIFT_POOL-3032 | Contribution | 10590.34,Android,B61,STRESS_3001_3500,CREATED,idem-20260902-apk-3032,android,G05,GIFT_POOL,Contribute,G05:Contribute,ACTIVE,qa.tile.contribute,group.contribute.amount,group.contribute.note,group.contribute.submit,group.expense.split.exact,Contribution,MAESTRO-APK-GROUP-GIFT_POOL-3032 | Contribution | 10590.34,JOINED,
3035,MTR-APK-3035,Group,Shared Purchase,Gift Pool,Gift Purchase,Expense,2026-07-23,04:11:06,2026-07-23 04:11:06,6698.62,INR,-6698.62,APK Owner,3,SHARES,MAESTRO-APK-GROUP-GIFT_POOL-3035 | Gift Purchase | 6698.62,Android,B61,STRESS_3001_3500,CREATED,idem-20260902-apk-3035,android,G05,GIFT_POOL,Expense,G05:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Gift Purchase,MAESTRO-APK-GROUP-GIFT_POOL-3035 | Gift Purchase | 6698.62,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3038,MTR-APK-3038,Group,Shared Purchase,Gift Pool,Delivery,Expense,2026-04-14,13:36:16,2026-04-14 13:36:16,12226.95,INR,-12226.95,APK Aarav,3,EQUAL,MAESTRO-APK-GROUP-GIFT_POOL-3038 | Delivery | 12226.95,Android,B61,STRESS_3001_3500,CREATED,idem-20260902-apk-3038,android,G05,GIFT_POOL,Expense,G05:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Delivery,MAESTRO-APK-GROUP-GIFT_POOL-3038 | Delivery | 12226.95,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3041,MTR-APK-3041,Group,Shared Purchase,Gift Pool,Other,Expense,2026-07-29,06:58:23,2026-07-29 06:58:23,10045.14,INR,-10045.14,APK Meera,3,PERCENTAGE,MAESTRO-APK-GROUP-GIFT_POOL-3041 | Other | 10045.14,Android,B61,STRESS_3001_3500,CREATED,idem-20260902-apk-3041,android,G05,GIFT_POOL,Expense,G05:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Other,MAESTRO-APK-GROUP-GIFT_POOL-3041 | Other | 10045.14,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3044,MTR-APK-3044,Group,Shared Purchase,Purchase,Item,Expense,2026-03-21,10:54:54,2026-03-21 10:54:54,2872.0,INR,-2872.0,APK Owner,3,EXACT,MAESTRO-APK-GROUP-PURCHASE-3044 | Item | 2872.00,Android,B61,STRESS_3001_3500,CREATED,idem-20260902-apk-3044,android,G06,GROUP_PURCHASE,Expense,G06:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Item,MAESTRO-APK-GROUP-PURCHASE-3044 | Item | 2872.00,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3047,MTR-APK-3047,Group,Shared Purchase,Purchase,Shipping,Expense,2026-01-12,07:22:51,2026-01-12 07:22:51,14561.73,INR,-14561.73,APK Aarav,3,SHARES,MAESTRO-APK-GROUP-PURCHASE-3047 | Shipping | 14561.73,Android,B61,STRESS_3001_3500,CREATED,idem-20260902-apk-3047,android,G06,GROUP_PURCHASE,Expense,G06:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Shipping,MAESTRO-APK-GROUP-PURCHASE-3047 | Shipping | 14561.73,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3050,MTR-APK-3050,Group,Shared Purchase,Purchase,Tax,Expense,2026-03-08,18:43:47,2026-03-08 18:43:47,29886.24,INR,-29886.24,APK Meera,3,EQUAL,MAESTRO-APK-GROUP-PURCHASE-3050 | Tax | 29886.24,Android,B61,STRESS_3001_3500,CREATED,idem-20260902-apk-3050,android,G06,GROUP_PURCHASE,Expense,G06:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Tax,MAESTRO-APK-GROUP-PURCHASE-3050 | Tax | 29886.24,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3053,MTR-APK-3053,Group,Shared Purchase,Purchase,Other,Expense,2026-05-22,18:00:20,2026-05-22 18:00:20,827.34,INR,-827.34,APK Owner,3,PERCENTAGE,MAESTRO-APK-GROUP-PURCHASE-3053 | Other | 827.34,Android,B62,STRESS_3001_3500,CREATED,idem-20260902-apk-3053,android,G06,GROUP_PURCHASE,Expense,G06:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Other,MAESTRO-APK-GROUP-PURCHASE-3053 | Other | 827.34,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3056,MTR-APK-3056,Group,Shared Purchase,Assets,Purchase,Expense,2026-02-02,14:33:25,2026-02-02 14:33:25,11912.52,INR,-11912.52,APK Aarav,3,EXACT,MAESTRO-APK-GROUP-ASSETS-3056 | Purchase | 11912.52,Android,B62,STRESS_3001_3500,CREATED,idem-20260902-apk-3056,android,G07,SHARED_ASSET,Expense,G07:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Purchase,MAESTRO-APK-GROUP-ASSETS-3056 | Purchase | 11912.52,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3059,MTR-APK-3059,Group,Shared Purchase,Assets,Maintenance,Expense,2025-11-15,18:43:06,2025-11-15 18:43:06,2412.12,INR,-2412.12,APK Meera,3,SHARES,MAESTRO-APK-GROUP-ASSETS-3059 | Maintenance | 2412.12,Android,B62,STRESS_3001_3500,CREATED,idem-20260902-apk-3059,android,G07,SHARED_ASSET,Expense,G07:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Maintenance,MAESTRO-APK-GROUP-ASSETS-3059 | Maintenance | 2412.12,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3062,MTR-APK-3062,Group,Shared Purchase,Assets,Repair,Expense,2026-07-01,06:43:39,2026-07-01 06:43:39,3833.93,INR,-3833.93,APK Owner,3,EQUAL,MAESTRO-APK-GROUP-ASSETS-3062 | Repair | 3833.93,Android,B62,STRESS_3001_3500,CREATED,idem-20260902-apk-3062,android,G07,SHARED_ASSET,Expense,G07:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Repair,MAESTRO-APK-GROUP-ASSETS-3062 | Repair | 3833.93,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3065,MTR-APK-3065,Group,Shared Purchase,Assets,Insurance,Expense,2026-07-26,02:07:55,2026-07-26 02:07:55,29801.03,INR,-29801.03,APK Aarav,3,PERCENTAGE,MAESTRO-APK-GROUP-ASSETS-3065 | Insurance | 29801.03,Android,B62,STRESS_3001_3500,CREATED,idem-20260902-apk-3065,android,G07,SHARED_ASSET,Expense,G07:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Insurance,MAESTRO-APK-GROUP-ASSETS-3065 | Insurance | 29801.03,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3068,MTR-APK-3068,Group,Shared Purchase,Assets,Other,Expense,2026-05-24,05:35:49,2026-05-24 05:35:49,20700.32,INR,-20700.32,APK Meera,3,EXACT,MAESTRO-APK-GROUP-ASSETS-3068 | Other | 20700.32,Android,B62,STRESS_3001_3500,CREATED,idem-20260902-apk-3068,android,G07,SHARED_ASSET,Expense,G07:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Other,MAESTRO-APK-GROUP-ASSETS-3068 | Other | 20700.32,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3071,MTR-APK-3071,Group,Shared Purchase,Custom Purchase,Custom Expense,Expense,2025-10-06,01:47:22,2025-10-06 01:47:22,10000.0,INR,-10000.0,APK Owner,3,SHARES,MAESTRO-APK-GROUP-CUSTOM_PURCHASE-3071 | Custom Expense | 10000.00,Android,B62,STRESS_3001_3500,CREATED,idem-20260902-apk-3071,android,G08,COMMUNITY_PURCHASE,Expense,G08:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Custom Expense,MAESTRO-APK-GROUP-CUSTOM_PURCHASE-3071 | Custom Expense | 10000.00,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3074,MTR-APK-3074,Group,Shared Purchase,Custom Purchase,Custom Contribution,Contribution,2026-07-05,02:17:55,2026-07-05 02:17:55,19903.39,INR,19903.39,APK Aarav,3,EQUAL,MAESTRO-APK-GROUP-CUSTOM_PURCHASE-3074 | Custom Contribution | 19903.39,Android,B62,STRESS_3001_3500,CREATED,idem-20260902-apk-3074,android,G08,COMMUNITY_PURCHASE,Contribute,G08:Contribute,ACTIVE,qa.tile.contribute,group.contribute.amount,group.contribute.note,group.contribute.submit,group.expense.split.equal,Custom Contribution,MAESTRO-APK-GROUP-CUSTOM_PURCHASE-3074 | Custom Contribution | 19903.39,JOINED,
3077,MTR-APK-3077,Group,Shared Living,Flatmates,Rent,Expense,2026-03-03,14:59:54,2026-03-03 14:59:54,5625.82,INR,-5625.82,APK Meera,3,PERCENTAGE,MAESTRO-APK-GROUP-FLATMATES-3077 | Rent | 5625.82,Android,B62,STRESS_3001_3500,CREATED,idem-20260902-apk-3077,android,G09,FLATMATES,Expense,G09:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Rent,MAESTRO-APK-GROUP-FLATMATES-3077 | Rent | 5625.82,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3080,MTR-APK-3080,Group,Shared Living,Flatmates,Utilities,Expense,2025-09-01,19:16:25,2025-09-01 19:16:25,10273.14,INR,-10273.14,APK Owner,3,EXACT,MAESTRO-APK-GROUP-FLATMATES-3080 | Utilities | 10273.14,Android,B62,STRESS_3001_3500,CREATED,idem-20260902-apk-3080,android,G09,FLATMATES,Expense,G09:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Utilities,MAESTRO-APK-GROUP-FLATMATES-3080 | Utilities | 10273.14,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3083,MTR-APK-3083,Group,Shared Living,Flatmates,Groceries,Expense,2025-11-12,10:13:07,2025-11-12 10:13:07,24684.97,INR,-24684.97,APK Aarav,3,SHARES,MAESTRO-APK-GROUP-FLATMATES-3083 | Groceries | 24684.97,Android,B62,STRESS_3001_3500,CREATED,idem-20260902-apk-3083,android,G09,FLATMATES,Expense,G09:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Groceries,MAESTRO-APK-GROUP-FLATMATES-3083 | Groceries | 24684.97,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3086,MTR-APK-3086,Group,Shared Living,Flatmates,Internet,Expense,2026-08-17,11:59:18,2026-08-17 11:59:18,13967.41,INR,-13967.41,APK Meera,3,EQUAL,MAESTRO-APK-GROUP-FLATMATES-3086 | Internet | 13967.41,Android,B62,STRESS_3001_3500,CREATED,idem-20260902-apk-3086,android,G09,FLATMATES,Expense,G09:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Internet,MAESTRO-APK-GROUP-FLATMATES-3086 | Internet | 13967.41,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3089,MTR-APK-3089,Group,Shared Living,Flatmates,House Supplies,Expense,2026-02-09,07:47:32,2026-02-09 07:47:32,12932.81,INR,-12932.81,APK Owner,3,PERCENTAGE,MAESTRO-APK-GROUP-FLATMATES-3089 | House Supplies | 12932.81,Android,B62,STRESS_3001_3500,CREATED,idem-20260902-apk-3089,android,G09,FLATMATES,Expense,G09:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,House Supplies,MAESTRO-APK-GROUP-FLATMATES-3089 | House Supplies | 12932.81,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3092,MTR-APK-3092,Group,Shared Living,Flatmates,Repairs,Expense,2026-03-17,18:36:16,2026-03-17 18:36:16,24869.32,INR,-24869.32,APK Aarav,3,EXACT,MAESTRO-APK-GROUP-FLATMATES-3092 | Repairs | 24869.32,Android,B62,STRESS_3001_3500,CREATED,idem-20260902-apk-3092,android,G09,FLATMATES,Expense,G09:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Repairs,MAESTRO-APK-GROUP-FLATMATES-3092 | Repairs | 24869.32,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3095,MTR-APK-3095,Group,Shared Living,Shared Living,Rent,Expense,2026-07-20,04:12:18,2026-07-20 04:12:18,10364.11,INR,-10364.11,APK Meera,3,SHARES,MAESTRO-APK-GROUP-SHARED_LIVING-3095 | Rent | 10364.11,Android,B62,STRESS_3001_3500,CREATED,idem-20260902-apk-3095,android,G11,CO_LIVING,Expense,G11:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Rent,MAESTRO-APK-GROUP-SHARED_LIVING-3095 | Rent | 10364.11,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3098,MTR-APK-3098,Group,Shared Living,Shared Living,Utilities,Expense,2025-12-15,10:09:18,2025-12-15 10:09:18,21253.79,INR,-21253.79,APK Owner,3,EQUAL,MAESTRO-APK-GROUP-SHARED_LIVING-3098 | Utilities | 21253.79,Android,B62,STRESS_3001_3500,CREATED,idem-20260902-apk-3098,android,G11,CO_LIVING,Expense,G11:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Utilities,MAESTRO-APK-GROUP-SHARED_LIVING-3098 | Utilities | 21253.79,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3101,MTR-APK-3101,Group,Shared Living,Shared Living,Groceries,Expense,2026-01-11,02:59:59,2026-01-11 02:59:59,18325.06,INR,-18325.06,APK Aarav,3,PERCENTAGE,MAESTRO-APK-GROUP-SHARED_LIVING-3101 | Groceries | 18325.06,Android,B63,STRESS_3001_3500,CREATED,idem-20260902-apk-3101,android,G11,CO_LIVING,Expense,G11:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Groceries,MAESTRO-APK-GROUP-SHARED_LIVING-3101 | Groceries | 18325.06,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3104,MTR-APK-3104,Group,Shared Living,Shared Living,Maintenance,Expense,2025-09-23,14:09:06,2025-09-23 14:09:06,24960.9,INR,-24960.9,APK Meera,3,EXACT,MAESTRO-APK-GROUP-SHARED_LIVING-3104 | Maintenance | 24960.90,Android,B63,STRESS_3001_3500,CREATED,idem-20260902-apk-3104,android,G11,CO_LIVING,Expense,G11:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Maintenance,MAESTRO-APK-GROUP-SHARED_LIVING-3104 | Maintenance | 24960.90,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3107,MTR-APK-3107,Group,Shared Living,Shared Living,Other,Expense,2026-01-04,09:34:34,2026-01-04 09:34:34,4005.92,INR,-4005.92,APK Owner,3,SHARES,MAESTRO-APK-GROUP-SHARED_LIVING-3107 | Other | 4005.92,Android,B63,STRESS_3001_3500,CREATED,idem-20260902-apk-3107,android,G11,CO_LIVING,Expense,G11:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Other,MAESTRO-APK-GROUP-SHARED_LIVING-3107 | Other | 4005.92,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3110,MTR-APK-3110,Group,Shared Living,Family Household,School,Expense,2025-09-22,18:27:18,2025-09-22 18:27:18,27817.35,INR,-27817.35,APK Aarav,3,EQUAL,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-3110 | School | 27817.35,Android,B63,STRESS_3001_3500,CREATED,idem-20260902-apk-3110,android,G10,FAMILY_HOUSEHOLD,Expense,G10:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,School,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-3110 | School | 27817.35,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3113,MTR-APK-3113,Group,Shared Living,Family Household,Other,Expense,2026-07-06,08:45:20,2026-07-06 08:45:20,29289.77,INR,-29289.77,APK Meera,3,PERCENTAGE,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-3113 | Other | 29289.77,Android,B63,STRESS_3001_3500,CREATED,idem-20260902-apk-3113,android,G10,FAMILY_HOUSEHOLD,Expense,G10:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Other,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-3113 | Other | 29289.77,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3116,MTR-APK-3116,Group,Shared Living,Family Household,Rent,Expense,2026-07-04,03:35:42,2026-07-04 03:35:42,16060.91,INR,-16060.91,APK Owner,3,EXACT,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-3116 | Rent | 16060.91,Android,B63,STRESS_3001_3500,CREATED,idem-20260902-apk-3116,android,G10,FAMILY_HOUSEHOLD,Expense,G10:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Rent,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-3116 | Rent | 16060.91,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3119,MTR-APK-3119,Group,Shared Living,Family Household,Groceries,Expense,2026-01-29,13:52:42,2026-01-29 13:52:42,6994.45,INR,-6994.45,APK Aarav,3,SHARES,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-3119 | Groceries | 6994.45,Android,B63,STRESS_3001_3500,CREATED,idem-20260902-apk-3119,android,G10,FAMILY_HOUSEHOLD,Expense,G10:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Groceries,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-3119 | Groceries | 6994.45,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3122,MTR-APK-3122,Group,Shared Living,Family Household,Transport,Expense,2026-01-30,16:55:12,2026-01-30 16:55:12,19244.88,INR,-19244.88,APK Meera,3,EQUAL,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-3122 | Transport | 19244.88,Android,B63,STRESS_3001_3500,CREATED,idem-20260902-apk-3122,android,G10,FAMILY_HOUSEHOLD,Expense,G10:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Transport,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-3122 | Transport | 19244.88,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3125,MTR-APK-3125,Group,Shared Living,Family Household,Bills,Expense,2026-06-22,17:01:25,2026-06-22 17:01:25,18659.76,INR,-18659.76,APK Owner,3,PERCENTAGE,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-3125 | Bills | 18659.76,Android,B63,STRESS_3001_3500,CREATED,idem-20260902-apk-3125,android,G10,FAMILY_HOUSEHOLD,Expense,G10:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Bills,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-3125 | Bills | 18659.76,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3128,MTR-APK-3128,Group,Shared Living,Custom Living,Custom Expense,Expense,2026-06-18,08:21:34,2026-06-18 08:21:34,26779.25,INR,-26779.25,APK Aarav,3,EXACT,MAESTRO-APK-GROUP-CUSTOM_LIVING-3128 | Custom Expense | 26779.25,Android,B63,STRESS_3001_3500,CREATED,idem-20260902-apk-3128,android,G12,COMMUNITY_LIVING,Expense,G12:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Custom Expense,MAESTRO-APK-GROUP-CUSTOM_LIVING-3128 | Custom Expense | 26779.25,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3131,MTR-APK-3131,Group,Shared Living,Custom Living,Custom Contribution,Contribution,2025-12-08,13:31:42,2025-12-08 13:31:42,28325.01,INR,28325.01,APK Meera,3,SHARES,MAESTRO-APK-GROUP-CUSTOM_LIVING-3131 | Custom Contribution | 28325.01,Android,B63,STRESS_3001_3500,CREATED,idem-20260902-apk-3131,android,G12,COMMUNITY_LIVING,Contribute,G12:Contribute,,qa.tile.contribute,group.contribute.amount,group.contribute.note,group.contribute.submit,group.expense.split.shares,Custom Contribution,MAESTRO-APK-GROUP-CUSTOM_LIVING-3131 | Custom Contribution | 28325.01,SKIP_CAPABILITY_GAP,Custom Living hub has no Contribution tile (same as Family Household)
3134,MTR-APK-3134,Group,Shared Experience,Trip,Travel,Expense,2025-09-02,11:07:53,2025-09-02 11:07:53,28651.61,INR,-28651.61,APK Owner,3,EQUAL,MAESTRO-APK-GROUP-TRIP-3134 | Travel | 28651.61,Android,B63,STRESS_3001_3500,CREATED,idem-20260902-apk-3134,android,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Travel,MAESTRO-APK-GROUP-TRIP-3134 | Travel | 28651.61,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3137,MTR-APK-3137,Group,Shared Experience,Trip,Stay,Expense,2025-10-16,21:18:41,2025-10-16 21:18:41,5777.62,INR,-5777.62,APK Aarav,3,PERCENTAGE,MAESTRO-APK-GROUP-TRIP-3137 | Stay | 5777.62,Android,B63,STRESS_3001_3500,CREATED,idem-20260902-apk-3137,android,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Stay,MAESTRO-APK-GROUP-TRIP-3137 | Stay | 5777.62,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3140,MTR-APK-3140,Group,Shared Experience,Trip,Food,Expense,2026-03-24,16:17:23,2026-03-24 16:17:23,23942.22,INR,-23942.22,APK Meera,3,EXACT,MAESTRO-APK-GROUP-TRIP-3140 | Food | 23942.22,Android,B63,STRESS_3001_3500,CREATED,idem-20260902-apk-3140,android,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Food,MAESTRO-APK-GROUP-TRIP-3140 | Food | 23942.22,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3143,MTR-APK-3143,Group,Shared Experience,Trip,Local Transport,Expense,2026-03-11,17:19:19,2026-03-11 17:19:19,22194.94,INR,-22194.94,APK Owner,3,SHARES,MAESTRO-APK-GROUP-TRIP-3143 | Local Transport | 22194.94,Android,B63,STRESS_3001_3500,CREATED,idem-20260902-apk-3143,android,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Local Transport,MAESTRO-APK-GROUP-TRIP-3143 | Local Transport | 22194.94,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3146,MTR-APK-3146,Group,Shared Experience,Trip,Activities,Expense,2026-01-05,21:03:37,2026-01-05 21:03:37,27090.53,INR,-27090.53,APK Aarav,3,EQUAL,MAESTRO-APK-GROUP-TRIP-3146 | Activities | 27090.53,Android,B63,STRESS_3001_3500,CREATED,idem-20260902-apk-3146,android,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Activities,MAESTRO-APK-GROUP-TRIP-3146 | Activities | 27090.53,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3149,MTR-APK-3149,Group,Shared Experience,Trip,Shopping,Expense,2026-07-23,04:26:11,2026-07-23 04:26:11,6771.91,INR,-6771.91,APK Meera,3,PERCENTAGE,MAESTRO-APK-GROUP-TRIP-3149 | Shopping | 6771.91,Android,B63,STRESS_3001_3500,CREATED,idem-20260902-apk-3149,android,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Shopping,MAESTRO-APK-GROUP-TRIP-3149 | Shopping | 6771.91,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
