Sequence,Txn_ID,Mode,Family,Moment,Quick_Add,Semantic_Type,Txn_Date,Txn_Time,Timestamp,Amount,Currency,Expected_Signed_Amount,Paid_By,Participant_Count,Split_Method,Description,Device_Target,Run_Batch,Backend_Load_Band,Expected_Status,Idempotency_Key,Platform,catalog_moment_id,catalog_moment_type,catalog_quick_add,catalog_id,catalog_status,tile_maestro_id,amount_maestro_id,note_maestro_id,submit_maestro_id,split_maestro_id,category_value,correlation_note,join_status,join_notes
1,MTR-APK-0001,Personal,Personal,Life Operations,Groceries,Expense,2026-07-10,13:10:57,2026-07-10 13:10:57,16337.79,INR,-16337.79,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-0001 | Groceries | 16337.79,Android,B01,BASELINE_1_500,CREATED,idem-20260902-apk-0001,android,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Groceries,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-0001 | Groceries | 16337.79,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
2683,MTR-APK-2683,Personal,Personal,Relationships,Family,Expense,2025-11-02,12:29:37,2025-11-02 12:29:37,5633.62,INR,-5633.62,APK Owner,,,MAESTRO-APK-PERSONAL-RELATIONSHIPS-2683 | Family | 5633.62,Android,B54,HIGH_2501_3000,CREATED,idem-20260902-apk-2683,android,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Family,MAESTRO-APK-PERSONAL-RELATIONSHIPS-2683 | Family | 5633.62,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
2686,MTR-APK-2686,Personal,Personal,Relationships,Friends,Expense,2026-06-28,03:00:44,2026-06-28 03:00:44,1879.86,INR,-1879.86,APK Owner,,,MAESTRO-APK-PERSONAL-RELATIONSHIPS-2686 | Friends | 1879.86,Android,B54,HIGH_2501_3000,CREATED,idem-20260902-apk-2686,android,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Friends,MAESTRO-APK-PERSONAL-RELATIONSHIPS-2686 | Friends | 1879.86,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
2689,MTR-APK-2689,Personal,Personal,Relationships,Celebrations,Expense,2026-08-14,17:50:50,2026-08-14 17:50:50,13873.09,INR,-13873.09,APK Owner,,,MAESTRO-APK-PERSONAL-RELATIONSHIPS-2689 | Celebrations | 13873.09,Android,B54,HIGH_2501_3000,CREATED,idem-20260902-apk-2689,android,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Celebrations,MAESTRO-APK-PERSONAL-RELATIONSHIPS-2689 | Celebrations | 13873.09,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
2692,MTR-APK-2692,Personal,Personal,Life Operations,Groceries,Expense,2026-04-22,17:54:52,2026-04-22 17:54:52,5114.32,INR,-5114.32,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-2692 | Groceries | 5114.32,Android,B54,HIGH_2501_3000,CREATED,idem-20260902-apk-2692,android,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Groceries,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-2692 | Groceries | 5114.32,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
2695,MTR-APK-2695,Personal,Personal,Life Operations,Rent,Expense,2026-02-10,04:45:29,2026-02-10 04:45:29,5624.18,INR,-5624.18,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-2695 | Rent | 5624.18,Android,B54,HIGH_2501_3000,CREATED,idem-20260902-apk-2695,android,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Rent,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-2695 | Rent | 5624.18,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
2698,MTR-APK-2698,Personal,Personal,Life Operations,Bills,Expense,2026-02-15,12:40:07,2026-02-15 12:40:07,14240.01,INR,-14240.01,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-2698 | Bills | 14240.01,Android,B54,HIGH_2501_3000,CREATED,idem-20260902-apk-2698,android,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Bills,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-2698 | Bills | 14240.01,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
2701,MTR-APK-2701,Personal,Personal,Life Operations,Transport,Expense,2026-07-13,03:52:24,2026-07-13 03:52:24,1.0,INR,-1.0,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-2701 | Transport | 1.00,Android,B55,HIGH_2501_3000,CREATED,idem-20260902-apk-2701,android,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Transport,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-2701 | Transport | 1.00,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
2704,MTR-APK-2704,Personal,Personal,Life Operations,Healthcare,Expense,2026-07-23,20:27:53,2026-07-23 20:27:53,16949.44,INR,-16949.44,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-2704 | Healthcare | 16949.44,Android,B55,HIGH_2501_3000,CREATED,idem-20260902-apk-2704,android,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Healthcare,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-2704 | Healthcare | 16949.44,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
2707,MTR-APK-2707,Personal,Personal,Life Operations,Subscriptions,Expense,2026-01-10,15:42:59,2026-01-10 15:42:59,9984.05,INR,-9984.05,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-2707 | Subscriptions | 9984.05,Android,B55,HIGH_2501_3000,CREATED,idem-20260902-apk-2707,android,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Subscriptions,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-2707 | Subscriptions | 9984.05,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
2710,MTR-APK-2710,Personal,Personal,Life Operations,Repairs,Expense,2025-11-04,07:11:23,2025-11-04 07:11:23,19938.04,INR,-19938.04,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-2710 | Repairs | 19938.04,Android,B55,HIGH_2501_3000,CREATED,idem-20260902-apk-2710,android,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Repairs,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-2710 | Repairs | 19938.04,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
2713,MTR-APK-2713,Personal,Personal,Future Building,Savings,Transfer,2026-06-01,08:59:00,2026-06-01 08:59:00,16863.47,INR,0.0,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-2713 | Savings | 16863.47,Android,B55,HIGH_2501_3000,CREATED,idem-20260902-apk-2713,android,P2,FUTURE_GOAL,Progress,P2:Progress,ACTIVE,qa.tile.progress,personal.money.transfer.amount,personal.money.transfer.note,personal.money.transfer.submit,,Savings,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-2713 | Savings | 16863.47,JOINED_REVIEW,Future Transfer/Savings/Goal Contribution → Progress proxy until P2 money hub exists — REVIEW
2716,MTR-APK-2716,Personal,Personal,Future Building,Emergency Fund,Transfer,2026-05-08,17:39:17,2026-05-08 17:39:17,7305.32,INR,0.0,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-2716 | Emergency Fund | 7305.32,Android,B55,HIGH_2501_3000,CREATED,idem-20260902-apk-2716,android,P2,FUTURE_GOAL,Progress,P2:Progress,ACTIVE,qa.tile.progress,personal.money.transfer.amount,personal.money.transfer.note,personal.money.transfer.submit,,Emergency Fund,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-2716 | Emergency Fund | 7305.32,JOINED_REVIEW,Future Transfer/Savings/Goal Contribution → Progress proxy until P2 money hub exists — REVIEW
2719,MTR-APK-2719,Personal,Personal,Future Building,Investments,Investment,2025-12-13,05:53:15,2025-12-13 05:53:15,9044.05,INR,0.0,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-2719 | Investments | 9044.05,Android,B55,HIGH_2501_3000,CREATED,idem-20260902-apk-2719,android,P2,FUTURE_GOAL,Opportunity,P2:Opportunity,ACTIVE,qa.tile.opportunity,,,,,Investments,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-2719 | Investments | 9044.05,JOINED_REVIEW,Future Investments → Opportunity proxy — REVIEW
2722,MTR-APK-2722,Personal,Personal,Future Building,Education,Expense,2026-08-04,20:02:11,2026-08-04 20:02:11,18732.94,INR,-18732.94,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-2722 | Education | 18732.94,Android,B55,HIGH_2501_3000,CREATED,idem-20260902-apk-2722,android,P2,FUTURE_GOAL,Milestone,P2:Milestone,ACTIVE,qa.tile.milestone,personal.income.amount,personal.income.note,personal.income.submit,,Education,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-2722 | Education | 18732.94,JOINED_REVIEW,No Expense hub on P2; Education expenses use Milestone as ACTIVE proxy until money tile restored — REVIEW
2725,MTR-APK-2725,Personal,Personal,Future Building,Goal Contribution,Transfer,2025-09-24,00:05:54,2025-09-24 00:05:54,18993.4,INR,0.0,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-2725 | Goal Contribution | 18993.40,Android,B55,HIGH_2501_3000,CREATED,idem-20260902-apk-2725,android,P2,FUTURE_GOAL,Progress,P2:Progress,ACTIVE,qa.tile.progress,personal.money.transfer.amount,personal.money.transfer.note,personal.money.transfer.submit,,Goal Contribution,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-2725 | Goal Contribution | 18993.40,JOINED_REVIEW,Future Transfer/Savings/Goal Contribution → Progress proxy until P2 money hub exists — REVIEW
2728,MTR-APK-2728,Personal,Personal,Lifestyle,Dining,Expense,2025-09-24,06:26:48,2025-09-24 06:26:48,4317.6,INR,-4317.6,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-2728 | Dining | 4317.60,Android,B55,HIGH_2501_3000,CREATED,idem-20260902-apk-2728,android,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Dining,MAESTRO-APK-PERSONAL-LIFESTYLE-2728 | Dining | 4317.60,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
2731,MTR-APK-2731,Personal,Personal,Lifestyle,Shopping,Expense,2026-06-18,04:20:26,2026-06-18 04:20:26,4775.96,INR,-4775.96,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-2731 | Shopping | 4775.96,Android,B55,HIGH_2501_3000,CREATED,idem-20260902-apk-2731,android,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Shopping,MAESTRO-APK-PERSONAL-LIFESTYLE-2731 | Shopping | 4775.96,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
2734,MTR-APK-2734,Personal,Personal,Lifestyle,Entertainment,Expense,2026-05-06,16:06:52,2026-05-06 16:06:52,12696.5,INR,-12696.5,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-2734 | Entertainment | 12696.50,Android,B55,HIGH_2501_3000,CREATED,idem-20260902-apk-2734,android,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Entertainment,MAESTRO-APK-PERSONAL-LIFESTYLE-2734 | Entertainment | 12696.50,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
2737,MTR-APK-2737,Personal,Personal,Lifestyle,Travel,Expense,2026-07-29,22:57:14,2026-07-29 22:57:14,18457.0,INR,-18457.0,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-2737 | Travel | 18457.00,Android,B55,HIGH_2501_3000,CREATED,idem-20260902-apk-2737,android,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Travel,MAESTRO-APK-PERSONAL-LIFESTYLE-2737 | Travel | 18457.00,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
2740,MTR-APK-2740,Personal,Personal,Lifestyle,Fitness,Expense,2026-01-03,05:33:12,2026-01-03 05:33:12,1383.64,INR,-1383.64,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-2740 | Fitness | 1383.64,Android,B55,HIGH_2501_3000,CREATED,idem-20260902-apk-2740,android,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Fitness,MAESTRO-APK-PERSONAL-LIFESTYLE-2740 | Fitness | 1383.64,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
2743,MTR-APK-2743,Personal,Personal,Lifestyle,Hobbies,Expense,2026-01-10,05:20:07,2026-01-10 05:20:07,18909.02,INR,-18909.02,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-2743 | Hobbies | 18909.02,Android,B55,HIGH_2501_3000,CREATED,idem-20260902-apk-2743,android,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Hobbies,MAESTRO-APK-PERSONAL-LIFESTYLE-2743 | Hobbies | 18909.02,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
2746,MTR-APK-2746,Personal,Personal,Relationships,Gifts,Expense,2026-03-22,00:19:25,2026-03-22 00:19:25,16504.29,INR,-16504.29,APK Owner,,,MAESTRO-APK-PERSONAL-RELATIONSHIPS-2746 | Gifts | 16504.29,Android,B55,HIGH_2501_3000,CREATED,idem-20260902-apk-2746,android,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Gifts,MAESTRO-APK-PERSONAL-RELATIONSHIPS-2746 | Gifts | 16504.29,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
2749,MTR-APK-2749,Personal,Personal,Relationships,Dates,Expense,2025-10-18,03:29:58,2025-10-18 03:29:58,5258.74,INR,-5258.74,APK Owner,,,MAESTRO-APK-PERSONAL-RELATIONSHIPS-2749 | Dates | 5258.74,Android,B55,HIGH_2501_3000,CREATED,idem-20260902-apk-2749,android,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Dates,MAESTRO-APK-PERSONAL-RELATIONSHIPS-2749 | Dates | 5258.74,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
2752,MTR-APK-2752,Personal,Personal,Relationships,Family,Expense,2026-05-19,00:45:26,2026-05-19 00:45:26,6167.6,INR,-6167.6,APK Owner,,,MAESTRO-APK-PERSONAL-RELATIONSHIPS-2752 | Family | 6167.60,Android,B56,HIGH_2501_3000,CREATED,idem-20260902-apk-2752,android,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Family,MAESTRO-APK-PERSONAL-RELATIONSHIPS-2752 | Family | 6167.60,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
2755,MTR-APK-2755,Personal,Personal,Relationships,Friends,Expense,2026-01-06,04:07:43,2026-01-06 04:07:43,18148.15,INR,-18148.15,APK Owner,,,MAESTRO-APK-PERSONAL-RELATIONSHIPS-2755 | Friends | 18148.15,Android,B56,HIGH_2501_3000,CREATED,idem-20260902-apk-2755,android,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Friends,MAESTRO-APK-PERSONAL-RELATIONSHIPS-2755 | Friends | 18148.15,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
2758,MTR-APK-2758,Personal,Personal,Relationships,Celebrations,Expense,2026-02-25,05:04:48,2026-02-25 05:04:48,19797.54,INR,-19797.54,APK Owner,,,MAESTRO-APK-PERSONAL-RELATIONSHIPS-2758 | Celebrations | 19797.54,Android,B56,HIGH_2501_3000,CREATED,idem-20260902-apk-2758,android,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Celebrations,MAESTRO-APK-PERSONAL-RELATIONSHIPS-2758 | Celebrations | 19797.54,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
2761,MTR-APK-2761,Personal,Personal,Life Operations,Groceries,Expense,2026-02-27,10:39:43,2026-02-27 10:39:43,1384.08,INR,-1384.08,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-2761 | Groceries | 1384.08,Android,B56,HIGH_2501_3000,CREATED,idem-20260902-apk-2761,android,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Groceries,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-2761 | Groceries | 1384.08,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
2764,MTR-APK-2764,Personal,Personal,Life Operations,Rent,Expense,2026-08-07,05:22:15,2026-08-07 05:22:15,3906.9,INR,-3906.9,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-2764 | Rent | 3906.90,Android,B56,HIGH_2501_3000,CREATED,idem-20260902-apk-2764,android,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Rent,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-2764 | Rent | 3906.90,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
2767,MTR-APK-2767,Personal,Personal,Life Operations,Bills,Expense,2026-06-01,10:23:49,2026-06-01 10:23:49,1320.67,INR,-1320.67,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-2767 | Bills | 1320.67,Android,B56,HIGH_2501_3000,CREATED,idem-20260902-apk-2767,android,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Bills,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-2767 | Bills | 1320.67,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
2770,MTR-APK-2770,Personal,Personal,Life Operations,Transport,Expense,2025-10-28,14:57:48,2025-10-28 14:57:48,5591.87,INR,-5591.87,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-2770 | Transport | 5591.87,Android,B56,HIGH_2501_3000,CREATED,idem-20260902-apk-2770,android,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Transport,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-2770 | Transport | 5591.87,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
2773,MTR-APK-2773,Personal,Personal,Life Operations,Healthcare,Expense,2025-09-10,00:36:29,2025-09-10 00:36:29,18239.3,INR,-18239.3,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-2773 | Healthcare | 18239.30,Android,B56,HIGH_2501_3000,CREATED,idem-20260902-apk-2773,android,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Healthcare,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-2773 | Healthcare | 18239.30,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
2776,MTR-APK-2776,Personal,Personal,Life Operations,Subscriptions,Expense,2026-01-02,06:19:29,2026-01-02 06:19:29,3083.65,INR,-3083.65,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-2776 | Subscriptions | 3083.65,Android,B56,HIGH_2501_3000,CREATED,idem-20260902-apk-2776,android,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Subscriptions,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-2776 | Subscriptions | 3083.65,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
2779,MTR-APK-2779,Personal,Personal,Life Operations,Repairs,Expense,2026-06-27,13:56:08,2026-06-27 13:56:08,6887.38,INR,-6887.38,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-2779 | Repairs | 6887.38,Android,B56,HIGH_2501_3000,CREATED,idem-20260902-apk-2779,android,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Repairs,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-2779 | Repairs | 6887.38,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
2782,MTR-APK-2782,Personal,Personal,Future Building,Savings,Transfer,2026-08-20,06:01:40,2026-08-20 06:01:40,11077.85,INR,0.0,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-2782 | Savings | 11077.85,Android,B56,HIGH_2501_3000,CREATED,idem-20260902-apk-2782,android,P2,FUTURE_GOAL,Progress,P2:Progress,ACTIVE,qa.tile.progress,personal.money.transfer.amount,personal.money.transfer.note,personal.money.transfer.submit,,Savings,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-2782 | Savings | 11077.85,JOINED_REVIEW,Future Transfer/Savings/Goal Contribution → Progress proxy until P2 money hub exists — REVIEW
2785,MTR-APK-2785,Personal,Personal,Future Building,Emergency Fund,Transfer,2025-09-02,23:56:23,2025-09-02 23:56:23,17343.0,INR,0.0,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-2785 | Emergency Fund | 17343.00,Android,B56,HIGH_2501_3000,CREATED,idem-20260902-apk-2785,android,P2,FUTURE_GOAL,Progress,P2:Progress,ACTIVE,qa.tile.progress,personal.money.transfer.amount,personal.money.transfer.note,personal.money.transfer.submit,,Emergency Fund,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-2785 | Emergency Fund | 17343.00,JOINED_REVIEW,Future Transfer/Savings/Goal Contribution → Progress proxy until P2 money hub exists — REVIEW
2788,MTR-APK-2788,Personal,Personal,Future Building,Investments,Investment,2025-09-08,16:53:00,2025-09-08 16:53:00,9563.49,INR,0.0,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-2788 | Investments | 9563.49,Android,B56,HIGH_2501_3000,CREATED,idem-20260902-apk-2788,android,P2,FUTURE_GOAL,Opportunity,P2:Opportunity,ACTIVE,qa.tile.opportunity,,,,,Investments,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-2788 | Investments | 9563.49,JOINED_REVIEW,Future Investments → Opportunity proxy — REVIEW
2791,MTR-APK-2791,Personal,Personal,Future Building,Education,Expense,2026-04-15,13:27:57,2026-04-15 13:27:57,9630.48,INR,-9630.48,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-2791 | Education | 9630.48,Android,B56,HIGH_2501_3000,CREATED,idem-20260902-apk-2791,android,P2,FUTURE_GOAL,Milestone,P2:Milestone,ACTIVE,qa.tile.milestone,personal.income.amount,personal.income.note,personal.income.submit,,Education,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-2791 | Education | 9630.48,JOINED_REVIEW,No Expense hub on P2; Education expenses use Milestone as ACTIVE proxy until money tile restored — REVIEW
2794,MTR-APK-2794,Personal,Personal,Future Building,Goal Contribution,Transfer,2026-08-13,05:09:43,2026-08-13 05:09:43,2745.79,INR,0.0,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-2794 | Goal Contribution | 2745.79,Android,B56,HIGH_2501_3000,CREATED,idem-20260902-apk-2794,android,P2,FUTURE_GOAL,Progress,P2:Progress,ACTIVE,qa.tile.progress,personal.money.transfer.amount,personal.money.transfer.note,personal.money.transfer.submit,,Goal Contribution,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-2794 | Goal Contribution | 2745.79,JOINED_REVIEW,Future Transfer/Savings/Goal Contribution → Progress proxy until P2 money hub exists — REVIEW
2797,MTR-APK-2797,Personal,Personal,Lifestyle,Dining,Expense,2026-02-15,00:24:32,2026-02-15 00:24:32,11339.05,INR,-11339.05,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-2797 | Dining | 11339.05,Android,B56,HIGH_2501_3000,CREATED,idem-20260902-apk-2797,android,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Dining,MAESTRO-APK-PERSONAL-LIFESTYLE-2797 | Dining | 11339.05,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
2800,MTR-APK-2800,Personal,Personal,Lifestyle,Shopping,Expense,2025-12-23,22:41:26,2025-12-23 22:41:26,19804.64,INR,-19804.64,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-2800 | Shopping | 19804.64,Android,B56,HIGH_2501_3000,CREATED,idem-20260902-apk-2800,android,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Shopping,MAESTRO-APK-PERSONAL-LIFESTYLE-2800 | Shopping | 19804.64,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
2803,MTR-APK-2803,Personal,Personal,Lifestyle,Entertainment,Expense,2026-07-09,05:02:03,2026-07-09 05:02:03,15460.54,INR,-15460.54,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-2803 | Entertainment | 15460.54,Android,B57,HIGH_2501_3000,CREATED,idem-20260902-apk-2803,android,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Entertainment,MAESTRO-APK-PERSONAL-LIFESTYLE-2803 | Entertainment | 15460.54,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
2806,MTR-APK-2806,Personal,Personal,Lifestyle,Travel,Expense,2026-07-18,21:40:16,2026-07-18 21:40:16,11588.19,INR,-11588.19,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-2806 | Travel | 11588.19,Android,B57,HIGH_2501_3000,CREATED,idem-20260902-apk-2806,android,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Travel,MAESTRO-APK-PERSONAL-LIFESTYLE-2806 | Travel | 11588.19,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
