Sequence,Txn_ID,Mode,Family,Moment,Quick_Add,Semantic_Type,Txn_Date,Txn_Time,Timestamp,Amount,Currency,Expected_Signed_Amount,Paid_By,Participant_Count,Split_Method,Description,Device_Target,Run_Batch,Backend_Load_Band,Expected_Status,Idempotency_Key
1,MTR-APK-0001,Personal,Personal,Life Operations,Groceries,Expense,2026-07-10,13:10:57,2026-07-10 13:10:57,16337.79,INR,-16337.79,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-0001 | Groceries | 16337.79,Android,B01,BASELINE_1_500,CREATED,idem-20260902-apk-0001
2837,MTR-APK-2837,Group,Shared Experience,Office Outing,Venue,Expense,2026-06-28,13:30:36,2026-06-28 13:30:36,8188.05,INR,-8188.05,APK Owner,3,PERCENTAGE,MAESTRO-APK-GROUP-OFFICE_OUTING-2837 | Venue | 8188.05,Android,B57,HIGH_2501_3000,CREATED,idem-20260902-apk-2837
2838,MTR-APK-2838,Business,Business,Team Operations,Payroll,Expense,2025-10-03,20:22:47,2025-10-03 20:22:47,104148.03,INR,-104148.03,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-2838 | Payroll | 104148.03,Android,B57,HIGH_2501_3000,CREATED,idem-20260902-apk-2838
2839,MTR-APK-2839,Personal,Personal,Life Operations,Transport,Expense,2025-12-03,11:02:43,2025-12-03 11:02:43,17272.1,INR,-17272.1,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-2839 | Transport | 17272.10,Android,B57,HIGH_2501_3000,CREATED,idem-20260902-apk-2839
2840,MTR-APK-2840,Group,Shared Experience,Office Outing,Other,Expense,2026-05-16,21:12:06,2026-05-16 21:12:06,18502.2,INR,-18502.2,APK Aarav,3,EXACT,MAESTRO-APK-GROUP-OFFICE_OUTING-2840 | Other | 18502.20,Android,B57,HIGH_2501_3000,CREATED,idem-20260902-apk-2840
2841,MTR-APK-2841,Business,Business,Team Operations,Contractor,Expense,2026-07-31,04:52:06,2026-07-31 04:52:06,80625.49,INR,-80625.49,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-2841 | Contractor | 80625.49,Android,B57,HIGH_2501_3000,CREATED,idem-20260902-apk-2841
2842,MTR-APK-2842,Personal,Personal,Life Operations,Healthcare,Expense,2025-10-20,15:43:48,2025-10-20 15:43:48,4870.08,INR,-4870.08,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-2842 | Healthcare | 4870.08,Android,B57,HIGH_2501_3000,CREATED,idem-20260902-apk-2842
2843,MTR-APK-2843,Group,Shared Experience,House Party,Food,Expense,2025-12-27,11:04:20,2025-12-27 11:04:20,7274.81,INR,-7274.81,APK Meera,3,SHARES,MAESTRO-APK-GROUP-HOUSE_PARTY-2843 | Food | 7274.81,Android,B57,HIGH_2501_3000,CREATED,idem-20260902-apk-2843
2844,MTR-APK-2844,Business,Business,Team Operations,Hiring,Expense,2026-04-18,17:18:35,2026-04-18 17:18:35,117654.38,INR,-117654.38,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-2844 | Hiring | 117654.38,Android,B57,HIGH_2501_3000,CREATED,idem-20260902-apk-2844
2845,MTR-APK-2845,Personal,Personal,Life Operations,Subscriptions,Expense,2026-07-18,16:47:07,2026-07-18 16:47:07,14800.45,INR,-14800.45,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-2845 | Subscriptions | 14800.45,Android,B57,HIGH_2501_3000,CREATED,idem-20260902-apk-2845
2846,MTR-APK-2846,Group,Shared Experience,House Party,Drinks,Expense,2025-09-18,21:36:22,2025-09-18 21:36:22,4822.74,INR,-4822.74,APK Owner,3,EQUAL,MAESTRO-APK-GROUP-HOUSE_PARTY-2846 | Drinks | 4822.74,Android,B57,HIGH_2501_3000,CREATED,idem-20260902-apk-2846
2847,MTR-APK-2847,Business,Business,Team Operations,Team Meal,Expense,2025-11-04,22:00:36,2025-11-04 22:00:36,61384.91,INR,-61384.91,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-2847 | Team Meal | 61384.91,Android,B57,HIGH_2501_3000,CREATED,idem-20260902-apk-2847
2848,MTR-APK-2848,Personal,Personal,Life Operations,Repairs,Expense,2026-03-19,13:26:02,2026-03-19 13:26:02,8260.31,INR,-8260.31,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-2848 | Repairs | 8260.31,Android,B57,HIGH_2501_3000,CREATED,idem-20260902-apk-2848
2849,MTR-APK-2849,Group,Shared Experience,House Party,Decor,Expense,2025-11-25,09:34:54,2025-11-25 09:34:54,10000.0,INR,-10000.0,APK Aarav,3,PERCENTAGE,MAESTRO-APK-GROUP-HOUSE_PARTY-2849 | Decor | 10000.00,Android,B57,HIGH_2501_3000,CREATED,idem-20260902-apk-2849
2850,MTR-APK-2850,Business,Business,Team Operations,Travel,Expense,2026-06-05,05:40:00,2026-06-05 05:40:00,42096.7,INR,-42096.7,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-2850 | Travel | 42096.70,Android,B57,HIGH_2501_3000,CREATED,idem-20260902-apk-2850
2851,MTR-APK-2851,Personal,Personal,Future Building,Savings,Transfer,2026-04-07,09:07:55,2026-04-07 09:07:55,9930.41,INR,0.0,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-2851 | Savings | 9930.41,Android,B58,HIGH_2501_3000,CREATED,idem-20260902-apk-2851
2852,MTR-APK-2852,Group,Shared Experience,House Party,Supplies,Expense,2026-04-17,13:39:54,2026-04-17 13:39:54,27212.92,INR,-27212.92,APK Meera,3,EXACT,MAESTRO-APK-GROUP-HOUSE_PARTY-2852 | Supplies | 27212.92,Android,B58,HIGH_2501_3000,CREATED,idem-20260902-apk-2852
2853,MTR-APK-2853,Business,Business,Team Operations,Training,Expense,2026-06-10,17:33:35,2026-06-10 17:33:35,64945.09,INR,-64945.09,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-2853 | Training | 64945.09,Android,B58,HIGH_2501_3000,CREATED,idem-20260902-apk-2853
2854,MTR-APK-2854,Personal,Personal,Future Building,Emergency Fund,Transfer,2026-03-18,08:16:25,2026-03-18 08:16:25,1470.84,INR,0.0,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-2854 | Emergency Fund | 1470.84,Android,B58,HIGH_2501_3000,CREATED,idem-20260902-apk-2854
2855,MTR-APK-2855,Group,Shared Experience,House Party,Other,Expense,2026-08-02,09:20:32,2026-08-02 09:20:32,8981.57,INR,-8981.57,APK Owner,3,SHARES,MAESTRO-APK-GROUP-HOUSE_PARTY-2855 | Other | 8981.57,Android,B58,HIGH_2501_3000,CREATED,idem-20260902-apk-2855
2856,MTR-APK-2856,Business,Business,Team Operations,Tools,Expense,2025-11-28,03:01:08,2025-11-28 03:01:08,127846.53,INR,-127846.53,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-2856 | Tools | 127846.53,Android,B58,HIGH_2501_3000,CREATED,idem-20260902-apk-2856
2857,MTR-APK-2857,Personal,Personal,Future Building,Investments,Investment,2025-10-22,21:14:04,2025-10-22 21:14:04,3853.36,INR,0.0,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-2857 | Investments | 3853.36,Android,B58,HIGH_2501_3000,CREATED,idem-20260902-apk-2857
2858,MTR-APK-2858,Group,Shared Purchase,Gift Pool,Contribution,Contribution,2025-11-02,20:37:34,2025-11-02 20:37:34,3378.44,INR,3378.44,APK Aarav,3,EQUAL,MAESTRO-APK-GROUP-GIFT_POOL-2858 | Contribution | 3378.44,Android,B58,HIGH_2501_3000,CREATED,idem-20260902-apk-2858
2859,MTR-APK-2859,Business,Business,Business Runway,Funding,Income,2026-01-04,14:08:18,2026-01-04 14:08:18,148908.04,INR,148908.04,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-2859 | Funding | 148908.04,Android,B58,HIGH_2501_3000,CREATED,idem-20260902-apk-2859
2860,MTR-APK-2860,Personal,Personal,Future Building,Education,Expense,2026-03-31,23:39:59,2026-03-31 23:39:59,959.26,INR,-959.26,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-2860 | Education | 959.26,Android,B58,HIGH_2501_3000,CREATED,idem-20260902-apk-2860
2861,MTR-APK-2861,Group,Shared Purchase,Gift Pool,Gift Purchase,Expense,2026-06-06,13:36:40,2026-06-06 13:36:40,11883.29,INR,-11883.29,APK Meera,3,PERCENTAGE,MAESTRO-APK-GROUP-GIFT_POOL-2861 | Gift Purchase | 11883.29,Android,B58,HIGH_2501_3000,CREATED,idem-20260902-apk-2861
2862,MTR-APK-2862,Business,Business,Business Runway,Revenue,Income,2025-11-06,20:20:29,2025-11-06 20:20:29,92171.7,INR,92171.7,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-2862 | Revenue | 92171.70,Android,B58,HIGH_2501_3000,CREATED,idem-20260902-apk-2862
2863,MTR-APK-2863,Personal,Personal,Future Building,Goal Contribution,Transfer,2026-03-27,19:14:15,2026-03-27 19:14:15,13736.26,INR,0.0,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-2863 | Goal Contribution | 13736.26,Android,B58,HIGH_2501_3000,CREATED,idem-20260902-apk-2863
2864,MTR-APK-2864,Group,Shared Purchase,Gift Pool,Delivery,Expense,2026-02-18,02:23:32,2026-02-18 02:23:32,2560.13,INR,-2560.13,APK Owner,3,EXACT,MAESTRO-APK-GROUP-GIFT_POOL-2864 | Delivery | 2560.13,Android,B58,HIGH_2501_3000,CREATED,idem-20260902-apk-2864
2865,MTR-APK-2865,Business,Business,Business Runway,Burn,Expense,2025-10-21,23:31:34,2025-10-21 23:31:34,138304.23,INR,-138304.23,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-2865 | Burn | 138304.23,Android,B58,HIGH_2501_3000,CREATED,idem-20260902-apk-2865
2866,MTR-APK-2866,Personal,Personal,Lifestyle,Dining,Expense,2025-11-03,04:53:45,2025-11-03 04:53:45,15957.09,INR,-15957.09,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-2866 | Dining | 15957.09,Android,B58,HIGH_2501_3000,CREATED,idem-20260902-apk-2866
2867,MTR-APK-2867,Group,Shared Purchase,Gift Pool,Other,Expense,2026-04-05,02:30:57,2026-04-05 02:30:57,20472.32,INR,-20472.32,APK Aarav,3,SHARES,MAESTRO-APK-GROUP-GIFT_POOL-2867 | Other | 20472.32,Android,B58,HIGH_2501_3000,CREATED,idem-20260902-apk-2867
2868,MTR-APK-2868,Business,Business,Business Runway,Reserve,Transfer,2025-10-25,11:53:57,2025-10-25 11:53:57,19137.25,INR,0.0,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-2868 | Reserve | 19137.25,Android,B58,HIGH_2501_3000,CREATED,idem-20260902-apk-2868
2869,MTR-APK-2869,Personal,Personal,Lifestyle,Shopping,Expense,2026-02-17,23:01:52,2026-02-17 23:01:52,7244.6,INR,-7244.6,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-2869 | Shopping | 7244.60,Android,B58,HIGH_2501_3000,CREATED,idem-20260902-apk-2869
2870,MTR-APK-2870,Group,Shared Purchase,Purchase,Item,Expense,2025-10-09,13:35:06,2025-10-09 13:35:06,3480.88,INR,-3480.88,APK Meera,3,EQUAL,MAESTRO-APK-GROUP-PURCHASE-2870 | Item | 3480.88,Android,B58,HIGH_2501_3000,CREATED,idem-20260902-apk-2870
2871,MTR-APK-2871,Business,Business,Business Runway,Loan,Income,2025-12-07,20:19:46,2025-12-07 20:19:46,121223.76,INR,121223.76,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-2871 | Loan | 121223.76,Android,B58,HIGH_2501_3000,CREATED,idem-20260902-apk-2871
2872,MTR-APK-2872,Personal,Personal,Lifestyle,Entertainment,Expense,2025-10-10,09:16:13,2025-10-10 09:16:13,5963.42,INR,-5963.42,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-2872 | Entertainment | 5963.42,Android,B58,HIGH_2501_3000,CREATED,idem-20260902-apk-2872
2873,MTR-APK-2873,Group,Shared Purchase,Purchase,Shipping,Expense,2026-03-02,14:54:37,2026-03-02 14:54:37,25164.38,INR,-25164.38,APK Owner,3,PERCENTAGE,MAESTRO-APK-GROUP-PURCHASE-2873 | Shipping | 25164.38,Android,B58,HIGH_2501_3000,CREATED,idem-20260902-apk-2873
2874,MTR-APK-2874,Business,Business,Business Runway,Investment,Income,2026-03-19,11:25:22,2026-03-19 11:25:22,128000.53,INR,128000.53,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-2874 | Investment | 128000.53,Android,B58,HIGH_2501_3000,CREATED,idem-20260902-apk-2874
2875,MTR-APK-2875,Personal,Personal,Lifestyle,Travel,Expense,2026-05-07,03:03:14,2026-05-07 03:03:14,241.31,INR,-241.31,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-2875 | Travel | 241.31,Android,B58,HIGH_2501_3000,CREATED,idem-20260902-apk-2875
2876,MTR-APK-2876,Group,Shared Purchase,Purchase,Tax,Expense,2026-07-10,14:39:43,2026-07-10 14:39:43,22598.87,INR,-22598.87,APK Aarav,3,EXACT,MAESTRO-APK-GROUP-PURCHASE-2876 | Tax | 22598.87,Android,B58,HIGH_2501_3000,CREATED,idem-20260902-apk-2876
2877,MTR-APK-2877,Business,Business,Business Operations,Software,Expense,2026-07-19,04:11:06,2026-07-19 04:11:06,2840.66,INR,-2840.66,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-2877 | Software | 2840.66,Android,B58,HIGH_2501_3000,CREATED,idem-20260902-apk-2877
2878,MTR-APK-2878,Personal,Personal,Lifestyle,Fitness,Expense,2025-12-12,22:29:01,2025-12-12 22:29:01,12023.81,INR,-12023.81,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-2878 | Fitness | 12023.81,Android,B58,HIGH_2501_3000,CREATED,idem-20260902-apk-2878
2879,MTR-APK-2879,Group,Shared Purchase,Purchase,Other,Expense,2025-11-01,04:57:39,2025-11-01 04:57:39,15988.38,INR,-15988.38,APK Meera,3,SHARES,MAESTRO-APK-GROUP-PURCHASE-2879 | Other | 15988.38,Android,B58,HIGH_2501_3000,CREATED,idem-20260902-apk-2879
2880,MTR-APK-2880,Business,Business,Business Operations,Rent,Expense,2026-02-18,17:34:40,2026-02-18 17:34:40,159719.37,INR,-159719.37,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-2880 | Rent | 159719.37,Android,B58,HIGH_2501_3000,CREATED,idem-20260902-apk-2880
2881,MTR-APK-2881,Personal,Personal,Lifestyle,Hobbies,Expense,2026-07-25,00:25:43,2026-07-25 00:25:43,17822.57,INR,-17822.57,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-2881 | Hobbies | 17822.57,Android,B58,HIGH_2501_3000,CREATED,idem-20260902-apk-2881
2882,MTR-APK-2882,Group,Shared Purchase,Assets,Purchase,Expense,2026-06-16,22:47:20,2026-06-16 22:47:20,11878.21,INR,-11878.21,APK Owner,3,EQUAL,MAESTRO-APK-GROUP-ASSETS-2882 | Purchase | 11878.21,Android,B58,HIGH_2501_3000,CREATED,idem-20260902-apk-2882
2883,MTR-APK-2883,Business,Business,Business Operations,Marketing,Expense,2026-07-07,17:31:46,2026-07-07 17:31:46,14902.61,INR,-14902.61,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-2883 | Marketing | 14902.61,Android,B58,HIGH_2501_3000,CREATED,idem-20260902-apk-2883
2884,MTR-APK-2884,Personal,Personal,Relationships,Gifts,Expense,2026-07-10,21:15:46,2026-07-10 21:15:46,4811.96,INR,-4811.96,APK Owner,,,MAESTRO-APK-PERSONAL-RELATIONSHIPS-2884 | Gifts | 4811.96,Android,B58,HIGH_2501_3000,CREATED,idem-20260902-apk-2884
2885,MTR-APK-2885,Group,Shared Purchase,Assets,Maintenance,Expense,2026-05-27,14:00:12,2026-05-27 14:00:12,23574.49,INR,-23574.49,APK Aarav,3,PERCENTAGE,MAESTRO-APK-GROUP-ASSETS-2885 | Maintenance | 23574.49,Android,B58,HIGH_2501_3000,CREATED,idem-20260902-apk-2885
2886,MTR-APK-2886,Business,Business,Business Operations,Legal,Expense,2025-09-14,23:43:17,2025-09-14 23:43:17,0.01,INR,-0.01,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-2886 | Legal | 0.01,Android,B58,HIGH_2501_3000,CREATED,idem-20260902-apk-2886
2887,MTR-APK-2887,Personal,Personal,Relationships,Dates,Expense,2026-08-26,07:52:19,2026-08-26 07:52:19,3688.93,INR,-3688.93,APK Owner,,,MAESTRO-APK-PERSONAL-RELATIONSHIPS-2887 | Dates | 3688.93,Android,B58,HIGH_2501_3000,CREATED,idem-20260902-apk-2887
2888,MTR-APK-2888,Group,Shared Purchase,Assets,Repair,Expense,2026-04-17,16:47:13,2026-04-17 16:47:13,2519.91,INR,-2519.91,APK Meera,3,EXACT,MAESTRO-APK-GROUP-ASSETS-2888 | Repair | 2519.91,Android,B58,HIGH_2501_3000,CREATED,idem-20260902-apk-2888
2889,MTR-APK-2889,Business,Business,Business Operations,Accounting,Expense,2026-08-15,18:31:37,2026-08-15 18:31:37,154722.81,INR,-154722.81,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-2889 | Accounting | 154722.81,Android,B58,HIGH_2501_3000,CREATED,idem-20260902-apk-2889
2890,MTR-APK-2890,Personal,Personal,Relationships,Family,Expense,2026-08-31,01:08:19,2026-08-31 01:08:19,6701.0,INR,-6701.0,APK Owner,,,MAESTRO-APK-PERSONAL-RELATIONSHIPS-2890 | Family | 6701.00,Android,B58,HIGH_2501_3000,CREATED,idem-20260902-apk-2890
2891,MTR-APK-2891,Group,Shared Purchase,Assets,Insurance,Expense,2026-04-20,06:42:56,2026-04-20 06:42:56,3519.68,INR,-3519.68,APK Owner,3,SHARES,MAESTRO-APK-GROUP-ASSETS-2891 | Insurance | 3519.68,Android,B58,HIGH_2501_3000,CREATED,idem-20260902-apk-2891
2892,MTR-APK-2892,Business,Business,Business Operations,Equipment,Expense,2026-07-04,12:17:30,2026-07-04 12:17:30,65488.19,INR,-65488.19,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-2892 | Equipment | 65488.19,Android,B58,HIGH_2501_3000,CREATED,idem-20260902-apk-2892
2893,MTR-APK-2893,Personal,Personal,Relationships,Friends,Expense,2026-08-13,02:08:29,2026-08-13 02:08:29,9557.51,INR,-9557.51,APK Owner,,,MAESTRO-APK-PERSONAL-RELATIONSHIPS-2893 | Friends | 9557.51,Android,B58,HIGH_2501_3000,CREATED,idem-20260902-apk-2893
2894,MTR-APK-2894,Group,Shared Purchase,Assets,Other,Expense,2026-06-02,07:15:25,2026-06-02 07:15:25,13849.91,INR,-13849.91,APK Aarav,3,EQUAL,MAESTRO-APK-GROUP-ASSETS-2894 | Other | 13849.91,Android,B58,HIGH_2501_3000,CREATED,idem-20260902-apk-2894
2895,MTR-APK-2895,Business,Business,Business Operations,Vendor,Expense,2026-06-30,08:28:42,2026-06-30 08:28:42,144292.25,INR,-144292.25,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-2895 | Vendor | 144292.25,Android,B58,HIGH_2501_3000,CREATED,idem-20260902-apk-2895
2896,MTR-APK-2896,Personal,Personal,Relationships,Celebrations,Expense,2026-05-19,03:06:24,2026-05-19 03:06:24,11931.85,INR,-11931.85,APK Owner,,,MAESTRO-APK-PERSONAL-RELATIONSHIPS-2896 | Celebrations | 11931.85,Android,B58,HIGH_2501_3000,CREATED,idem-20260902-apk-2896
2897,MTR-APK-2897,Group,Shared Purchase,Custom Purchase,Custom Expense,Expense,2025-11-12,03:04:01,2025-11-12 03:04:01,8135.1,INR,-8135.1,APK Meera,3,PERCENTAGE,MAESTRO-APK-GROUP-CUSTOM_PURCHASE-2897 | Custom Expense | 8135.10,Android,B58,HIGH_2501_3000,CREATED,idem-20260902-apk-2897
2898,MTR-APK-2898,Business,Business,Business Operations,Tax,Expense,2025-11-03,02:06:22,2025-11-03 02:06:22,96254.42,INR,-96254.42,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-2898 | Tax | 96254.42,Android,B58,HIGH_2501_3000,CREATED,idem-20260902-apk-2898
2899,MTR-APK-2899,Personal,Personal,Life Operations,Groceries,Expense,2025-11-07,23:59:53,2025-11-07 23:59:53,1970.17,INR,-1970.17,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-2899 | Groceries | 1970.17,Android,B58,HIGH_2501_3000,CREATED,idem-20260902-apk-2899
2900,MTR-APK-2900,Group,Shared Purchase,Custom Purchase,Custom Contribution,Contribution,2025-12-26,20:29:46,2025-12-26 20:29:46,18508.22,INR,18508.22,APK Owner,3,EXACT,MAESTRO-APK-GROUP-CUSTOM_PURCHASE-2900 | Custom Contribution | 18508.22,Android,B58,HIGH_2501_3000,CREATED,idem-20260902-apk-2900
2901,MTR-APK-2901,Business,Business,Team Operations,Payroll,Expense,2026-06-09,08:08:02,2026-06-09 08:08:02,423.49,INR,-423.49,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-2901 | Payroll | 423.49,Android,B59,HIGH_2501_3000,CREATED,idem-20260902-apk-2901
2902,MTR-APK-2902,Personal,Personal,Life Operations,Rent,Expense,2026-02-16,08:14:50,2026-02-16 08:14:50,9590.91,INR,-9590.91,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-2902 | Rent | 9590.91,Android,B59,HIGH_2501_3000,CREATED,idem-20260902-apk-2902
2903,MTR-APK-2903,Group,Shared Living,Flatmates,Rent,Expense,2025-11-08,19:41:04,2025-11-08 19:41:04,12643.79,INR,-12643.79,APK Aarav,3,SHARES,MAESTRO-APK-GROUP-FLATMATES-2903 | Rent | 12643.79,Android,B59,HIGH_2501_3000,CREATED,idem-20260902-apk-2903
2904,MTR-APK-2904,Business,Business,Team Operations,Contractor,Expense,2025-10-09,11:59:31,2025-10-09 11:59:31,66141.31,INR,-66141.31,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-2904 | Contractor | 66141.31,Android,B59,HIGH_2501_3000,CREATED,idem-20260902-apk-2904
2905,MTR-APK-2905,Personal,Personal,Life Operations,Bills,Expense,2026-01-19,19:56:20,2026-01-19 19:56:20,10092.44,INR,-10092.44,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-2905 | Bills | 10092.44,Android,B59,HIGH_2501_3000,CREATED,idem-20260902-apk-2905
2906,MTR-APK-2906,Group,Shared Living,Flatmates,Utilities,Expense,2026-05-06,06:47:47,2026-05-06 06:47:47,6539.57,INR,-6539.57,APK Meera,3,EQUAL,MAESTRO-APK-GROUP-FLATMATES-2906 | Utilities | 6539.57,Android,B59,HIGH_2501_3000,CREATED,idem-20260902-apk-2906
2907,MTR-APK-2907,Business,Business,Team Operations,Hiring,Expense,2026-03-19,05:47:29,2026-03-19 05:47:29,89423.07,INR,-89423.07,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-2907 | Hiring | 89423.07,Android,B59,HIGH_2501_3000,CREATED,idem-20260902-apk-2907
2908,MTR-APK-2908,Personal,Personal,Life Operations,Transport,Expense,2025-12-31,18:43:07,2025-12-31 18:43:07,6653.51,INR,-6653.51,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-2908 | Transport | 6653.51,Android,B59,HIGH_2501_3000,CREATED,idem-20260902-apk-2908
2909,MTR-APK-2909,Group,Shared Living,Flatmates,Groceries,Expense,2025-11-19,01:42:59,2025-11-19 01:42:59,16930.75,INR,-16930.75,APK Owner,3,PERCENTAGE,MAESTRO-APK-GROUP-FLATMATES-2909 | Groceries | 16930.75,Android,B59,HIGH_2501_3000,CREATED,idem-20260902-apk-2909
2910,MTR-APK-2910,Business,Business,Team Operations,Team Meal,Expense,2026-04-15,21:05:21,2026-04-15 21:05:21,52670.69,INR,-52670.69,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-2910 | Team Meal | 52670.69,Android,B59,HIGH_2501_3000,CREATED,idem-20260902-apk-2910
2911,MTR-APK-2911,Personal,Personal,Life Operations,Healthcare,Expense,2026-02-11,11:46:27,2026-02-11 11:46:27,11722.42,INR,-11722.42,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-2911 | Healthcare | 11722.42,Android,B59,HIGH_2501_3000,CREATED,idem-20260902-apk-2911
2912,MTR-APK-2912,Group,Shared Living,Flatmates,Internet,Expense,2026-06-10,22:22:08,2026-06-10 22:22:08,4989.27,INR,-4989.27,APK Aarav,3,EXACT,MAESTRO-APK-GROUP-FLATMATES-2912 | Internet | 4989.27,Android,B59,HIGH_2501_3000,CREATED,idem-20260902-apk-2912
2913,MTR-APK-2913,Business,Business,Team Operations,Travel,Expense,2026-01-15,06:11:53,2026-01-15 06:11:53,114170.49,INR,-114170.49,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-2913 | Travel | 114170.49,Android,B59,HIGH_2501_3000,CREATED,idem-20260902-apk-2913
2914,MTR-APK-2914,Personal,Personal,Life Operations,Subscriptions,Expense,2025-11-19,18:28:38,2025-11-19 18:28:38,13717.72,INR,-13717.72,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-2914 | Subscriptions | 13717.72,Android,B59,HIGH_2501_3000,CREATED,idem-20260902-apk-2914
2915,MTR-APK-2915,Group,Shared Living,Flatmates,House Supplies,Expense,2026-08-14,12:29:52,2026-08-14 12:29:52,29420.11,INR,-29420.11,APK Meera,3,SHARES,MAESTRO-APK-GROUP-FLATMATES-2915 | House Supplies | 29420.11,Android,B59,HIGH_2501_3000,CREATED,idem-20260902-apk-2915
2916,MTR-APK-2916,Business,Business,Team Operations,Training,Expense,2026-03-10,10:13:58,2026-03-10 10:13:58,116512.79,INR,-116512.79,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-2916 | Training | 116512.79,Android,B59,HIGH_2501_3000,CREATED,idem-20260902-apk-2916
2917,MTR-APK-2917,Personal,Personal,Life Operations,Repairs,Expense,2026-05-18,05:49:30,2026-05-18 05:49:30,7414.94,INR,-7414.94,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-2917 | Repairs | 7414.94,Android,B59,HIGH_2501_3000,CREATED,idem-20260902-apk-2917
2918,MTR-APK-2918,Group,Shared Living,Flatmates,Repairs,Expense,2026-04-08,20:12:21,2026-04-08 20:12:21,9850.17,INR,-9850.17,APK Owner,3,EQUAL,MAESTRO-APK-GROUP-FLATMATES-2918 | Repairs | 9850.17,Android,B59,HIGH_2501_3000,CREATED,idem-20260902-apk-2918
2919,MTR-APK-2919,Business,Business,Team Operations,Tools,Expense,2026-02-15,09:11:04,2026-02-15 09:11:04,20553.08,INR,-20553.08,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-2919 | Tools | 20553.08,Android,B59,HIGH_2501_3000,CREATED,idem-20260902-apk-2919
2920,MTR-APK-2920,Personal,Personal,Future Building,Savings,Transfer,2026-06-16,05:28:16,2026-06-16 05:28:16,7488.56,INR,0.0,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-2920 | Savings | 7488.56,Android,B59,HIGH_2501_3000,CREATED,idem-20260902-apk-2920
