Sequence,Txn_ID,Mode,Family,Moment,Quick_Add,Semantic_Type,Txn_Date,Txn_Time,Timestamp,Amount,Currency,Expected_Signed_Amount,Paid_By,Participant_Count,Split_Method,Description,Device_Target,Run_Batch,Backend_Load_Band,Expected_Status,Idempotency_Key,Platform,catalog_moment_id,catalog_moment_type,catalog_quick_add,catalog_id,catalog_status,tile_maestro_id,amount_maestro_id,note_maestro_id,submit_maestro_id,split_maestro_id,category_value,correlation_note,join_status,join_notes
3,MTR-APK-0003,Business,Business,Team Operations,Payroll,Expense,2026-02-28,00:36:32,2026-02-28 00:36:32,150101.63,INR,-150101.63,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0003 | Payroll | 150101.63,Android,B01,BASELINE_1_500,CREATED,idem-20260902-apk-0003,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Payroll,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0003 | Payroll | 150101.63,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
3162,MTR-APK-3162,Business,Business,Team Operations,Team Meal,Expense,2026-05-06,14:12:32,2026-05-06 14:12:32,19336.66,INR,-19336.66,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-3162 | Team Meal | 19336.66,Android,B64,STRESS_3001_3500,CREATED,idem-20260902-apk-3162,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Team Meal,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-3162 | Team Meal | 19336.66,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
3165,MTR-APK-3165,Business,Business,Team Operations,Travel,Expense,2026-07-02,13:27:01,2026-07-02 13:27:01,118430.02,INR,-118430.02,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-3165 | Travel | 118430.02,Android,B64,STRESS_3001_3500,CREATED,idem-20260902-apk-3165,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Travel,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-3165 | Travel | 118430.02,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
3168,MTR-APK-3168,Business,Business,Team Operations,Training,Expense,2025-09-14,04:42:54,2025-09-14 04:42:54,128379.24,INR,-128379.24,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-3168 | Training | 128379.24,Android,B64,STRESS_3001_3500,CREATED,idem-20260902-apk-3168,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Training,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-3168 | Training | 128379.24,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
3171,MTR-APK-3171,Business,Business,Team Operations,Tools,Expense,2026-02-04,06:34:18,2026-02-04 06:34:18,71696.49,INR,-71696.49,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-3171 | Tools | 71696.49,Android,B64,STRESS_3001_3500,CREATED,idem-20260902-apk-3171,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Tools,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-3171 | Tools | 71696.49,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
3174,MTR-APK-3174,Business,Business,Business Runway,Funding,Income,2026-01-01,18:36:21,2026-01-01 18:36:21,103197.7,INR,103197.7,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-3174 | Funding | 103197.70,Android,B64,STRESS_3001_3500,CREATED,idem-20260902-apk-3174,android,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Funding,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-3174 | Funding | 103197.70,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
3177,MTR-APK-3177,Business,Business,Business Runway,Revenue,Income,2026-02-02,02:21:27,2026-02-02 02:21:27,147748.85,INR,147748.85,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-3177 | Revenue | 147748.85,Android,B64,STRESS_3001_3500,CREATED,idem-20260902-apk-3177,android,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Revenue,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-3177 | Revenue | 147748.85,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
3180,MTR-APK-3180,Business,Business,Business Runway,Burn,Expense,2026-04-03,23:56:06,2026-04-03 23:56:06,151791.5,INR,-151791.5,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-3180 | Burn | 151791.50,Android,B64,STRESS_3001_3500,CREATED,idem-20260902-apk-3180,android,B02,BUSINESS_RUNWAY,Expense,B02:Expense,ACTIVE,qa.tile.expense,business.expense.amount,business.expense.note,business.expense.submit,,Burn,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-3180 | Burn | 151791.50,JOINED,Runway Log Expense
3183,MTR-APK-3183,Business,Business,Business Runway,Reserve,Transfer,2025-09-05,12:29:51,2025-09-05 12:29:51,150544.83,INR,0.0,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-3183 | Reserve | 150544.83,Android,B64,STRESS_3001_3500,CREATED,idem-20260902-apk-3183,android,B02,BUSINESS_RUNWAY,Expense,B02:Expense,ACTIVE,qa.tile.expense,,,,,Reserve,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-3183 | Reserve | 150544.83,JOINED_REVIEW,Reserve transfer → Runway expense/movement proxy — REVIEW
3186,MTR-APK-3186,Business,Business,Business Runway,Loan,Income,2025-12-21,09:34:31,2025-12-21 09:34:31,135513.97,INR,135513.97,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-3186 | Loan | 135513.97,Android,B64,STRESS_3001_3500,CREATED,idem-20260902-apk-3186,android,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Loan,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-3186 | Loan | 135513.97,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
3189,MTR-APK-3189,Business,Business,Business Runway,Investment,Income,2026-05-08,00:35:30,2026-05-08 00:35:30,59849.45,INR,59849.45,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-3189 | Investment | 59849.45,Android,B64,STRESS_3001_3500,CREATED,idem-20260902-apk-3189,android,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Investment,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-3189 | Investment | 59849.45,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
3192,MTR-APK-3192,Business,Business,Business Operations,Software,Expense,2025-12-10,18:56:22,2025-12-10 18:56:22,80145.99,INR,-80145.99,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-3192 | Software | 80145.99,Android,B64,STRESS_3001_3500,CREATED,idem-20260902-apk-3192,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Software,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-3192 | Software | 80145.99,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
3195,MTR-APK-3195,Business,Business,Business Operations,Rent,Expense,2026-05-09,10:59:04,2026-05-09 10:59:04,13686.96,INR,-13686.96,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-3195 | Rent | 13686.96,Android,B64,STRESS_3001_3500,CREATED,idem-20260902-apk-3195,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Rent,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-3195 | Rent | 13686.96,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
3198,MTR-APK-3198,Business,Business,Business Operations,Marketing,Expense,2026-05-03,15:11:08,2026-05-03 15:11:08,63971.43,INR,-63971.43,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-3198 | Marketing | 63971.43,Android,B64,STRESS_3001_3500,CREATED,idem-20260902-apk-3198,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Marketing,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-3198 | Marketing | 63971.43,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
3201,MTR-APK-3201,Business,Business,Business Operations,Legal,Expense,2026-07-11,19:59:27,2026-07-11 19:59:27,126488.57,INR,-126488.57,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-3201 | Legal | 126488.57,Android,B65,STRESS_3001_3500,CREATED,idem-20260902-apk-3201,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Legal,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-3201 | Legal | 126488.57,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
3204,MTR-APK-3204,Business,Business,Business Operations,Accounting,Expense,2026-05-27,22:24:01,2026-05-27 22:24:01,139701.44,INR,-139701.44,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-3204 | Accounting | 139701.44,Android,B65,STRESS_3001_3500,CREATED,idem-20260902-apk-3204,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Accounting,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-3204 | Accounting | 139701.44,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
3207,MTR-APK-3207,Business,Business,Business Operations,Equipment,Expense,2026-01-08,09:43:39,2026-01-08 09:43:39,19855.36,INR,-19855.36,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-3207 | Equipment | 19855.36,Android,B65,STRESS_3001_3500,CREATED,idem-20260902-apk-3207,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Equipment,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-3207 | Equipment | 19855.36,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
3210,MTR-APK-3210,Business,Business,Business Operations,Vendor,Expense,2025-11-07,08:49:47,2025-11-07 08:49:47,156358.76,INR,-156358.76,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-3210 | Vendor | 156358.76,Android,B65,STRESS_3001_3500,CREATED,idem-20260902-apk-3210,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Vendor,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-3210 | Vendor | 156358.76,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
3213,MTR-APK-3213,Business,Business,Business Operations,Tax,Expense,2026-03-02,02:55:36,2026-03-02 02:55:36,59972.3,INR,-59972.3,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-3213 | Tax | 59972.30,Android,B65,STRESS_3001_3500,CREATED,idem-20260902-apk-3213,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Tax,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-3213 | Tax | 59972.30,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
3216,MTR-APK-3216,Business,Business,Team Operations,Payroll,Expense,2025-11-09,09:59:16,2025-11-09 09:59:16,67732.59,INR,-67732.59,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-3216 | Payroll | 67732.59,Android,B65,STRESS_3001_3500,CREATED,idem-20260902-apk-3216,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Payroll,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-3216 | Payroll | 67732.59,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
3219,MTR-APK-3219,Business,Business,Team Operations,Contractor,Expense,2026-01-16,08:58:34,2026-01-16 08:58:34,100.0,INR,-100.0,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-3219 | Contractor | 100.00,Android,B65,STRESS_3001_3500,CREATED,idem-20260902-apk-3219,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Contractor,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-3219 | Contractor | 100.00,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
3222,MTR-APK-3222,Business,Business,Team Operations,Hiring,Expense,2026-08-26,04:16:36,2026-08-26 04:16:36,25106.71,INR,-25106.71,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-3222 | Hiring | 25106.71,Android,B65,STRESS_3001_3500,CREATED,idem-20260902-apk-3222,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Hiring,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-3222 | Hiring | 25106.71,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
3225,MTR-APK-3225,Business,Business,Team Operations,Team Meal,Expense,2026-07-03,11:10:01,2026-07-03 11:10:01,111120.55,INR,-111120.55,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-3225 | Team Meal | 111120.55,Android,B65,STRESS_3001_3500,CREATED,idem-20260902-apk-3225,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Team Meal,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-3225 | Team Meal | 111120.55,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
3228,MTR-APK-3228,Business,Business,Team Operations,Travel,Expense,2025-09-02,09:02:30,2025-09-02 09:02:30,41843.23,INR,-41843.23,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-3228 | Travel | 41843.23,Android,B65,STRESS_3001_3500,CREATED,idem-20260902-apk-3228,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Travel,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-3228 | Travel | 41843.23,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
3231,MTR-APK-3231,Business,Business,Team Operations,Training,Expense,2026-03-04,01:47:04,2026-03-04 01:47:04,94379.66,INR,-94379.66,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-3231 | Training | 94379.66,Android,B65,STRESS_3001_3500,CREATED,idem-20260902-apk-3231,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Training,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-3231 | Training | 94379.66,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
3234,MTR-APK-3234,Business,Business,Team Operations,Tools,Expense,2026-03-20,21:39:12,2026-03-20 21:39:12,170454.63,INR,-170454.63,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-3234 | Tools | 170454.63,Android,B65,STRESS_3001_3500,CREATED,idem-20260902-apk-3234,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Tools,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-3234 | Tools | 170454.63,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
3237,MTR-APK-3237,Business,Business,Business Runway,Funding,Income,2025-10-09,22:42:14,2025-10-09 22:42:14,122361.79,INR,122361.79,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-3237 | Funding | 122361.79,Android,B65,STRESS_3001_3500,CREATED,idem-20260902-apk-3237,android,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Funding,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-3237 | Funding | 122361.79,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
3240,MTR-APK-3240,Business,Business,Business Runway,Revenue,Income,2026-04-01,08:11:21,2026-04-01 08:11:21,57037.12,INR,57037.12,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-3240 | Revenue | 57037.12,Android,B65,STRESS_3001_3500,CREATED,idem-20260902-apk-3240,android,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Revenue,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-3240 | Revenue | 57037.12,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
3243,MTR-APK-3243,Business,Business,Business Runway,Burn,Expense,2025-09-28,08:03:29,2025-09-28 08:03:29,62556.1,INR,-62556.1,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-3243 | Burn | 62556.10,Android,B65,STRESS_3001_3500,CREATED,idem-20260902-apk-3243,android,B02,BUSINESS_RUNWAY,Expense,B02:Expense,ACTIVE,qa.tile.expense,business.expense.amount,business.expense.note,business.expense.submit,,Burn,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-3243 | Burn | 62556.10,JOINED,Runway Log Expense
3246,MTR-APK-3246,Business,Business,Business Runway,Reserve,Transfer,2026-04-12,04:25:08,2026-04-12 04:25:08,38435.14,INR,0.0,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-3246 | Reserve | 38435.14,Android,B65,STRESS_3001_3500,CREATED,idem-20260902-apk-3246,android,B02,BUSINESS_RUNWAY,Expense,B02:Expense,ACTIVE,qa.tile.expense,,,,,Reserve,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-3246 | Reserve | 38435.14,JOINED_REVIEW,Reserve transfer → Runway expense/movement proxy — REVIEW
3249,MTR-APK-3249,Business,Business,Business Runway,Loan,Income,2026-05-21,14:52:55,2026-05-21 14:52:55,143012.41,INR,143012.41,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-3249 | Loan | 143012.41,Android,B65,STRESS_3001_3500,CREATED,idem-20260902-apk-3249,android,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Loan,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-3249 | Loan | 143012.41,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
3252,MTR-APK-3252,Business,Business,Business Runway,Investment,Income,2026-04-27,02:53:54,2026-04-27 02:53:54,96618.14,INR,96618.14,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-3252 | Investment | 96618.14,Android,B66,STRESS_3001_3500,CREATED,idem-20260902-apk-3252,android,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Investment,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-3252 | Investment | 96618.14,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
3255,MTR-APK-3255,Business,Business,Business Operations,Software,Expense,2026-05-13,10:41:41,2026-05-13 10:41:41,6572.94,INR,-6572.94,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-3255 | Software | 6572.94,Android,B66,STRESS_3001_3500,CREATED,idem-20260902-apk-3255,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Software,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-3255 | Software | 6572.94,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
3258,MTR-APK-3258,Business,Business,Business Operations,Rent,Expense,2025-11-15,04:58:50,2025-11-15 04:58:50,84007.22,INR,-84007.22,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-3258 | Rent | 84007.22,Android,B66,STRESS_3001_3500,CREATED,idem-20260902-apk-3258,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Rent,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-3258 | Rent | 84007.22,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
3261,MTR-APK-3261,Business,Business,Business Operations,Marketing,Expense,2025-11-15,20:01:53,2025-11-15 20:01:53,158204.49,INR,-158204.49,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-3261 | Marketing | 158204.49,Android,B66,STRESS_3001_3500,CREATED,idem-20260902-apk-3261,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Marketing,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-3261 | Marketing | 158204.49,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
3264,MTR-APK-3264,Business,Business,Business Operations,Legal,Expense,2026-07-31,10:25:15,2026-07-31 10:25:15,179579.99,INR,-179579.99,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-3264 | Legal | 179579.99,Android,B66,STRESS_3001_3500,CREATED,idem-20260902-apk-3264,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Legal,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-3264 | Legal | 179579.99,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
3267,MTR-APK-3267,Business,Business,Business Operations,Accounting,Expense,2026-08-31,14:38:35,2026-08-31 14:38:35,106564.84,INR,-106564.84,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-3267 | Accounting | 106564.84,Android,B66,STRESS_3001_3500,CREATED,idem-20260902-apk-3267,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Accounting,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-3267 | Accounting | 106564.84,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
3270,MTR-APK-3270,Business,Business,Business Operations,Equipment,Expense,2025-11-04,12:23:58,2025-11-04 12:23:58,115657.79,INR,-115657.79,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-3270 | Equipment | 115657.79,Android,B66,STRESS_3001_3500,CREATED,idem-20260902-apk-3270,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Equipment,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-3270 | Equipment | 115657.79,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
3273,MTR-APK-3273,Business,Business,Business Operations,Vendor,Expense,2025-09-20,03:12:14,2025-09-20 03:12:14,168030.56,INR,-168030.56,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-3273 | Vendor | 168030.56,Android,B66,STRESS_3001_3500,CREATED,idem-20260902-apk-3273,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Vendor,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-3273 | Vendor | 168030.56,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
3276,MTR-APK-3276,Business,Business,Business Operations,Tax,Expense,2026-04-13,19:09:43,2026-04-13 19:09:43,42874.48,INR,-42874.48,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-3276 | Tax | 42874.48,Android,B66,STRESS_3001_3500,CREATED,idem-20260902-apk-3276,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Tax,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-3276 | Tax | 42874.48,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
3279,MTR-APK-3279,Business,Business,Team Operations,Payroll,Expense,2026-03-08,17:47:45,2026-03-08 17:47:45,355.61,INR,-355.61,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-3279 | Payroll | 355.61,Android,B66,STRESS_3001_3500,CREATED,idem-20260902-apk-3279,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Payroll,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-3279 | Payroll | 355.61,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
3282,MTR-APK-3282,Business,Business,Team Operations,Contractor,Expense,2025-12-24,18:13:09,2025-12-24 18:13:09,112300.25,INR,-112300.25,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-3282 | Contractor | 112300.25,Android,B66,STRESS_3001_3500,CREATED,idem-20260902-apk-3282,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Contractor,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-3282 | Contractor | 112300.25,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
3285,MTR-APK-3285,Business,Business,Team Operations,Hiring,Expense,2026-05-24,14:05:49,2026-05-24 14:05:49,14662.75,INR,-14662.75,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-3285 | Hiring | 14662.75,Android,B66,STRESS_3001_3500,CREATED,idem-20260902-apk-3285,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Hiring,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-3285 | Hiring | 14662.75,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
