moment_family,moment_subtype,mapping_batch,group_moment_type,screen_id,figma_screen,figma_node,widget_id,figma_widget,widget_type,ui_label,field,table_column,supporting_tables,api_read,api_write,api_contract_excel,excel_mapping_status,android_binding,ios_binding,projection,gx2_status,closure_priority,notes
Shared Living,FLATMATES,G-M3 Shared Living,Shared Living — Flatmates,GRP-SL-FLT-Q01,Create Poll,629:8810,GRP-SL-FLT-Q01-W010,Multiple Choice Helper,Helper text,Members can select multiple options,,— :: ,,,,Local navigation / presentation,STATIC,Quick Add gap tile (apiGap=true),Quick Add gap tile (apiGap=true),,LOCAL_ONLY,—,
Shared Living,FLATMATES,G-M3 Shared Living,Shared Living — Flatmates,GRP-SL-FLT-Q01,Create Poll,629:8810,GRP-SL-FLT-Q01-W011,Poll Deadline,Date/time picker,Poll Deadline,closes_at,collaboration.poll (transitional) :: closes_at,,,POST /v1/moments/:momentId/polls,POST /v1/moments/:momentId/polls,PARTIAL,Quick Add gap tile (apiGap=true),Quick Add gap tile (apiGap=true),,CLIENT_FIX,P0,Physical shared Poll kernel transition pending.
Shared Living,FLATMATES,G-M3 Shared Living,Shared Living — Flatmates,GRP-SL-FLT-Q01,Create Poll,629:8810,GRP-SL-FLT-Q01-W012,Set Time,Text CTA,Set Time,closes_at,collaboration.poll (transitional) :: closes_at,,,POST /v1/moments/:momentId/polls,POST /v1/moments/:momentId/polls,PARTIAL,Quick Add gap tile (apiGap=true),Quick Add gap tile (apiGap=true),,CLIENT_FIX,P0,Physical shared Poll kernel transition pending.
Shared Living,FLATMATES,G-M3 Shared Living,Shared Living — Flatmates,GRP-SL-FLT-Q01,Create Poll,629:8810,GRP-SL-FLT-Q01-W013,Create Poll CTA,Primary CTA,Create Poll,question; poll_type; closes_at; status + option_text/sort_order,shared Poll kernel planned V032; collaboration.poll family transitional :: question; poll_type; closes_at; status + option_text/sort_order,,,POST /v1/moments/:momentId/polls,POST /v1/moments/:momentId/polls,PARTIAL,Quick Add gap tile (apiGap=true),Quick Add gap tile (apiGap=true),,CLIENT_FIX,P0,Shared Poll physical kernel not yet current V001–V030 schema.
Shared Living,FLATMATES,G-M3 Shared Living,Shared Living — Flatmates,GRP-SL-FLT-Q02,Post Update,629:8895,GRP-SL-FLT-Q02-W001,Context Summary,Context card,Active shared-living context,moment_id; title; moment_type_code; status; card_payload,projection.group_moments :: moment_id; title; moment_type_code; status; card_payload,,GET /v1/group/moments?cursor=&limit=,,GET /v1/group/moments?cursor=&limit=,PARTIAL,See AppShellScreen Group routing,See AppShellView Group routing,projection.group_moments,CLIENT_FIX,P1,Subtype-specific context details may be in card_payload.
Shared Living,FLATMATES,G-M3 Shared Living,Shared Living — Flatmates,GRP-SL-FLT-Q02,Post Update,629:8895,GRP-SL-FLT-Q02-W002,Update Title,Heading,Post Update,,— :: ,,,,Local navigation / presentation,STATIC,Local UI / shell chrome,Local UI / shell chrome,,LOCAL_ONLY,—,
Shared Living,FLATMATES,G-M3 Shared Living,Shared Living — Flatmates,GRP-SL-FLT-Q02,Post Update,629:8895,GRP-SL-FLT-Q02-W003,Type — Announcement,Segment option,Announcement,,TBD :: ,,,,,GAP,See AppShellScreen Group routing,See AppShellView Group routing,,SCHEMA_GAP,P1,collaboration.group_update has no update_type/category field.
Shared Living,FLATMATES,G-M3 Shared Living,Shared Living — Flatmates,GRP-SL-FLT-Q02,Post Update,629:8895,GRP-SL-FLT-Q02-W004,Type — Status,Segment option,Status,,TBD :: ,,,,,GAP,See AppShellScreen Group routing,See AppShellView Group routing,,SCHEMA_GAP,P1,collaboration.group_update has no update_type/category field.
Shared Living,FLATMATES,G-M3 Shared Living,Shared Living — Flatmates,GRP-SL-FLT-Q02,Post Update,629:8895,GRP-SL-FLT-Q02-W005,Type — Question,Segment option,Question,,TBD :: ,,,,,GAP,See AppShellScreen Group routing,See AppShellView Group routing,,SCHEMA_GAP,P1,collaboration.group_update has no update_type/category field.
Shared Living,FLATMATES,G-M3 Shared Living,Shared Living — Flatmates,GRP-SL-FLT-Q02,Post Update,629:8895,GRP-SL-FLT-Q02-W006,Type — Reminder,Segment option,Reminder,,TBD :: ,,,,,GAP,Local UI / shell chrome,Local UI / shell chrome,,LOCAL_ONLY,P1,collaboration.group_update has no update_type/category field.
Shared Living,FLATMATES,G-M3 Shared Living,Shared Living — Flatmates,GRP-SL-FLT-Q02,Post Update,629:8895,GRP-SL-FLT-Q02-W007,Update Message,Text area,Update Message,body,collaboration.group_update :: body,,,TBD explicit /v1 route,TBD explicit /v1 route,PARTIAL,See AppShellScreen Group routing,See AppShellView Group routing,,CLIENT_FIX,JOIN-1,Group Update route not frozen.; GX2-C live 2026-08-30: route mounted; client bind/iOS GET pending; iOS GET list missing — Life facet only
Shared Living,FLATMATES,G-M3 Shared Living,Shared Living — Flatmates,GRP-SL-FLT-Q02,Post Update,629:8895,GRP-SL-FLT-Q02-W008,Attach Media,Attachment control,Attach Media,,— :: ,,,,Local navigation / presentation,STATIC,Local UI / shell chrome,Local UI / shell chrome,,LOCAL_ONLY,—,
Shared Living,FLATMATES,G-M3 Shared Living,Shared Living — Flatmates,GRP-SL-FLT-Q02,Post Update,629:8895,GRP-SL-FLT-Q02-W009,Priority — Low,Segment option,Low,,TBD :: ,,,,,GAP,See AppShellScreen Group routing,See AppShellView Group routing,,SCHEMA_GAP,P1,collaboration.group_update has no priority field.
Shared Living,FLATMATES,G-M3 Shared Living,Shared Living — Flatmates,GRP-SL-FLT-Q02,Post Update,629:8895,GRP-SL-FLT-Q02-W010,Priority — Normal,Segment option,Normal,,TBD :: ,,,,,GAP,See AppShellScreen Group routing,See AppShellView Group routing,,SCHEMA_GAP,P1,collaboration.group_update has no priority field.
Shared Living,FLATMATES,G-M3 Shared Living,Shared Living — Flatmates,GRP-SL-FLT-Q02,Post Update,629:8895,GRP-SL-FLT-Q02-W011,Priority — High/Urgent,Segment option,High / Urgent,,TBD :: ,,,,,GAP,See AppShellScreen Group routing,See AppShellView Group routing,,SCHEMA_GAP,P1,collaboration.group_update has no priority field.
Shared Living,FLATMATES,G-M3 Shared Living,Shared Living — Flatmates,GRP-SL-FLT-Q02,Post Update,629:8895,GRP-SL-FLT-Q02-W012,Notify Members,Toggle,Notify all members,,TBD :: ,,,,,GAP,Local UI / shell chrome,Local UI / shell chrome,,LOCAL_ONLY,P1,No frozen notification preference/recipient field for group_update.
Shared Living,FLATMATES,G-M3 Shared Living,Shared Living — Flatmates,GRP-SL-FLT-Q02,Post Update,629:8895,GRP-SL-FLT-Q02-W013,Notification Helper,Helper text,Send push notification immediately,,— :: ,,,,Local navigation / presentation,STATIC,Local UI / shell chrome,Local UI / shell chrome,,LOCAL_ONLY,—,
Shared Living,FLATMATES,G-M3 Shared Living,Shared Living — Flatmates,GRP-SL-FLT-Q02,Post Update,629:8895,GRP-SL-FLT-Q02-W014,Post Update CTA,Primary CTA,Post Update,moment_id; participant_id; title; body; visibility; status,collaboration.group_update :: moment_id; participant_id; title; body; visibility; status,,,TBD explicit /v1 route,TBD explicit /v1 route,PARTIAL,See AppShellScreen Group routing,See AppShellView Group routing,,CLIENT_FIX,JOIN-1,Group Update command route not frozen.; GX2-C live 2026-08-30: route mounted; client bind/iOS GET pending; iOS GET list missing — Life facet only
Shared Living,FLATMATES,G-M3 Shared Living,Shared Living — Flatmates,GRP-SL-FLT-Q03,Capture Memory,629:8979,GRP-SL-FLT-Q03-W001,Context Summary,Context card,Active shared-living context,moment_id; title; moment_type_code; status; card_payload,projection.group_moments :: moment_id; title; moment_type_code; status; card_payload,,GET /v1/group/moments?cursor=&limit=,,GET /v1/group/moments?cursor=&limit=,PARTIAL,GroupMemoryActiveContent,GroupMemoryActiveView,projection.group_moments,CLIENT_FIX,P1,Subtype-specific context details may be in card_payload.
Shared Living,FLATMATES,G-M3 Shared Living,Shared Living — Flatmates,GRP-SL-FLT-Q03,Capture Memory,629:8979,GRP-SL-FLT-Q03-W002,Memory Title,Text input,Memory Title,title,memory.memory :: title,,,TBD explicit memory create route,TBD explicit memory create route,PARTIAL,GroupMemoryActiveContent,GroupMemoryActiveView,,CLIENT_FIX,JOIN-1,Memory table exists but explicit create/save route is not frozen.; GX2-C live 2026-08-30: route mounted; client bind/iOS GET pending; iOS GET list missing — Life facet only
Shared Living,FLATMATES,G-M3 Shared Living,Shared Living — Flatmates,GRP-SL-FLT-Q03,Capture Memory,629:8979,GRP-SL-FLT-Q03-W003,Type — Photo,Segment option,Photo,,TBD :: ,,,,,GAP,GroupMemoryActiveContent,GroupMemoryActiveView,,SCHEMA_GAP,P1,No safe exact canonical field inferred from supplied schema without overloading an unrelated field.
Shared Living,FLATMATES,G-M3 Shared Living,Shared Living — Flatmates,GRP-SL-FLT-Q03,Capture Memory,629:8979,GRP-SL-FLT-Q03-W004,Type — Video,Segment option,Video,,TBD :: ,,,,,GAP,GroupMemoryActiveContent,GroupMemoryActiveView,,SCHEMA_GAP,P1,No safe exact canonical field inferred from supplied schema without overloading an unrelated field.
Shared Living,FLATMATES,G-M3 Shared Living,Shared Living — Flatmates,GRP-SL-FLT-Q03,Capture Memory,629:8979,GRP-SL-FLT-Q03-W005,Type — Note,Segment option,Note,,TBD :: ,,,,,GAP,GroupMemoryActiveContent,GroupMemoryActiveView,,SCHEMA_GAP,P1,No safe exact canonical field inferred from supplied schema without overloading an unrelated field.
Shared Living,FLATMATES,G-M3 Shared Living,Shared Living — Flatmates,GRP-SL-FLT-Q03,Capture Memory,629:8979,GRP-SL-FLT-Q03-W006,Type — Voice,Segment option,Voice,,TBD :: ,,,,,GAP,GroupMemoryActiveContent,GroupMemoryActiveView,,SCHEMA_GAP,P1,No safe exact canonical field inferred from supplied schema without overloading an unrelated field.
Shared Living,FLATMATES,G-M3 Shared Living,Shared Living — Flatmates,GRP-SL-FLT-Q03,Capture Memory,629:8979,GRP-SL-FLT-Q03-W007,Attach Media,Attachment control,Attach Media,upload metadata/reference,media attachment metadata + memory evidence/relation TBD :: upload metadata/reference,,,POST /v1/media/uploads + finalize,POST /v1/media/uploads + finalize,PARTIAL,GroupMemoryActiveContent,GroupMemoryActiveView,,CLIENT_FIX,P1,Exact memory-to-media link contract not explicit in current canonical objects.
Shared Living,FLATMATES,G-M3 Shared Living,Shared Living — Flatmates,GRP-SL-FLT-Q03,Capture Memory,629:8979,GRP-SL-FLT-Q03-W008,Date,Date picker,Date,occurred_at,memory.memory :: occurred_at,,,TBD explicit memory create route,TBD explicit memory create route,PARTIAL,GroupMemoryActiveContent,GroupMemoryActiveView,,CLIENT_FIX,JOIN-1,Memory create route not frozen.; GX2-C live 2026-08-30: route mounted; client bind/iOS GET pending; iOS GET list missing — Life facet only
Shared Living,FLATMATES,G-M3 Shared Living,Shared Living — Flatmates,GRP-SL-FLT-Q03,Capture Memory,629:8979,GRP-SL-FLT-Q03-W009,Who Was There,People selector,Who Was There,,TBD :: ,,,,,GAP,GroupMemoryActiveContent,GroupMemoryActiveView,,SCHEMA_GAP,P0,memory.memory has no participant relation and no memory_participant table is present.
Shared Living,FLATMATES,G-M3 Shared Living,Shared Living — Flatmates,GRP-SL-FLT-Q03,Capture Memory,629:8979,GRP-SL-FLT-Q03-W010,Attendee Count,Status/helper,Tagged members,planning_payload; participation_payload; operations_payload; finance_payload,projection.group_life :: planning_payload; participation_payload; operations_payload; finance_payload,,GET /v1/group/moments/:momentId/life,,GET /v1/group/moments/:momentId/life,PARTIAL,GroupMemoryActiveContent,GroupMemoryActiveView,projection.group_life,CLIENT_FIX,P1,Widget is semantically valid but exact projection payload key is not frozen; DTO mapping required.
Shared Living,FLATMATES,G-M3 Shared Living,Shared Living — Flatmates,GRP-SL-FLT-Q03,Capture Memory,629:8979,GRP-SL-FLT-Q03-W011,Caption,Text area,Caption,summary,memory.memory :: summary,,,TBD explicit memory create route,TBD explicit memory create route,PARTIAL,GroupMemoryActiveContent,GroupMemoryActiveView,,CLIENT_FIX,JOIN-1,Memory create route not frozen.; GX2-C live 2026-08-30: route mounted; client bind/iOS GET pending; iOS GET list missing — Life facet only
Shared Living,FLATMATES,G-M3 Shared Living,Shared Living — Flatmates,GRP-SL-FLT-Q03,Capture Memory,629:8979,GRP-SL-FLT-Q03-W012,Share With Community,Toggle,Share With Community / Group,visibility_level,memory.memory :: visibility_level,,,TBD explicit memory create route,TBD explicit memory create route,PARTIAL,GroupMemoryActiveContent,GroupMemoryActiveView,,CLIENT_FIX,JOIN-1,Memory create route not frozen.; GX2-C live 2026-08-30: route mounted; client bind/iOS GET pending; iOS GET list missing — Life facet only
Shared Living,FLATMATES,G-M3 Shared Living,Shared Living — Flatmates,GRP-SL-FLT-Q03,Capture Memory,629:8979,GRP-SL-FLT-Q03-W013,Share Helper,Helper text,Publish on collective memory board,visibility_level,memory.memory :: visibility_level,,,TBD explicit memory create route,TBD explicit memory create route,PARTIAL,GroupMemoryActiveContent,GroupMemoryActiveView,,CLIENT_FIX,JOIN-1,Memory create route not frozen.; GX2-C live 2026-08-30: route mounted; client bind/iOS GET pending; iOS GET list missing — Life facet only
Shared Living,FLATMATES,G-M3 Shared Living,Shared Living — Flatmates,GRP-SL-FLT-Q03,Capture Memory,629:8979,GRP-SL-FLT-Q03-W014,Save Memory CTA,Primary CTA,Save Memory,scope_type; scope_id; domain_code; moment_id; title; summary; memory_type; visibility_level; occurred_at; status,memory.memory :: scope_type; scope_id; domain_code; moment_id; title; summary; memory_type; visibility_level; occurred_at; status,,,TBD explicit memory create route,TBD explicit memory create route,PARTIAL,GroupMemoryActiveContent,GroupMemoryActiveView,,CLIENT_FIX,JOIN-1,Explicit memory create/save API not frozen.; GX2-C live 2026-08-30: route mounted; client bind/iOS GET pending; iOS GET list missing — Life facet only
Shared Living,FLATMATES,G-M3 Shared Living,Shared Living — Flatmates,GRP-SL-FLT-Q04,Record Contribution,629:9171,GRP-SL-FLT-Q04-W001,Context Summary,Context card,Active shared-living context,moment_id; title; moment_type_code; status; card_payload,projection.group_moments :: moment_id; title; moment_type_code; status; card_payload,,GET /v1/group/moments?cursor=&limit=,,GET /v1/group/moments?cursor=&limit=,PARTIAL,GroupContributionSheet,GroupContributionSheet,projection.group_moments,CLIENT_FIX,P1,Subtype-specific context details may be in card_payload.
Shared Living,FLATMATES,G-M3 Shared Living,Shared Living — Flatmates,GRP-SL-FLT-Q04,Record Contribution,629:9171,GRP-SL-FLT-Q04-W002,Action Title,Heading,Record Contribution,,— :: ,,,,Local navigation / presentation,STATIC,GroupContributionSheet,GroupContributionSheet,,LOCAL_ONLY,—,
Shared Living,FLATMATES,G-M3 Shared Living,Shared Living — Flatmates,GRP-SL-FLT-Q04,Record Contribution,629:9171,GRP-SL-FLT-Q04-W003,Amount,Currency input,Amount,amount; currency_code,finance.contribution :: amount; currency_code,,,TBD explicit /v1 route,TBD explicit /v1 route,PARTIAL,GroupContributionSheet,GroupContributionSheet,,CLIENT_FIX,P0,Contribution route/DTO not frozen.
Shared Living,FLATMATES,G-M3 Shared Living,Shared Living — Flatmates,GRP-SL-FLT-Q04,Record Contribution,629:9171,GRP-SL-FLT-Q04-W004,Currency,Currency prefix,₹ / selected currency,planning_payload; participation_payload; operations_payload; finance_payload,projection.group_life :: planning_payload; participation_payload; operations_payload; finance_payload,,GET /v1/group/moments/:momentId/life,,GET /v1/group/moments/:momentId/life,PARTIAL,GroupContributionSheet,GroupContributionSheet,projection.group_life,CLIENT_FIX,P1,Widget is semantically valid but exact projection payload key is not frozen; DTO mapping required.
Shared Living,FLATMATES,G-M3 Shared Living,Shared Living — Flatmates,GRP-SL-FLT-Q04,Record Contribution,629:9171,GRP-SL-FLT-Q04-W005,Contributor,People selector,Contributor,participant_id,finance.contribution :: participant_id,,,TBD explicit /v1 route,TBD explicit /v1 route,PARTIAL,GroupContributionSheet,GroupContributionSheet,,CLIENT_FIX,P0,Contribution route not frozen.
Shared Living,FLATMATES,G-M3 Shared Living,Shared Living — Flatmates,GRP-SL-FLT-Q04,Record Contribution,629:9171,GRP-SL-FLT-Q04-W006,Payment Method,Selector,Payment Method,,TBD :: ,,,,,GAP,GroupContributionSheet,GroupContributionSheet,,SCHEMA_GAP,P1,No safe exact canonical field inferred from supplied schema without overloading an unrelated field.
Shared Living,FLATMATES,G-M3 Shared Living,Shared Living — Flatmates,GRP-SL-FLT-Q04,Record Contribution,629:9171,GRP-SL-FLT-Q04-W007,Date,Date picker,Date,contributed_at,finance.contribution :: contributed_at,,,TBD explicit /v1 route,TBD explicit /v1 route,PARTIAL,GroupContributionSheet,GroupContributionSheet,,CLIENT_FIX,P0,Contribution route not frozen.
Shared Living,FLATMATES,G-M3 Shared Living,Shared Living — Flatmates,GRP-SL-FLT-Q04,Record Contribution,629:9171,GRP-SL-FLT-Q04-W008,Note,Text area,Note,,TBD :: ,,,,,GAP,GroupContributionSheet,GroupContributionSheet,,SCHEMA_GAP,P1,finance.contribution has no note/reference field.
Shared Living,FLATMATES,G-M3 Shared Living,Shared Living — Flatmates,GRP-SL-FLT-Q04,Record Contribution,629:9171,GRP-SL-FLT-Q04-W009,Notification State,Helper/status,Everyone will be notified,planning_payload; participation_payload; operations_payload; finance_payload,projection.group_life :: planning_payload; participation_payload; operations_payload; finance_payload,,GET /v1/group/moments/:momentId/life,,GET /v1/group/moments/:momentId/life,PARTIAL,GroupContributionSheet,GroupContributionSheet,projection.group_life,CLIENT_FIX,P1,Widget is semantically valid but exact projection payload key is not frozen; DTO mapping required.
Shared Living,FLATMATES,G-M3 Shared Living,Shared Living — Flatmates,GRP-SL-FLT-Q04,Record Contribution,629:9171,GRP-SL-FLT-Q04-W010,Record Contribution CTA,Primary CTA,Record Contribution,moment_id; participant_id; financial_account_id; amount; currency_code; contributed_at; status,finance.contribution :: moment_id; participant_id; financial_account_id; amount; currency_code; contributed_at; status,,,TBD explicit /v1 route,TBD explicit /v1 route,PARTIAL,GroupContributionSheet,GroupContributionSheet,,CLIENT_FIX,P0,Contribution command route/DTO not frozen.
Shared Living,FLATMATES,G-M3 Shared Living,Shared Living — Flatmates,GRP-SL-FLT-Q05,Add Resident,629:9252,GRP-SL-FLT-Q05-W001,Context Summary,Context card,Active shared-living context,moment_id; title; moment_type_code; status; card_payload,projection.group_moments :: moment_id; title; moment_type_code; status; card_payload,,GET /v1/group/moments?cursor=&limit=,,GET /v1/group/moments?cursor=&limit=,PARTIAL,See AppShellScreen Group routing,See AppShellView Group routing,projection.group_moments,CLIENT_FIX,P1,Subtype-specific context details may be in card_payload.
Shared Living,FLATMATES,G-M3 Shared Living,Shared Living — Flatmates,GRP-SL-FLT-Q05,Add Resident,629:9252,GRP-SL-FLT-Q05-W002,Action Title,Heading,Add Resident,,— :: ,,,,Local navigation / presentation,STATIC,Local UI / shell chrome,Local UI / shell chrome,,LOCAL_ONLY,—,
Shared Living,FLATMATES,G-M3 Shared Living,Shared Living — Flatmates,GRP-SL-FLT-Q05,Add Resident,629:9252,GRP-SL-FLT-Q05-W003,Full Name,Text input,Full Name,external_party_id; metadata,collaboration.moment_participant :: external_party_id; metadata,core.external_party,,TBD explicit /v1 route,TBD explicit /v1 route,PARTIAL,See AppShellScreen Group routing,See AppShellView Group routing,,CLIENT_FIX,P0,Exact external-party/contact resolution contract is not frozen.
Shared Living,FLATMATES,G-M3 Shared Living,Shared Living — Flatmates,GRP-SL-FLT-Q05,Add Resident,629:9252,GRP-SL-FLT-Q05-W004,Email or Phone,Text input,Email or Phone,external_party_id; metadata,collaboration.moment_participant :: external_party_id; metadata,core.external_party,,TBD explicit /v1 route,TBD explicit /v1 route,PARTIAL,See AppShellScreen Group routing,See AppShellView Group routing,,CLIENT_FIX,P0,Exact external-party/contact resolution contract is not frozen.
Shared Living,FLATMATES,G-M3 Shared Living,Shared Living — Flatmates,GRP-SL-FLT-Q05,Add Resident,629:9252,GRP-SL-FLT-Q05-W005,Room Assignment,Selector,Room Number / Room Assignment,,TBD :: ,,,,,GAP,See AppShellScreen Group routing,See AppShellView Group routing,,SCHEMA_GAP,P0,collaboration.resident has no room/location assignment field and no living-room allocation table is present.
Shared Living,FLATMATES,G-M3 Shared Living,Shared Living — Flatmates,GRP-SL-FLT-Q05,Add Resident,629:9252,GRP-SL-FLT-Q05-W006,Move-in Date,Date picker,Move-in Date,move_in_date,collaboration.resident :: move_in_date,,,TBD explicit /v1 route,TBD explicit /v1 route,PARTIAL,See AppShellScreen Group routing,See AppShellView Group routing,,CLIENT_FIX,JOIN-1,Resident command route not frozen.; GX2-C live 2026-08-30: route mounted; client bind/iOS GET pending; iOS GET list missing — Life facet only
Shared Living,FLATMATES,G-M3 Shared Living,Shared Living — Flatmates,GRP-SL-FLT-Q05,Add Resident,629:9252,GRP-SL-FLT-Q05-W007,Rent Share,Currency input,Monthly Rent Share / Share of Rent,,TBD :: ,,,,,GAP,See AppShellScreen Group routing,See AppShellView Group routing,,SCHEMA_GAP,P0,No resident-level default rent share field exists. finance.expense_share is per concrete expense and should not be reused as standing allocation.
Shared Living,FLATMATES,G-M3 Shared Living,Shared Living — Flatmates,GRP-SL-FLT-Q05,Add Resident,629:9252,GRP-SL-FLT-Q05-W008,Role,Role selector,Role,resident_role,collaboration.resident :: resident_role,,,TBD explicit /v1 route,TBD explicit /v1 route,PARTIAL,See AppShellScreen Group routing,See AppShellView Group routing,,CLIENT_FIX,JOIN-1,Resident command route not frozen.; GX2-C live 2026-08-30: route mounted; client bind/iOS GET pending; iOS GET list missing — Life facet only
Shared Living,FLATMATES,G-M3 Shared Living,Shared Living — Flatmates,GRP-SL-FLT-Q05,Add Resident,629:9252,GRP-SL-FLT-Q05-W009,Send Invitation,Toggle,Send Invitation,invited_at; status,collaboration.moment_participant :: invited_at; status,,,TBD explicit /v1 route,TBD explicit /v1 route,PARTIAL,See AppShellScreen Group routing,See AppShellView Group routing,,CLIENT_FIX,P1,"Invite delivery preference is command behavior, not a resident column; notification channel contract is not frozen."
Shared Living,FLATMATES,G-M3 Shared Living,Shared Living — Flatmates,GRP-SL-FLT-Q05,Add Resident,629:9252,GRP-SL-FLT-Q05-W010,Invitation Helper,Helper text,Email/SMS joining link,,— :: ,,,,Local navigation / presentation,STATIC,Local UI / shell chrome,Local UI / shell chrome,,LOCAL_ONLY,—,
Shared Living,FLATMATES,G-M3 Shared Living,Shared Living — Flatmates,GRP-SL-FLT-Q05,Add Resident,629:9252,GRP-SL-FLT-Q05-W011,Add to Expense Split,Toggle,Add to Expense Split,,TBD :: ,,,,,GAP,See AppShellScreen Group routing,See AppShellView Group routing,,SCHEMA_GAP,P1,No persistent default expense-split membership field exists; expense_share is per expense.
Shared Living,FLATMATES,G-M3 Shared Living,Shared Living — Flatmates,GRP-SL-FLT-Q05,Add Resident,629:9252,GRP-SL-FLT-Q05-W012,Expense Split Helper,Helper text,Auto-add to active shared bills,,— :: ,,,,Local navigation / presentation,STATIC,Local UI / shell chrome,Local UI / shell chrome,,LOCAL_ONLY,—,
Shared Living,FLATMATES,G-M3 Shared Living,Shared Living — Flatmates,GRP-SL-FLT-Q05,Add Resident,629:9252,GRP-SL-FLT-Q05-W013,Add Resident CTA,Primary CTA,Add / Invite Resident,participant_id; moment_id; resident_role; move_in_date; status,collaboration.moment_participant + collaboration.resident :: participant_id; moment_id; resident_role; move_in_date; status,,,TBD explicit /v1 route,TBD explicit /v1 route,PARTIAL,See AppShellScreen Group routing,See AppShellView Group routing,,CLIENT_FIX,P0,Resident/invite command route and DTO must be frozen.; iOS GET list missing — Life facet only
Shared Living,FLATMATES,G-M3 Shared Living,Shared Living — Flatmates,GRP-SL-FLT-Q06,Assign Task,629:9334,GRP-SL-FLT-Q06-W001,Context Summary,Context card,Active shared-living context,moment_id; title; moment_type_code; status; card_payload,projection.group_moments :: moment_id; title; moment_type_code; status; card_payload,,GET /v1/group/moments?cursor=&limit=,,GET /v1/group/moments?cursor=&limit=,PARTIAL,See AppShellScreen Group routing,See AppShellView Group routing,projection.group_moments,CLIENT_FIX,P1,Subtype-specific context details may be in card_payload.
Shared Living,FLATMATES,G-M3 Shared Living,Shared Living — Flatmates,GRP-SL-FLT-Q06,Assign Task,629:9334,GRP-SL-FLT-Q06-W002,Action Title,Heading,Assign Task,,— :: ,,,,Local navigation / presentation,STATIC,Local UI / shell chrome,Local UI / shell chrome,,LOCAL_ONLY,—,
Shared Living,FLATMATES,G-M3 Shared Living,Shared Living — Flatmates,GRP-SL-FLT-Q06,Assign Task,629:9334,GRP-SL-FLT-Q06-W003,Task Title,Text input,Task Title,title,work.task :: title,,,POST /v1/moments/:momentId/tasks,POST /v1/moments/:momentId/tasks,MAPPED,See AppShellScreen Group routing,See AppShellView Group routing,,WIRED,—,
Shared Living,FLATMATES,G-M3 Shared Living,Shared Living — Flatmates,GRP-SL-FLT-Q06,Assign Task,629:9334,GRP-SL-FLT-Q06-W004,Assigned To,People selector,Assigned To,assignee_participant_id; assignee_user_id; assignment_role; status,work.assignment :: assignee_participant_id; assignee_user_id; assignment_role; status,work.task,,POST /v1/moments/:momentId/tasks,POST /v1/moments/:momentId/tasks,MAPPED,See AppShellScreen Group routing,See AppShellView Group routing,,WIRED,—,
Shared Living,FLATMATES,G-M3 Shared Living,Shared Living — Flatmates,GRP-SL-FLT-Q06,Assign Task,629:9334,GRP-SL-FLT-Q06-W005,Due Date,Date picker,Due Date,due_at,work.task :: due_at,,,POST /v1/moments/:momentId/tasks,POST /v1/moments/:momentId/tasks,MAPPED,See AppShellScreen Group routing,See AppShellView Group routing,,WIRED,—,
Shared Living,FLATMATES,G-M3 Shared Living,Shared Living — Flatmates,GRP-SL-FLT-Q06,Assign Task,629:9334,GRP-SL-FLT-Q06-W006,Recurrence — One-time,Segment option,One-time,,TBD :: ,,,,,GAP,See AppShellScreen Group routing,See AppShellView Group routing,,SCHEMA_GAP,P1,work.task has no recurrence fields and no recurrence schedule table is present.
Shared Living,FLATMATES,G-M3 Shared Living,Shared Living — Flatmates,GRP-SL-FLT-Q06,Assign Task,629:9334,GRP-SL-FLT-Q06-W007,Recurrence — Daily,Segment option,Daily,,TBD :: ,,,,,GAP,See AppShellScreen Group routing,See AppShellView Group routing,,SCHEMA_GAP,P1,work.task has no recurrence fields and no recurrence schedule table is present.
Shared Living,FLATMATES,G-M3 Shared Living,Shared Living — Flatmates,GRP-SL-FLT-Q06,Assign Task,629:9334,GRP-SL-FLT-Q06-W008,Recurrence — Weekly,Segment option,Weekly,,TBD :: ,,,,,GAP,See AppShellScreen Group routing,See AppShellView Group routing,,SCHEMA_GAP,P1,work.task has no recurrence fields and no recurrence schedule table is present.
Shared Living,FLATMATES,G-M3 Shared Living,Shared Living — Flatmates,GRP-SL-FLT-Q06,Assign Task,629:9334,GRP-SL-FLT-Q06-W009,Recurrence — Monthly,Segment option,Monthly,,TBD :: ,,,,,GAP,See AppShellScreen Group routing,See AppShellView Group routing,,SCHEMA_GAP,P1,work.task has no recurrence fields and no recurrence schedule table is present.
Shared Living,FLATMATES,G-M3 Shared Living,Shared Living — Flatmates,GRP-SL-FLT-Q06,Assign Task,629:9334,GRP-SL-FLT-Q06-W010,Priority — Low,Segment option,Low,priority,work.task :: priority,,,POST /v1/moments/:momentId/tasks,POST /v1/moments/:momentId/tasks,MAPPED,See AppShellScreen Group routing,See AppShellView Group routing,,WIRED,—,
Shared Living,FLATMATES,G-M3 Shared Living,Shared Living — Flatmates,GRP-SL-FLT-Q06,Assign Task,629:9334,GRP-SL-FLT-Q06-W011,Priority — Medium,Segment option,Medium,priority,work.task :: priority,,,POST /v1/moments/:momentId/tasks,POST /v1/moments/:momentId/tasks,MAPPED,See AppShellScreen Group routing,See AppShellView Group routing,,WIRED,—,
