Sequence,Txn_ID,Mode,Family,Moment,Quick_Add,Semantic_Type,Txn_Date,Txn_Time,Timestamp,Amount,Currency,Expected_Signed_Amount,Paid_By,Participant_Count,Split_Method,Description,Device_Target,Run_Batch,Backend_Load_Band,Expected_Status,Idempotency_Key,Platform,catalog_moment_id,catalog_moment_type,catalog_quick_add,catalog_id,catalog_status,tile_maestro_id,amount_maestro_id,note_maestro_id,submit_maestro_id,split_maestro_id,category_value,correlation_note,join_status,join_notes
1,MTR-IOS-0001,Personal,Personal,Life Operations,Groceries,Expense,2026-01-20,05:40:34,2026-01-20 05:40:34,14066.5,INR,-14066.5,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0001 | Groceries | 14066.50,iPhone,B01,BASELINE_1_500,CREATED,idem-20260902-ios-0001,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Groceries,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0001 | Groceries | 14066.50,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
2373,MTR-IOS-2373,Business,Business,Business Operations,Software,Expense,2025-10-13,00:53:55,2025-10-13 00:53:55,88275.1,INR,-88275.1,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2373 | Software | 88275.10,iPhone,B48,RAMP_1501_2500,CREATED,idem-20260902-ios-2373,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Software,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2373 | Software | 88275.10,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
2374,MTR-IOS-2374,Personal,Personal,Future Building,Investments,Investment,2025-11-02,19:35:37,2025-11-02 19:35:37,1728.97,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-2374 | Investments | 1728.97,iPhone,B48,RAMP_1501_2500,CREATED,idem-20260902-ios-2374,ios,P2,FUTURE_GOAL,Opportunity,P2:Opportunity,ACTIVE,qa.tile.opportunity,,,,,Investments,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-2374 | Investments | 1728.97,JOINED_REVIEW,Future Investments → Opportunity proxy — REVIEW
2375,MTR-IOS-2375,Group,Shared Purchase,Custom Purchase,Custom Expense,Expense,2025-10-07,07:26:26,2025-10-07 07:26:26,25300.84,INR,-25300.84,IOS Meera,3,SHARES,MAESTRO-IOS-GROUP-CUSTOM_PURCHASE-2375 | Custom Expense | 25300.84,iPhone,B48,RAMP_1501_2500,CREATED,idem-20260902-ios-2375,ios,G08,COMMUNITY_PURCHASE,Expense,G08:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Custom Expense,MAESTRO-IOS-GROUP-CUSTOM_PURCHASE-2375 | Custom Expense | 25300.84,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2376,MTR-IOS-2376,Business,Business,Business Operations,Rent,Expense,2026-01-12,21:37:02,2026-01-12 21:37:02,152543.17,INR,-152543.17,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2376 | Rent | 152543.17,iPhone,B48,RAMP_1501_2500,CREATED,idem-20260902-ios-2376,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Rent,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2376 | Rent | 152543.17,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
2377,MTR-IOS-2377,Personal,Personal,Future Building,Education,Expense,2026-01-18,12:45:15,2026-01-18 12:45:15,2295.78,INR,-2295.78,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-2377 | Education | 2295.78,iPhone,B48,RAMP_1501_2500,CREATED,idem-20260902-ios-2377,ios,P2,FUTURE_GOAL,Milestone,P2:Milestone,ACTIVE,qa.tile.milestone,personal.income.amount,personal.income.note,personal.income.submit,,Education,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-2377 | Education | 2295.78,JOINED_REVIEW,No Expense hub on P2; Education expenses use Milestone as ACTIVE proxy until money tile restored — REVIEW
2378,MTR-IOS-2378,Group,Shared Purchase,Custom Purchase,Custom Contribution,Contribution,2026-05-23,13:52:08,2026-05-23 13:52:08,12420.63,INR,12420.63,IOS Owner,3,EQUAL,MAESTRO-IOS-GROUP-CUSTOM_PURCHASE-2378 | Custom Contribution | 12420.63,iPhone,B48,RAMP_1501_2500,CREATED,idem-20260902-ios-2378,ios,G08,COMMUNITY_PURCHASE,Contribute,G08:Contribute,ACTIVE,qa.tile.contribute,group.contribute.amount,group.contribute.note,group.contribute.submit,group.expense.split.equal,Custom Contribution,MAESTRO-IOS-GROUP-CUSTOM_PURCHASE-2378 | Custom Contribution | 12420.63,JOINED,
2379,MTR-IOS-2379,Business,Business,Business Operations,Marketing,Expense,2026-07-24,17:08:06,2026-07-24 17:08:06,36636.36,INR,-36636.36,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2379 | Marketing | 36636.36,iPhone,B48,RAMP_1501_2500,CREATED,idem-20260902-ios-2379,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Marketing,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2379 | Marketing | 36636.36,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
2380,MTR-IOS-2380,Personal,Personal,Future Building,Goal Contribution,Transfer,2025-11-23,19:00:29,2025-11-23 19:00:29,12341.27,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-2380 | Goal Contribution | 12341.27,iPhone,B48,RAMP_1501_2500,CREATED,idem-20260902-ios-2380,ios,P2,FUTURE_GOAL,Progress,P2:Progress,ACTIVE,qa.tile.progress,personal.money.transfer.amount,personal.money.transfer.note,personal.money.transfer.submit,,Goal Contribution,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-2380 | Goal Contribution | 12341.27,JOINED_REVIEW,Future Transfer/Savings/Goal Contribution → Progress proxy until P2 money hub exists — REVIEW
2381,MTR-IOS-2381,Group,Shared Living,Flatmates,Rent,Expense,2026-05-19,01:21:22,2026-05-19 01:21:22,20036.52,INR,-20036.52,IOS Aarav,3,PERCENTAGE,MAESTRO-IOS-GROUP-FLATMATES-2381 | Rent | 20036.52,iPhone,B48,RAMP_1501_2500,CREATED,idem-20260902-ios-2381,ios,G09,FLATMATES,Expense,G09:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Rent,MAESTRO-IOS-GROUP-FLATMATES-2381 | Rent | 20036.52,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2382,MTR-IOS-2382,Business,Business,Business Operations,Legal,Expense,2025-09-14,08:10:56,2025-09-14 08:10:56,19935.0,INR,-19935.0,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2382 | Legal | 19935.00,iPhone,B48,RAMP_1501_2500,CREATED,idem-20260902-ios-2382,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Legal,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2382 | Legal | 19935.00,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
2383,MTR-IOS-2383,Personal,Personal,Lifestyle,Dining,Expense,2026-02-25,13:36:24,2026-02-25 13:36:24,12215.51,INR,-12215.51,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-2383 | Dining | 12215.51,iPhone,B48,RAMP_1501_2500,CREATED,idem-20260902-ios-2383,ios,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Dining,MAESTRO-IOS-PERSONAL-LIFESTYLE-2383 | Dining | 12215.51,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
2384,MTR-IOS-2384,Group,Shared Living,Flatmates,Utilities,Expense,2026-02-27,20:38:47,2026-02-27 20:38:47,15938.4,INR,-15938.4,IOS Meera,3,EXACT,MAESTRO-IOS-GROUP-FLATMATES-2384 | Utilities | 15938.40,iPhone,B48,RAMP_1501_2500,CREATED,idem-20260902-ios-2384,ios,G09,FLATMATES,Expense,G09:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Utilities,MAESTRO-IOS-GROUP-FLATMATES-2384 | Utilities | 15938.40,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2385,MTR-IOS-2385,Business,Business,Business Operations,Accounting,Expense,2026-07-20,06:11:21,2026-07-20 06:11:21,43182.93,INR,-43182.93,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2385 | Accounting | 43182.93,iPhone,B48,RAMP_1501_2500,CREATED,idem-20260902-ios-2385,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Accounting,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2385 | Accounting | 43182.93,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
2386,MTR-IOS-2386,Personal,Personal,Lifestyle,Shopping,Expense,2026-08-09,18:14:40,2026-08-09 18:14:40,8200.32,INR,-8200.32,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-2386 | Shopping | 8200.32,iPhone,B48,RAMP_1501_2500,CREATED,idem-20260902-ios-2386,ios,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Shopping,MAESTRO-IOS-PERSONAL-LIFESTYLE-2386 | Shopping | 8200.32,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
2387,MTR-IOS-2387,Group,Shared Living,Flatmates,Groceries,Expense,2026-06-01,15:26:31,2026-06-01 15:26:31,2008.72,INR,-2008.72,IOS Owner,3,SHARES,MAESTRO-IOS-GROUP-FLATMATES-2387 | Groceries | 2008.72,iPhone,B48,RAMP_1501_2500,CREATED,idem-20260902-ios-2387,ios,G09,FLATMATES,Expense,G09:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Groceries,MAESTRO-IOS-GROUP-FLATMATES-2387 | Groceries | 2008.72,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2388,MTR-IOS-2388,Business,Business,Business Operations,Equipment,Expense,2026-08-25,21:39:11,2026-08-25 21:39:11,21161.32,INR,-21161.32,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2388 | Equipment | 21161.32,iPhone,B48,RAMP_1501_2500,CREATED,idem-20260902-ios-2388,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Equipment,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2388 | Equipment | 21161.32,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
2389,MTR-IOS-2389,Personal,Personal,Lifestyle,Entertainment,Expense,2026-01-10,03:21:18,2026-01-10 03:21:18,6598.03,INR,-6598.03,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-2389 | Entertainment | 6598.03,iPhone,B48,RAMP_1501_2500,CREATED,idem-20260902-ios-2389,ios,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Entertainment,MAESTRO-IOS-PERSONAL-LIFESTYLE-2389 | Entertainment | 6598.03,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
2390,MTR-IOS-2390,Group,Shared Living,Flatmates,Internet,Expense,2026-07-17,14:50:22,2026-07-17 14:50:22,16759.59,INR,-16759.59,IOS Aarav,3,EQUAL,MAESTRO-IOS-GROUP-FLATMATES-2390 | Internet | 16759.59,iPhone,B48,RAMP_1501_2500,CREATED,idem-20260902-ios-2390,ios,G09,FLATMATES,Expense,G09:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Internet,MAESTRO-IOS-GROUP-FLATMATES-2390 | Internet | 16759.59,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2391,MTR-IOS-2391,Business,Business,Business Operations,Vendor,Expense,2025-11-02,01:00:33,2025-11-02 01:00:33,114241.94,INR,-114241.94,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2391 | Vendor | 114241.94,iPhone,B48,RAMP_1501_2500,CREATED,idem-20260902-ios-2391,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Vendor,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2391 | Vendor | 114241.94,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
2392,MTR-IOS-2392,Personal,Personal,Lifestyle,Travel,Expense,2026-07-02,07:56:14,2026-07-02 07:56:14,1321.84,INR,-1321.84,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-2392 | Travel | 1321.84,iPhone,B48,RAMP_1501_2500,CREATED,idem-20260902-ios-2392,ios,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Travel,MAESTRO-IOS-PERSONAL-LIFESTYLE-2392 | Travel | 1321.84,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
2393,MTR-IOS-2393,Group,Shared Living,Flatmates,House Supplies,Expense,2026-04-27,12:49:08,2026-04-27 12:49:08,12895.83,INR,-12895.83,IOS Meera,3,PERCENTAGE,MAESTRO-IOS-GROUP-FLATMATES-2393 | House Supplies | 12895.83,iPhone,B48,RAMP_1501_2500,CREATED,idem-20260902-ios-2393,ios,G09,FLATMATES,Expense,G09:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,House Supplies,MAESTRO-IOS-GROUP-FLATMATES-2393 | House Supplies | 12895.83,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2394,MTR-IOS-2394,Business,Business,Business Operations,Tax,Expense,2026-01-23,19:32:05,2026-01-23 19:32:05,28320.65,INR,-28320.65,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2394 | Tax | 28320.65,iPhone,B48,RAMP_1501_2500,CREATED,idem-20260902-ios-2394,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Tax,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2394 | Tax | 28320.65,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
2395,MTR-IOS-2395,Personal,Personal,Lifestyle,Fitness,Expense,2026-04-22,03:24:31,2026-04-22 03:24:31,17766.14,INR,-17766.14,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-2395 | Fitness | 17766.14,iPhone,B48,RAMP_1501_2500,CREATED,idem-20260902-ios-2395,ios,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Fitness,MAESTRO-IOS-PERSONAL-LIFESTYLE-2395 | Fitness | 17766.14,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
2396,MTR-IOS-2396,Group,Shared Living,Flatmates,Repairs,Expense,2026-05-04,23:07:16,2026-05-04 23:07:16,16594.55,INR,-16594.55,IOS Owner,3,EXACT,MAESTRO-IOS-GROUP-FLATMATES-2396 | Repairs | 16594.55,iPhone,B48,RAMP_1501_2500,CREATED,idem-20260902-ios-2396,ios,G09,FLATMATES,Expense,G09:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Repairs,MAESTRO-IOS-GROUP-FLATMATES-2396 | Repairs | 16594.55,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2397,MTR-IOS-2397,Business,Business,Team Operations,Payroll,Expense,2026-05-28,17:51:00,2026-05-28 17:51:00,90138.21,INR,-90138.21,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2397 | Payroll | 90138.21,iPhone,B48,RAMP_1501_2500,CREATED,idem-20260902-ios-2397,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Payroll,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2397 | Payroll | 90138.21,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
2398,MTR-IOS-2398,Personal,Personal,Lifestyle,Hobbies,Expense,2025-12-12,02:47:16,2025-12-12 02:47:16,14267.63,INR,-14267.63,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-2398 | Hobbies | 14267.63,iPhone,B48,RAMP_1501_2500,CREATED,idem-20260902-ios-2398,ios,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Hobbies,MAESTRO-IOS-PERSONAL-LIFESTYLE-2398 | Hobbies | 14267.63,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
2399,MTR-IOS-2399,Group,Shared Living,Shared Living,Rent,Expense,2026-07-07,10:07:39,2026-07-07 10:07:39,3109.56,INR,-3109.56,IOS Aarav,3,SHARES,MAESTRO-IOS-GROUP-SHARED_LIVING-2399 | Rent | 3109.56,iPhone,B48,RAMP_1501_2500,CREATED,idem-20260902-ios-2399,ios,G11,CO_LIVING,Expense,G11:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Rent,MAESTRO-IOS-GROUP-SHARED_LIVING-2399 | Rent | 3109.56,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2400,MTR-IOS-2400,Business,Business,Team Operations,Contractor,Expense,2026-04-26,09:04:35,2026-04-26 09:04:35,4217.98,INR,-4217.98,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2400 | Contractor | 4217.98,iPhone,B48,RAMP_1501_2500,CREATED,idem-20260902-ios-2400,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Contractor,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2400 | Contractor | 4217.98,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
2401,MTR-IOS-2401,Personal,Personal,Relationships,Gifts,Expense,2026-05-02,19:44:09,2026-05-02 19:44:09,1886.87,INR,-1886.87,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-2401 | Gifts | 1886.87,iPhone,B49,RAMP_1501_2500,CREATED,idem-20260902-ios-2401,ios,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Gifts,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-2401 | Gifts | 1886.87,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
2402,MTR-IOS-2402,Group,Shared Living,Shared Living,Utilities,Expense,2026-02-12,15:54:54,2026-02-12 15:54:54,5529.66,INR,-5529.66,IOS Meera,3,EQUAL,MAESTRO-IOS-GROUP-SHARED_LIVING-2402 | Utilities | 5529.66,iPhone,B49,RAMP_1501_2500,CREATED,idem-20260902-ios-2402,ios,G11,CO_LIVING,Expense,G11:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Utilities,MAESTRO-IOS-GROUP-SHARED_LIVING-2402 | Utilities | 5529.66,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2403,MTR-IOS-2403,Business,Business,Team Operations,Hiring,Expense,2026-05-12,08:37:08,2026-05-12 08:37:08,119294.9,INR,-119294.9,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2403 | Hiring | 119294.90,iPhone,B49,RAMP_1501_2500,CREATED,idem-20260902-ios-2403,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Hiring,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2403 | Hiring | 119294.90,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
2404,MTR-IOS-2404,Personal,Personal,Relationships,Dates,Expense,2026-07-11,15:43:25,2026-07-11 15:43:25,9797.86,INR,-9797.86,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-2404 | Dates | 9797.86,iPhone,B49,RAMP_1501_2500,CREATED,idem-20260902-ios-2404,ios,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Dates,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-2404 | Dates | 9797.86,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
2405,MTR-IOS-2405,Group,Shared Living,Shared Living,Groceries,Expense,2025-11-17,15:55:21,2025-11-17 15:55:21,10000.0,INR,-10000.0,IOS Owner,3,PERCENTAGE,MAESTRO-IOS-GROUP-SHARED_LIVING-2405 | Groceries | 10000.00,iPhone,B49,RAMP_1501_2500,CREATED,idem-20260902-ios-2405,ios,G11,CO_LIVING,Expense,G11:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Groceries,MAESTRO-IOS-GROUP-SHARED_LIVING-2405 | Groceries | 10000.00,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2406,MTR-IOS-2406,Business,Business,Team Operations,Team Meal,Expense,2025-10-06,23:33:52,2025-10-06 23:33:52,90999.2,INR,-90999.2,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2406 | Team Meal | 90999.20,iPhone,B49,RAMP_1501_2500,CREATED,idem-20260902-ios-2406,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Team Meal,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2406 | Team Meal | 90999.20,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
2407,MTR-IOS-2407,Personal,Personal,Relationships,Family,Expense,2026-08-12,18:20:21,2026-08-12 18:20:21,3205.19,INR,-3205.19,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-2407 | Family | 3205.19,iPhone,B49,RAMP_1501_2500,CREATED,idem-20260902-ios-2407,ios,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Family,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-2407 | Family | 3205.19,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
2408,MTR-IOS-2408,Group,Shared Living,Shared Living,Maintenance,Expense,2026-02-08,16:38:42,2026-02-08 16:38:42,2793.37,INR,-2793.37,IOS Aarav,3,EXACT,MAESTRO-IOS-GROUP-SHARED_LIVING-2408 | Maintenance | 2793.37,iPhone,B49,RAMP_1501_2500,CREATED,idem-20260902-ios-2408,ios,G11,CO_LIVING,Expense,G11:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Maintenance,MAESTRO-IOS-GROUP-SHARED_LIVING-2408 | Maintenance | 2793.37,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2409,MTR-IOS-2409,Business,Business,Team Operations,Travel,Expense,2026-04-02,07:46:48,2026-04-02 07:46:48,98926.82,INR,-98926.82,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2409 | Travel | 98926.82,iPhone,B49,RAMP_1501_2500,CREATED,idem-20260902-ios-2409,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Travel,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2409 | Travel | 98926.82,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
2410,MTR-IOS-2410,Personal,Personal,Relationships,Friends,Expense,2026-05-21,07:21:30,2026-05-21 07:21:30,8482.25,INR,-8482.25,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-2410 | Friends | 8482.25,iPhone,B49,RAMP_1501_2500,CREATED,idem-20260902-ios-2410,ios,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Friends,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-2410 | Friends | 8482.25,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
2411,MTR-IOS-2411,Group,Shared Living,Shared Living,Other,Expense,2026-08-21,04:37:01,2026-08-21 04:37:01,1748.08,INR,-1748.08,IOS Meera,3,SHARES,MAESTRO-IOS-GROUP-SHARED_LIVING-2411 | Other | 1748.08,iPhone,B49,RAMP_1501_2500,CREATED,idem-20260902-ios-2411,ios,G11,CO_LIVING,Expense,G11:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Other,MAESTRO-IOS-GROUP-SHARED_LIVING-2411 | Other | 1748.08,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2412,MTR-IOS-2412,Business,Business,Team Operations,Training,Expense,2026-06-08,15:41:12,2026-06-08 15:41:12,150923.04,INR,-150923.04,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2412 | Training | 150923.04,iPhone,B49,RAMP_1501_2500,CREATED,idem-20260902-ios-2412,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Training,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2412 | Training | 150923.04,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
2413,MTR-IOS-2413,Personal,Personal,Relationships,Celebrations,Expense,2025-10-06,16:27:09,2025-10-06 16:27:09,7062.33,INR,-7062.33,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-2413 | Celebrations | 7062.33,iPhone,B49,RAMP_1501_2500,CREATED,idem-20260902-ios-2413,ios,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Celebrations,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-2413 | Celebrations | 7062.33,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
