Sequence,Txn_ID,Mode,Family,Moment,Quick_Add,Semantic_Type,Txn_Date,Txn_Time,Timestamp,Amount,Currency,Expected_Signed_Amount,Paid_By,Participant_Count,Split_Method,Description,Device_Target,Run_Batch,Backend_Load_Band,Expected_Status,Idempotency_Key,Platform,catalog_moment_id,catalog_moment_type,catalog_quick_add,catalog_id,catalog_status,tile_maestro_id,amount_maestro_id,note_maestro_id,submit_maestro_id,split_maestro_id,category_value,correlation_note,join_status,join_notes
3,MTR-IOS-0003,Business,Business,Team Operations,Payroll,Expense,2026-04-19,12:08:42,2026-04-19 12:08:42,57453.63,INR,-57453.63,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0003 | Payroll | 57453.63,iPhone,B01,BASELINE_1_500,CREATED,idem-20260902-ios-0003,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Payroll,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0003 | Payroll | 57453.63,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
2667,MTR-IOS-2667,Business,Business,Team Operations,Tools,Expense,2025-10-12,13:45:37,2025-10-12 13:45:37,26711.59,INR,-26711.59,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2667 | Tools | 26711.59,iPhone,B54,HIGH_2501_3000,CREATED,idem-20260902-ios-2667,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Tools,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2667 | Tools | 26711.59,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
2670,MTR-IOS-2670,Business,Business,Business Runway,Funding,Income,2025-11-13,16:37:03,2025-11-13 16:37:03,153305.56,INR,153305.56,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2670 | Funding | 153305.56,iPhone,B54,HIGH_2501_3000,CREATED,idem-20260902-ios-2670,ios,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Funding,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2670 | Funding | 153305.56,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
2673,MTR-IOS-2673,Business,Business,Business Runway,Revenue,Income,2025-09-16,05:00:58,2025-09-16 05:00:58,145312.71,INR,145312.71,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2673 | Revenue | 145312.71,iPhone,B54,HIGH_2501_3000,CREATED,idem-20260902-ios-2673,ios,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Revenue,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2673 | Revenue | 145312.71,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
2676,MTR-IOS-2676,Business,Business,Business Runway,Burn,Expense,2025-09-15,16:12:01,2025-09-15 16:12:01,153603.37,INR,-153603.37,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2676 | Burn | 153603.37,iPhone,B54,HIGH_2501_3000,CREATED,idem-20260902-ios-2676,ios,B02,BUSINESS_RUNWAY,Expense,B02:Expense,ACTIVE,qa.tile.expense,business.expense.amount,business.expense.note,business.expense.submit,,Burn,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2676 | Burn | 153603.37,JOINED,Runway Log Expense
2679,MTR-IOS-2679,Business,Business,Business Runway,Reserve,Transfer,2026-07-29,02:52:59,2026-07-29 02:52:59,58575.32,INR,0.0,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2679 | Reserve | 58575.32,iPhone,B54,HIGH_2501_3000,CREATED,idem-20260902-ios-2679,ios,B02,BUSINESS_RUNWAY,Expense,B02:Expense,ACTIVE,qa.tile.expense,,,,,Reserve,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2679 | Reserve | 58575.32,JOINED_REVIEW,Reserve transfer → Runway expense/movement proxy — REVIEW
2682,MTR-IOS-2682,Business,Business,Business Runway,Loan,Income,2026-03-21,17:07:20,2026-03-21 17:07:20,128576.72,INR,128576.72,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2682 | Loan | 128576.72,iPhone,B54,HIGH_2501_3000,CREATED,idem-20260902-ios-2682,ios,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Loan,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2682 | Loan | 128576.72,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
2685,MTR-IOS-2685,Business,Business,Business Runway,Investment,Income,2026-06-06,01:49:33,2026-06-06 01:49:33,147344.83,INR,147344.83,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2685 | Investment | 147344.83,iPhone,B54,HIGH_2501_3000,CREATED,idem-20260902-ios-2685,ios,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Investment,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2685 | Investment | 147344.83,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
2688,MTR-IOS-2688,Business,Business,Business Operations,Software,Expense,2025-12-24,05:18:13,2025-12-24 05:18:13,89119.28,INR,-89119.28,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2688 | Software | 89119.28,iPhone,B54,HIGH_2501_3000,CREATED,idem-20260902-ios-2688,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Software,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2688 | Software | 89119.28,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
2691,MTR-IOS-2691,Business,Business,Business Operations,Rent,Expense,2025-12-29,15:51:46,2025-12-29 15:51:46,10425.93,INR,-10425.93,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2691 | Rent | 10425.93,iPhone,B54,HIGH_2501_3000,CREATED,idem-20260902-ios-2691,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Rent,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2691 | Rent | 10425.93,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
2694,MTR-IOS-2694,Business,Business,Business Operations,Marketing,Expense,2025-10-31,15:30:06,2025-10-31 15:30:06,57041.72,INR,-57041.72,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2694 | Marketing | 57041.72,iPhone,B54,HIGH_2501_3000,CREATED,idem-20260902-ios-2694,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Marketing,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2694 | Marketing | 57041.72,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
2697,MTR-IOS-2697,Business,Business,Business Operations,Legal,Expense,2026-02-18,08:36:25,2026-02-18 08:36:25,7397.77,INR,-7397.77,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2697 | Legal | 7397.77,iPhone,B54,HIGH_2501_3000,CREATED,idem-20260902-ios-2697,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Legal,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2697 | Legal | 7397.77,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
2700,MTR-IOS-2700,Business,Business,Business Operations,Accounting,Expense,2026-02-06,10:44:22,2026-02-06 10:44:22,34900.26,INR,-34900.26,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2700 | Accounting | 34900.26,iPhone,B54,HIGH_2501_3000,CREATED,idem-20260902-ios-2700,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Accounting,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2700 | Accounting | 34900.26,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
2703,MTR-IOS-2703,Business,Business,Business Operations,Equipment,Expense,2026-08-05,11:46:19,2026-08-05 11:46:19,66170.33,INR,-66170.33,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2703 | Equipment | 66170.33,iPhone,B55,HIGH_2501_3000,CREATED,idem-20260902-ios-2703,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Equipment,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2703 | Equipment | 66170.33,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
2706,MTR-IOS-2706,Business,Business,Business Operations,Vendor,Expense,2025-11-28,07:51:33,2025-11-28 07:51:33,28014.84,INR,-28014.84,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2706 | Vendor | 28014.84,iPhone,B55,HIGH_2501_3000,CREATED,idem-20260902-ios-2706,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Vendor,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2706 | Vendor | 28014.84,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
2709,MTR-IOS-2709,Business,Business,Business Operations,Tax,Expense,2026-08-26,22:55:01,2026-08-26 22:55:01,145933.59,INR,-145933.59,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2709 | Tax | 145933.59,iPhone,B55,HIGH_2501_3000,CREATED,idem-20260902-ios-2709,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Tax,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2709 | Tax | 145933.59,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
2712,MTR-IOS-2712,Business,Business,Team Operations,Payroll,Expense,2026-04-09,10:03:08,2026-04-09 10:03:08,119379.68,INR,-119379.68,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2712 | Payroll | 119379.68,iPhone,B55,HIGH_2501_3000,CREATED,idem-20260902-ios-2712,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Payroll,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2712 | Payroll | 119379.68,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
2715,MTR-IOS-2715,Business,Business,Team Operations,Contractor,Expense,2026-05-03,12:44:31,2026-05-03 12:44:31,31566.61,INR,-31566.61,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2715 | Contractor | 31566.61,iPhone,B55,HIGH_2501_3000,CREATED,idem-20260902-ios-2715,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Contractor,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2715 | Contractor | 31566.61,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
2718,MTR-IOS-2718,Business,Business,Team Operations,Hiring,Expense,2026-03-26,01:47:03,2026-03-26 01:47:03,86082.63,INR,-86082.63,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2718 | Hiring | 86082.63,iPhone,B55,HIGH_2501_3000,CREATED,idem-20260902-ios-2718,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Hiring,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2718 | Hiring | 86082.63,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
2721,MTR-IOS-2721,Business,Business,Team Operations,Team Meal,Expense,2025-09-15,22:12:56,2025-09-15 22:12:56,106016.66,INR,-106016.66,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2721 | Team Meal | 106016.66,iPhone,B55,HIGH_2501_3000,CREATED,idem-20260902-ios-2721,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Team Meal,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2721 | Team Meal | 106016.66,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
2724,MTR-IOS-2724,Business,Business,Team Operations,Travel,Expense,2026-02-27,00:19:01,2026-02-27 00:19:01,145436.2,INR,-145436.2,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2724 | Travel | 145436.20,iPhone,B55,HIGH_2501_3000,CREATED,idem-20260902-ios-2724,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Travel,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2724 | Travel | 145436.20,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
2727,MTR-IOS-2727,Business,Business,Team Operations,Training,Expense,2026-06-16,02:14:13,2026-06-16 02:14:13,74317.12,INR,-74317.12,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2727 | Training | 74317.12,iPhone,B55,HIGH_2501_3000,CREATED,idem-20260902-ios-2727,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Training,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2727 | Training | 74317.12,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
2730,MTR-IOS-2730,Business,Business,Team Operations,Tools,Expense,2026-04-01,20:12:30,2026-04-01 20:12:30,117280.61,INR,-117280.61,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2730 | Tools | 117280.61,iPhone,B55,HIGH_2501_3000,CREATED,idem-20260902-ios-2730,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Tools,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2730 | Tools | 117280.61,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
2733,MTR-IOS-2733,Business,Business,Business Runway,Funding,Income,2026-06-24,20:06:41,2026-06-24 20:06:41,46823.24,INR,46823.24,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2733 | Funding | 46823.24,iPhone,B55,HIGH_2501_3000,CREATED,idem-20260902-ios-2733,ios,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Funding,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2733 | Funding | 46823.24,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
2736,MTR-IOS-2736,Business,Business,Business Runway,Revenue,Income,2025-10-19,15:59:29,2025-10-19 15:59:29,48652.75,INR,48652.75,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2736 | Revenue | 48652.75,iPhone,B55,HIGH_2501_3000,CREATED,idem-20260902-ios-2736,ios,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Revenue,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2736 | Revenue | 48652.75,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
2739,MTR-IOS-2739,Business,Business,Business Runway,Burn,Expense,2026-08-24,06:31:38,2026-08-24 06:31:38,31067.88,INR,-31067.88,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2739 | Burn | 31067.88,iPhone,B55,HIGH_2501_3000,CREATED,idem-20260902-ios-2739,ios,B02,BUSINESS_RUNWAY,Expense,B02:Expense,ACTIVE,qa.tile.expense,business.expense.amount,business.expense.note,business.expense.submit,,Burn,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2739 | Burn | 31067.88,JOINED,Runway Log Expense
2742,MTR-IOS-2742,Business,Business,Business Runway,Reserve,Transfer,2025-10-11,12:14:43,2025-10-11 12:14:43,53563.82,INR,0.0,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2742 | Reserve | 53563.82,iPhone,B55,HIGH_2501_3000,CREATED,idem-20260902-ios-2742,ios,B02,BUSINESS_RUNWAY,Expense,B02:Expense,ACTIVE,qa.tile.expense,,,,,Reserve,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2742 | Reserve | 53563.82,JOINED_REVIEW,Reserve transfer → Runway expense/movement proxy — REVIEW
2745,MTR-IOS-2745,Business,Business,Business Runway,Loan,Income,2026-04-06,19:20:23,2026-04-06 19:20:23,53629.72,INR,53629.72,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2745 | Loan | 53629.72,iPhone,B55,HIGH_2501_3000,CREATED,idem-20260902-ios-2745,ios,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Loan,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2745 | Loan | 53629.72,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
2748,MTR-IOS-2748,Business,Business,Business Runway,Investment,Income,2025-11-27,18:03:14,2025-11-27 18:03:14,125131.73,INR,125131.73,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2748 | Investment | 125131.73,iPhone,B55,HIGH_2501_3000,CREATED,idem-20260902-ios-2748,ios,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Investment,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2748 | Investment | 125131.73,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
2751,MTR-IOS-2751,Business,Business,Business Operations,Software,Expense,2026-07-15,06:16:23,2026-07-15 06:16:23,148082.6,INR,-148082.6,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2751 | Software | 148082.60,iPhone,B56,HIGH_2501_3000,CREATED,idem-20260902-ios-2751,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Software,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2751 | Software | 148082.60,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
2754,MTR-IOS-2754,Business,Business,Business Operations,Rent,Expense,2025-12-14,06:37:51,2025-12-14 06:37:51,141074.86,INR,-141074.86,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2754 | Rent | 141074.86,iPhone,B56,HIGH_2501_3000,CREATED,idem-20260902-ios-2754,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Rent,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2754 | Rent | 141074.86,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
2757,MTR-IOS-2757,Business,Business,Business Operations,Marketing,Expense,2026-07-01,19:58:38,2026-07-01 19:58:38,145515.27,INR,-145515.27,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2757 | Marketing | 145515.27,iPhone,B56,HIGH_2501_3000,CREATED,idem-20260902-ios-2757,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Marketing,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2757 | Marketing | 145515.27,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
2760,MTR-IOS-2760,Business,Business,Business Operations,Legal,Expense,2025-10-12,07:16:44,2025-10-12 07:16:44,66625.52,INR,-66625.52,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2760 | Legal | 66625.52,iPhone,B56,HIGH_2501_3000,CREATED,idem-20260902-ios-2760,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Legal,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2760 | Legal | 66625.52,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
2763,MTR-IOS-2763,Business,Business,Business Operations,Accounting,Expense,2025-09-17,14:14:01,2025-09-17 14:14:01,18750.04,INR,-18750.04,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2763 | Accounting | 18750.04,iPhone,B56,HIGH_2501_3000,CREATED,idem-20260902-ios-2763,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Accounting,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2763 | Accounting | 18750.04,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
2766,MTR-IOS-2766,Business,Business,Business Operations,Equipment,Expense,2026-08-09,19:06:59,2026-08-09 19:06:59,13000.8,INR,-13000.8,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2766 | Equipment | 13000.80,iPhone,B56,HIGH_2501_3000,CREATED,idem-20260902-ios-2766,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Equipment,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2766 | Equipment | 13000.80,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
2769,MTR-IOS-2769,Business,Business,Business Operations,Vendor,Expense,2026-01-07,08:19:20,2026-01-07 08:19:20,85507.51,INR,-85507.51,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2769 | Vendor | 85507.51,iPhone,B56,HIGH_2501_3000,CREATED,idem-20260902-ios-2769,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Vendor,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2769 | Vendor | 85507.51,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
2772,MTR-IOS-2772,Business,Business,Business Operations,Tax,Expense,2026-04-29,23:39:17,2026-04-29 23:39:17,152308.12,INR,-152308.12,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2772 | Tax | 152308.12,iPhone,B56,HIGH_2501_3000,CREATED,idem-20260902-ios-2772,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Tax,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2772 | Tax | 152308.12,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
2775,MTR-IOS-2775,Business,Business,Team Operations,Payroll,Expense,2025-10-13,07:17:51,2025-10-13 07:17:51,100.0,INR,-100.0,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2775 | Payroll | 100.00,iPhone,B56,HIGH_2501_3000,CREATED,idem-20260902-ios-2775,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Payroll,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2775 | Payroll | 100.00,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
2778,MTR-IOS-2778,Business,Business,Team Operations,Contractor,Expense,2026-03-03,05:04:58,2026-03-03 05:04:58,75869.25,INR,-75869.25,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2778 | Contractor | 75869.25,iPhone,B56,HIGH_2501_3000,CREATED,idem-20260902-ios-2778,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Contractor,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2778 | Contractor | 75869.25,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
2781,MTR-IOS-2781,Business,Business,Team Operations,Hiring,Expense,2026-05-04,20:21:02,2026-05-04 20:21:02,82814.04,INR,-82814.04,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2781 | Hiring | 82814.04,iPhone,B56,HIGH_2501_3000,CREATED,idem-20260902-ios-2781,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Hiring,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2781 | Hiring | 82814.04,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
2784,MTR-IOS-2784,Business,Business,Team Operations,Team Meal,Expense,2026-03-06,22:21:58,2026-03-06 22:21:58,152715.25,INR,-152715.25,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2784 | Team Meal | 152715.25,iPhone,B56,HIGH_2501_3000,CREATED,idem-20260902-ios-2784,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Team Meal,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2784 | Team Meal | 152715.25,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
2787,MTR-IOS-2787,Business,Business,Team Operations,Travel,Expense,2026-06-05,23:15:57,2026-06-05 23:15:57,125366.08,INR,-125366.08,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2787 | Travel | 125366.08,iPhone,B56,HIGH_2501_3000,CREATED,idem-20260902-ios-2787,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Travel,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2787 | Travel | 125366.08,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
