Sequence,Txn_ID,Mode,Family,Moment,Quick_Add,Semantic_Type,Txn_Date,Txn_Time,Timestamp,Amount,Currency,Expected_Signed_Amount,Paid_By,Participant_Count,Split_Method,Description,Device_Target,Run_Batch,Backend_Load_Band,Expected_Status,Idempotency_Key,Platform,catalog_moment_id,catalog_moment_type,catalog_quick_add,catalog_id,catalog_status,tile_maestro_id,amount_maestro_id,note_maestro_id,submit_maestro_id,split_maestro_id,category_value,correlation_note,join_status,join_notes
2,MTR-IOS-0002,Group,Shared Experience,Trip,Travel,Expense,2026-01-01,17:33:29,2026-01-01 17:33:29,26868.32,INR,-26868.32,IOS Owner,3,EQUAL,MAESTRO-IOS-GROUP-TRIP-0002 | Travel | 26868.32,iPhone,B01,BASELINE_1_500,CREATED,idem-20260902-ios-0002,ios,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Travel,MAESTRO-IOS-GROUP-TRIP-0002 | Travel | 26868.32,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3260,MTR-IOS-3260,Group,Shared Living,Flatmates,Internet,Expense,2026-05-18,18:55:48,2026-05-18 18:55:48,18442.98,INR,-18442.98,IOS Owner,3,EXACT,MAESTRO-IOS-GROUP-FLATMATES-3260 | Internet | 18442.98,iPhone,B66,STRESS_3001_3500,CREATED,idem-20260902-ios-3260,ios,G09,FLATMATES,Expense,G09:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Internet,MAESTRO-IOS-GROUP-FLATMATES-3260 | Internet | 18442.98,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3263,MTR-IOS-3263,Group,Shared Living,Flatmates,House Supplies,Expense,2026-08-01,16:00:16,2026-08-01 16:00:16,24687.29,INR,-24687.29,IOS Aarav,3,SHARES,MAESTRO-IOS-GROUP-FLATMATES-3263 | House Supplies | 24687.29,iPhone,B66,STRESS_3001_3500,CREATED,idem-20260902-ios-3263,ios,G09,FLATMATES,Expense,G09:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,House Supplies,MAESTRO-IOS-GROUP-FLATMATES-3263 | House Supplies | 24687.29,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3266,MTR-IOS-3266,Group,Shared Living,Flatmates,Repairs,Expense,2026-07-01,23:35:27,2026-07-01 23:35:27,24639.83,INR,-24639.83,IOS Meera,3,EQUAL,MAESTRO-IOS-GROUP-FLATMATES-3266 | Repairs | 24639.83,iPhone,B66,STRESS_3001_3500,CREATED,idem-20260902-ios-3266,ios,G09,FLATMATES,Expense,G09:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Repairs,MAESTRO-IOS-GROUP-FLATMATES-3266 | Repairs | 24639.83,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3269,MTR-IOS-3269,Group,Shared Living,Shared Living,Rent,Expense,2026-04-04,12:45:32,2026-04-04 12:45:32,12304.03,INR,-12304.03,IOS Owner,3,PERCENTAGE,MAESTRO-IOS-GROUP-SHARED_LIVING-3269 | Rent | 12304.03,iPhone,B66,STRESS_3001_3500,CREATED,idem-20260902-ios-3269,ios,G11,CO_LIVING,Expense,G11:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Rent,MAESTRO-IOS-GROUP-SHARED_LIVING-3269 | Rent | 12304.03,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3272,MTR-IOS-3272,Group,Shared Living,Shared Living,Utilities,Expense,2026-06-29,10:49:46,2026-06-29 10:49:46,14471.12,INR,-14471.12,IOS Aarav,3,EXACT,MAESTRO-IOS-GROUP-SHARED_LIVING-3272 | Utilities | 14471.12,iPhone,B66,STRESS_3001_3500,CREATED,idem-20260902-ios-3272,ios,G11,CO_LIVING,Expense,G11:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Utilities,MAESTRO-IOS-GROUP-SHARED_LIVING-3272 | Utilities | 14471.12,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3275,MTR-IOS-3275,Group,Shared Living,Shared Living,Groceries,Expense,2025-10-22,13:48:58,2025-10-22 13:48:58,24554.47,INR,-24554.47,IOS Meera,3,SHARES,MAESTRO-IOS-GROUP-SHARED_LIVING-3275 | Groceries | 24554.47,iPhone,B66,STRESS_3001_3500,CREATED,idem-20260902-ios-3275,ios,G11,CO_LIVING,Expense,G11:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Groceries,MAESTRO-IOS-GROUP-SHARED_LIVING-3275 | Groceries | 24554.47,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3278,MTR-IOS-3278,Group,Shared Living,Shared Living,Maintenance,Expense,2026-06-27,18:24:00,2026-06-27 18:24:00,5425.95,INR,-5425.95,IOS Owner,3,EQUAL,MAESTRO-IOS-GROUP-SHARED_LIVING-3278 | Maintenance | 5425.95,iPhone,B66,STRESS_3001_3500,CREATED,idem-20260902-ios-3278,ios,G11,CO_LIVING,Expense,G11:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Maintenance,MAESTRO-IOS-GROUP-SHARED_LIVING-3278 | Maintenance | 5425.95,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3281,MTR-IOS-3281,Group,Shared Living,Shared Living,Other,Expense,2026-02-20,02:59:04,2026-02-20 02:59:04,15292.58,INR,-15292.58,IOS Aarav,3,PERCENTAGE,MAESTRO-IOS-GROUP-SHARED_LIVING-3281 | Other | 15292.58,iPhone,B66,STRESS_3001_3500,CREATED,idem-20260902-ios-3281,ios,G11,CO_LIVING,Expense,G11:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Other,MAESTRO-IOS-GROUP-SHARED_LIVING-3281 | Other | 15292.58,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3284,MTR-IOS-3284,Group,Shared Living,Family Household,Groceries,Expense,2026-02-15,01:37:36,2026-02-15 01:37:36,19395.02,INR,-19395.02,IOS Meera,3,EXACT,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-3284 | Groceries | 19395.02,iPhone,B66,STRESS_3001_3500,CREATED,idem-20260902-ios-3284,ios,G10,FAMILY_HOUSEHOLD,Expense,G10:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Groceries,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-3284 | Groceries | 19395.02,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3287,MTR-IOS-3287,Group,Shared Living,Family Household,Bills,Expense,2025-09-14,09:05:41,2025-09-14 09:05:41,17910.75,INR,-17910.75,IOS Owner,3,SHARES,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-3287 | Bills | 17910.75,iPhone,B66,STRESS_3001_3500,CREATED,idem-20260902-ios-3287,ios,G10,FAMILY_HOUSEHOLD,Expense,G10:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Bills,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-3287 | Bills | 17910.75,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3290,MTR-IOS-3290,Group,Shared Living,Family Household,School,Expense,2025-11-12,21:32:36,2025-11-12 21:32:36,20868.58,INR,-20868.58,IOS Aarav,3,EQUAL,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-3290 | School | 20868.58,iPhone,B66,STRESS_3001_3500,CREATED,idem-20260902-ios-3290,ios,G10,FAMILY_HOUSEHOLD,Expense,G10:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,School,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-3290 | School | 20868.58,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3293,MTR-IOS-3293,Group,Shared Living,Family Household,Healthcare,Expense,2025-09-20,10:56:53,2025-09-20 10:56:53,10000.0,INR,-10000.0,IOS Meera,3,PERCENTAGE,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-3293 | Healthcare | 10000.00,iPhone,B66,STRESS_3001_3500,CREATED,idem-20260902-ios-3293,ios,G10,FAMILY_HOUSEHOLD,Expense,G10:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Healthcare,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-3293 | Healthcare | 10000.00,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3296,MTR-IOS-3296,Group,Shared Living,Family Household,Home,Expense,2026-06-05,18:14:26,2026-06-05 18:14:26,3562.26,INR,-3562.26,IOS Owner,3,EXACT,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-3296 | Home | 3562.26,iPhone,B66,STRESS_3001_3500,CREATED,idem-20260902-ios-3296,ios,G10,FAMILY_HOUSEHOLD,Expense,G10:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Home,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-3296 | Home | 3562.26,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3299,MTR-IOS-3299,Group,Shared Living,Family Household,Other,Expense,2026-06-09,21:34:06,2026-06-09 21:34:06,5750.63,INR,-5750.63,IOS Aarav,3,SHARES,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-3299 | Other | 5750.63,iPhone,B66,STRESS_3001_3500,CREATED,idem-20260902-ios-3299,ios,G10,FAMILY_HOUSEHOLD,Expense,G10:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Other,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-3299 | Other | 5750.63,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3302,MTR-IOS-3302,Group,Shared Living,Custom Living,Custom Expense,Expense,2025-12-03,17:52:38,2025-12-03 17:52:38,8584.71,INR,-8584.71,IOS Meera,3,EQUAL,MAESTRO-IOS-GROUP-CUSTOM_LIVING-3302 | Custom Expense | 8584.71,iPhone,B67,STRESS_3001_3500,CREATED,idem-20260902-ios-3302,ios,G12,COMMUNITY_LIVING,Expense,G12:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Custom Expense,MAESTRO-IOS-GROUP-CUSTOM_LIVING-3302 | Custom Expense | 8584.71,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3305,MTR-IOS-3305,Group,Shared Living,Custom Living,Custom Contribution,Contribution,2026-05-16,22:45:46,2026-05-16 22:45:46,7655.86,INR,7655.86,IOS Owner,3,PERCENTAGE,MAESTRO-IOS-GROUP-CUSTOM_LIVING-3305 | Custom Contribution | 7655.86,iPhone,B67,STRESS_3001_3500,CREATED,idem-20260902-ios-3305,ios,G12,COMMUNITY_LIVING,Contribute,G12:Contribute,,qa.tile.contribute,group.contribute.amount,group.contribute.note,group.contribute.submit,group.expense.split.percentage,Custom Contribution,MAESTRO-IOS-GROUP-CUSTOM_LIVING-3305 | Custom Contribution | 7655.86,SKIP_CAPABILITY_GAP,Custom Living hub has no Contribution tile (same as Family Household)
3308,MTR-IOS-3308,Group,Shared Experience,Trip,Travel,Expense,2026-02-17,15:29:38,2026-02-17 15:29:38,18952.46,INR,-18952.46,IOS Aarav,3,EXACT,MAESTRO-IOS-GROUP-TRIP-3308 | Travel | 18952.46,iPhone,B67,STRESS_3001_3500,CREATED,idem-20260902-ios-3308,ios,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Travel,MAESTRO-IOS-GROUP-TRIP-3308 | Travel | 18952.46,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3311,MTR-IOS-3311,Group,Shared Experience,Trip,Stay,Expense,2025-09-06,08:32:53,2025-09-06 08:32:53,25790.95,INR,-25790.95,IOS Meera,3,SHARES,MAESTRO-IOS-GROUP-TRIP-3311 | Stay | 25790.95,iPhone,B67,STRESS_3001_3500,CREATED,idem-20260902-ios-3311,ios,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Stay,MAESTRO-IOS-GROUP-TRIP-3311 | Stay | 25790.95,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3314,MTR-IOS-3314,Group,Shared Experience,Trip,Food,Expense,2025-10-02,06:59:54,2025-10-02 06:59:54,6806.4,INR,-6806.4,IOS Owner,3,EQUAL,MAESTRO-IOS-GROUP-TRIP-3314 | Food | 6806.40,iPhone,B67,STRESS_3001_3500,CREATED,idem-20260902-ios-3314,ios,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Food,MAESTRO-IOS-GROUP-TRIP-3314 | Food | 6806.40,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3317,MTR-IOS-3317,Group,Shared Experience,Trip,Local Transport,Expense,2025-11-17,12:17:02,2025-11-17 12:17:02,193.04,INR,-193.04,IOS Aarav,3,PERCENTAGE,MAESTRO-IOS-GROUP-TRIP-3317 | Local Transport | 193.04,iPhone,B67,STRESS_3001_3500,CREATED,idem-20260902-ios-3317,ios,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Local Transport,MAESTRO-IOS-GROUP-TRIP-3317 | Local Transport | 193.04,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3320,MTR-IOS-3320,Group,Shared Experience,Trip,Activities,Expense,2026-04-07,22:41:04,2026-04-07 22:41:04,16892.57,INR,-16892.57,IOS Meera,3,EXACT,MAESTRO-IOS-GROUP-TRIP-3320 | Activities | 16892.57,iPhone,B67,STRESS_3001_3500,CREATED,idem-20260902-ios-3320,ios,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Activities,MAESTRO-IOS-GROUP-TRIP-3320 | Activities | 16892.57,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3323,MTR-IOS-3323,Group,Shared Experience,Trip,Shopping,Expense,2026-07-12,16:25:50,2026-07-12 16:25:50,12860.28,INR,-12860.28,IOS Owner,3,SHARES,MAESTRO-IOS-GROUP-TRIP-3323 | Shopping | 12860.28,iPhone,B67,STRESS_3001_3500,CREATED,idem-20260902-ios-3323,ios,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Shopping,MAESTRO-IOS-GROUP-TRIP-3323 | Shopping | 12860.28,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3326,MTR-IOS-3326,Group,Shared Experience,Trip,Other,Expense,2025-10-31,20:26:30,2025-10-31 20:26:30,20539.94,INR,-20539.94,IOS Aarav,3,EQUAL,MAESTRO-IOS-GROUP-TRIP-3326 | Other | 20539.94,iPhone,B67,STRESS_3001_3500,CREATED,idem-20260902-ios-3326,ios,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Other,MAESTRO-IOS-GROUP-TRIP-3326 | Other | 20539.94,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3329,MTR-IOS-3329,Group,Shared Experience,Wedding,Venue,Expense,2026-08-23,02:35:41,2026-08-23 02:35:41,7572.49,INR,-7572.49,IOS Meera,3,PERCENTAGE,MAESTRO-IOS-GROUP-WEDDING-3329 | Venue | 7572.49,iPhone,B67,STRESS_3001_3500,CREATED,idem-20260902-ios-3329,ios,G02,WEDDING,Expense,G02:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Venue,MAESTRO-IOS-GROUP-WEDDING-3329 | Venue | 7572.49,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3332,MTR-IOS-3332,Group,Shared Experience,Wedding,Catering,Expense,2026-08-21,13:44:21,2026-08-21 13:44:21,12417.84,INR,-12417.84,IOS Owner,3,EXACT,MAESTRO-IOS-GROUP-WEDDING-3332 | Catering | 12417.84,iPhone,B67,STRESS_3001_3500,CREATED,idem-20260902-ios-3332,ios,G02,WEDDING,Expense,G02:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Catering,MAESTRO-IOS-GROUP-WEDDING-3332 | Catering | 12417.84,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3335,MTR-IOS-3335,Group,Shared Experience,Wedding,Decor,Expense,2025-12-09,08:14:12,2025-12-09 08:14:12,12560.52,INR,-12560.52,IOS Aarav,3,SHARES,MAESTRO-IOS-GROUP-WEDDING-3335 | Decor | 12560.52,iPhone,B67,STRESS_3001_3500,CREATED,idem-20260902-ios-3335,ios,G02,WEDDING,Expense,G02:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Decor,MAESTRO-IOS-GROUP-WEDDING-3335 | Decor | 12560.52,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3338,MTR-IOS-3338,Group,Shared Experience,Wedding,Travel,Expense,2025-10-28,22:59:09,2025-10-28 22:59:09,7045.22,INR,-7045.22,IOS Meera,3,EQUAL,MAESTRO-IOS-GROUP-WEDDING-3338 | Travel | 7045.22,iPhone,B67,STRESS_3001_3500,CREATED,idem-20260902-ios-3338,ios,G02,WEDDING,Expense,G02:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Travel,MAESTRO-IOS-GROUP-WEDDING-3338 | Travel | 7045.22,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3341,MTR-IOS-3341,Group,Shared Experience,Wedding,Gifts,Expense,2026-02-03,07:20:40,2026-02-03 07:20:40,23950.51,INR,-23950.51,IOS Owner,3,PERCENTAGE,MAESTRO-IOS-GROUP-WEDDING-3341 | Gifts | 23950.51,iPhone,B67,STRESS_3001_3500,CREATED,idem-20260902-ios-3341,ios,G02,WEDDING,Expense,G02:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Gifts,MAESTRO-IOS-GROUP-WEDDING-3341 | Gifts | 23950.51,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3344,MTR-IOS-3344,Group,Shared Experience,Wedding,Photography,Expense,2026-01-10,14:58:26,2026-01-10 14:58:26,22669.57,INR,-22669.57,IOS Aarav,3,EXACT,MAESTRO-IOS-GROUP-WEDDING-3344 | Photography | 22669.57,iPhone,B67,STRESS_3001_3500,CREATED,idem-20260902-ios-3344,ios,G02,WEDDING,Expense,G02:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Photography,MAESTRO-IOS-GROUP-WEDDING-3344 | Photography | 22669.57,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3347,MTR-IOS-3347,Group,Shared Experience,Wedding,Other,Expense,2026-07-22,18:06:22,2026-07-22 18:06:22,12151.84,INR,-12151.84,IOS Meera,3,SHARES,MAESTRO-IOS-GROUP-WEDDING-3347 | Other | 12151.84,iPhone,B67,STRESS_3001_3500,CREATED,idem-20260902-ios-3347,ios,G02,WEDDING,Expense,G02:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Other,MAESTRO-IOS-GROUP-WEDDING-3347 | Other | 12151.84,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3350,MTR-IOS-3350,Group,Shared Experience,Office Outing,Food,Expense,2026-09-01,03:03:56,2026-09-01 03:03:56,20681.09,INR,-20681.09,IOS Owner,3,EQUAL,MAESTRO-IOS-GROUP-OFFICE_OUTING-3350 | Food | 20681.09,iPhone,B67,STRESS_3001_3500,CREATED,idem-20260902-ios-3350,ios,G04,OFFICE_OUTING,Expense,G04:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Food,MAESTRO-IOS-GROUP-OFFICE_OUTING-3350 | Food | 20681.09,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3353,MTR-IOS-3353,Group,Shared Experience,Office Outing,Travel,Expense,2025-09-17,05:30:02,2025-09-17 05:30:02,18132.72,INR,-18132.72,IOS Aarav,3,PERCENTAGE,MAESTRO-IOS-GROUP-OFFICE_OUTING-3353 | Travel | 18132.72,iPhone,B68,STRESS_3001_3500,CREATED,idem-20260902-ios-3353,ios,G04,OFFICE_OUTING,Expense,G04:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Travel,MAESTRO-IOS-GROUP-OFFICE_OUTING-3353 | Travel | 18132.72,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3356,MTR-IOS-3356,Group,Shared Experience,Office Outing,Activities,Expense,2026-05-15,03:58:05,2026-05-15 03:58:05,16129.08,INR,-16129.08,IOS Meera,3,EXACT,MAESTRO-IOS-GROUP-OFFICE_OUTING-3356 | Activities | 16129.08,iPhone,B68,STRESS_3001_3500,CREATED,idem-20260902-ios-3356,ios,G04,OFFICE_OUTING,Expense,G04:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Activities,MAESTRO-IOS-GROUP-OFFICE_OUTING-3356 | Activities | 16129.08,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3359,MTR-IOS-3359,Group,Shared Experience,Office Outing,Venue,Expense,2026-08-24,08:01:49,2026-08-24 08:01:49,17110.0,INR,-17110.0,IOS Owner,3,SHARES,MAESTRO-IOS-GROUP-OFFICE_OUTING-3359 | Venue | 17110.00,iPhone,B68,STRESS_3001_3500,CREATED,idem-20260902-ios-3359,ios,G04,OFFICE_OUTING,Expense,G04:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Venue,MAESTRO-IOS-GROUP-OFFICE_OUTING-3359 | Venue | 17110.00,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3362,MTR-IOS-3362,Group,Shared Experience,Office Outing,Other,Expense,2026-01-10,21:08:49,2026-01-10 21:08:49,16237.25,INR,-16237.25,IOS Aarav,3,EQUAL,MAESTRO-IOS-GROUP-OFFICE_OUTING-3362 | Other | 16237.25,iPhone,B68,STRESS_3001_3500,CREATED,idem-20260902-ios-3362,ios,G04,OFFICE_OUTING,Expense,G04:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Other,MAESTRO-IOS-GROUP-OFFICE_OUTING-3362 | Other | 16237.25,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3365,MTR-IOS-3365,Group,Shared Experience,House Party,Food,Expense,2026-01-21,00:40:46,2026-01-21 00:40:46,23931.95,INR,-23931.95,IOS Meera,3,PERCENTAGE,MAESTRO-IOS-GROUP-HOUSE_PARTY-3365 | Food | 23931.95,iPhone,B68,STRESS_3001_3500,CREATED,idem-20260902-ios-3365,ios,G03,HOUSE_PARTY,Expense,G03:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Food,MAESTRO-IOS-GROUP-HOUSE_PARTY-3365 | Food | 23931.95,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3368,MTR-IOS-3368,Group,Shared Experience,House Party,Drinks,Expense,2025-12-22,10:52:07,2025-12-22 10:52:07,18062.79,INR,-18062.79,IOS Owner,3,EXACT,MAESTRO-IOS-GROUP-HOUSE_PARTY-3368 | Drinks | 18062.79,iPhone,B68,STRESS_3001_3500,CREATED,idem-20260902-ios-3368,ios,G03,HOUSE_PARTY,Expense,G03:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Drinks,MAESTRO-IOS-GROUP-HOUSE_PARTY-3368 | Drinks | 18062.79,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3371,MTR-IOS-3371,Group,Shared Experience,House Party,Decor,Expense,2026-06-21,21:57:05,2026-06-21 21:57:05,5969.74,INR,-5969.74,IOS Aarav,3,SHARES,MAESTRO-IOS-GROUP-HOUSE_PARTY-3371 | Decor | 5969.74,iPhone,B68,STRESS_3001_3500,CREATED,idem-20260902-ios-3371,ios,G03,HOUSE_PARTY,Expense,G03:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Decor,MAESTRO-IOS-GROUP-HOUSE_PARTY-3371 | Decor | 5969.74,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3374,MTR-IOS-3374,Group,Shared Experience,House Party,Supplies,Expense,2025-10-14,01:26:38,2025-10-14 01:26:38,15517.37,INR,-15517.37,IOS Meera,3,EQUAL,MAESTRO-IOS-GROUP-HOUSE_PARTY-3374 | Supplies | 15517.37,iPhone,B68,STRESS_3001_3500,CREATED,idem-20260902-ios-3374,ios,G03,HOUSE_PARTY,Expense,G03:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Supplies,MAESTRO-IOS-GROUP-HOUSE_PARTY-3374 | Supplies | 15517.37,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3377,MTR-IOS-3377,Group,Shared Experience,House Party,Other,Expense,2026-03-29,09:32:57,2026-03-29 09:32:57,835.61,INR,-835.61,IOS Owner,3,PERCENTAGE,MAESTRO-IOS-GROUP-HOUSE_PARTY-3377 | Other | 835.61,iPhone,B68,STRESS_3001_3500,CREATED,idem-20260902-ios-3377,ios,G03,HOUSE_PARTY,Expense,G03:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Other,MAESTRO-IOS-GROUP-HOUSE_PARTY-3377 | Other | 835.61,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
3380,MTR-IOS-3380,Group,Shared Purchase,Gift Pool,Contribution,Contribution,2026-05-18,21:46:22,2026-05-18 21:46:22,22761.31,INR,22761.31,IOS Aarav,3,EXACT,MAESTRO-IOS-GROUP-GIFT_POOL-3380 | Contribution | 22761.31,iPhone,B68,STRESS_3001_3500,CREATED,idem-20260902-ios-3380,ios,G05,GIFT_POOL,Contribute,G05:Contribute,ACTIVE,qa.tile.contribute,group.contribute.amount,group.contribute.note,group.contribute.submit,group.expense.split.exact,Contribution,MAESTRO-IOS-GROUP-GIFT_POOL-3380 | Contribution | 22761.31,JOINED,
