Sequence,Txn_ID,Mode,Family,Moment,Quick_Add,Semantic_Type,Txn_Date,Txn_Time,Timestamp,Amount,Currency,Expected_Signed_Amount,Paid_By,Participant_Count,Split_Method,Description,Device_Target,Run_Batch,Backend_Load_Band,Expected_Status,Idempotency_Key,Platform,catalog_moment_id,catalog_moment_type,catalog_quick_add,catalog_id,catalog_status,tile_maestro_id,amount_maestro_id,note_maestro_id,submit_maestro_id,split_maestro_id,category_value,correlation_note,join_status,join_notes
1,MTR-IOS-0001,Personal,Personal,Life Operations,Groceries,Expense,2026-01-20,05:40:34,2026-01-20 05:40:34,14066.5,INR,-14066.5,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0001 | Groceries | 14066.50,iPhone,B01,BASELINE_1_500,CREATED,idem-20260902-ios-0001,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Groceries,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0001 | Groceries | 14066.50,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
3184,MTR-IOS-3184,Personal,Personal,Life Operations,Transport,Expense,2026-01-21,03:34:33,2026-01-21 03:34:33,14557.69,INR,-14557.69,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-3184 | Transport | 14557.69,iPhone,B64,STRESS_3001_3500,CREATED,idem-20260902-ios-3184,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Transport,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-3184 | Transport | 14557.69,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
3187,MTR-IOS-3187,Personal,Personal,Life Operations,Healthcare,Expense,2025-10-30,02:27:38,2025-10-30 02:27:38,1212.03,INR,-1212.03,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-3187 | Healthcare | 1212.03,iPhone,B64,STRESS_3001_3500,CREATED,idem-20260902-ios-3187,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Healthcare,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-3187 | Healthcare | 1212.03,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
3190,MTR-IOS-3190,Personal,Personal,Life Operations,Subscriptions,Expense,2026-02-13,14:38:25,2026-02-13 14:38:25,14577.25,INR,-14577.25,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-3190 | Subscriptions | 14577.25,iPhone,B64,STRESS_3001_3500,CREATED,idem-20260902-ios-3190,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Subscriptions,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-3190 | Subscriptions | 14577.25,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
3193,MTR-IOS-3193,Personal,Personal,Life Operations,Repairs,Expense,2026-03-09,21:47:13,2026-03-09 21:47:13,5280.67,INR,-5280.67,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-3193 | Repairs | 5280.67,iPhone,B64,STRESS_3001_3500,CREATED,idem-20260902-ios-3193,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Repairs,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-3193 | Repairs | 5280.67,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
3196,MTR-IOS-3196,Personal,Personal,Future Building,Savings,Transfer,2026-06-25,15:39:05,2026-06-25 15:39:05,8953.07,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-3196 | Savings | 8953.07,iPhone,B64,STRESS_3001_3500,CREATED,idem-20260902-ios-3196,ios,P2,FUTURE_GOAL,Progress,P2:Progress,ACTIVE,qa.tile.progress,personal.money.transfer.amount,personal.money.transfer.note,personal.money.transfer.submit,,Savings,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-3196 | Savings | 8953.07,JOINED_REVIEW,Future Transfer/Savings/Goal Contribution → Progress proxy until P2 money hub exists — REVIEW
3199,MTR-IOS-3199,Personal,Personal,Future Building,Emergency Fund,Transfer,2025-11-13,10:16:42,2025-11-13 10:16:42,16784.31,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-3199 | Emergency Fund | 16784.31,iPhone,B64,STRESS_3001_3500,CREATED,idem-20260902-ios-3199,ios,P2,FUTURE_GOAL,Progress,P2:Progress,ACTIVE,qa.tile.progress,personal.money.transfer.amount,personal.money.transfer.note,personal.money.transfer.submit,,Emergency Fund,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-3199 | Emergency Fund | 16784.31,JOINED_REVIEW,Future Transfer/Savings/Goal Contribution → Progress proxy until P2 money hub exists — REVIEW
3202,MTR-IOS-3202,Personal,Personal,Future Building,Investments,Investment,2025-09-23,01:58:07,2025-09-23 01:58:07,14389.91,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-3202 | Investments | 14389.91,iPhone,B65,STRESS_3001_3500,CREATED,idem-20260902-ios-3202,ios,P2,FUTURE_GOAL,Opportunity,P2:Opportunity,ACTIVE,qa.tile.opportunity,,,,,Investments,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-3202 | Investments | 14389.91,JOINED_REVIEW,Future Investments → Opportunity proxy — REVIEW
3205,MTR-IOS-3205,Personal,Personal,Future Building,Education,Expense,2026-01-10,00:33:34,2026-01-10 00:33:34,3681.56,INR,-3681.56,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-3205 | Education | 3681.56,iPhone,B65,STRESS_3001_3500,CREATED,idem-20260902-ios-3205,ios,P2,FUTURE_GOAL,Milestone,P2:Milestone,ACTIVE,qa.tile.milestone,personal.income.amount,personal.income.note,personal.income.submit,,Education,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-3205 | Education | 3681.56,JOINED_REVIEW,No Expense hub on P2; Education expenses use Milestone as ACTIVE proxy until money tile restored — REVIEW
3208,MTR-IOS-3208,Personal,Personal,Future Building,Goal Contribution,Transfer,2025-11-07,01:15:49,2025-11-07 01:15:49,16001.35,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-3208 | Goal Contribution | 16001.35,iPhone,B65,STRESS_3001_3500,CREATED,idem-20260902-ios-3208,ios,P2,FUTURE_GOAL,Progress,P2:Progress,ACTIVE,qa.tile.progress,personal.money.transfer.amount,personal.money.transfer.note,personal.money.transfer.submit,,Goal Contribution,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-3208 | Goal Contribution | 16001.35,JOINED_REVIEW,Future Transfer/Savings/Goal Contribution → Progress proxy until P2 money hub exists — REVIEW
3211,MTR-IOS-3211,Personal,Personal,Lifestyle,Dining,Expense,2026-04-03,19:15:56,2026-04-03 19:15:56,16244.42,INR,-16244.42,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-3211 | Dining | 16244.42,iPhone,B65,STRESS_3001_3500,CREATED,idem-20260902-ios-3211,ios,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Dining,MAESTRO-IOS-PERSONAL-LIFESTYLE-3211 | Dining | 16244.42,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
3214,MTR-IOS-3214,Personal,Personal,Lifestyle,Shopping,Expense,2026-04-03,12:51:47,2026-04-03 12:51:47,675.44,INR,-675.44,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-3214 | Shopping | 675.44,iPhone,B65,STRESS_3001_3500,CREATED,idem-20260902-ios-3214,ios,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Shopping,MAESTRO-IOS-PERSONAL-LIFESTYLE-3214 | Shopping | 675.44,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
3217,MTR-IOS-3217,Personal,Personal,Lifestyle,Entertainment,Expense,2026-04-01,03:49:18,2026-04-01 03:49:18,9227.54,INR,-9227.54,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-3217 | Entertainment | 9227.54,iPhone,B65,STRESS_3001_3500,CREATED,idem-20260902-ios-3217,ios,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Entertainment,MAESTRO-IOS-PERSONAL-LIFESTYLE-3217 | Entertainment | 9227.54,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
3220,MTR-IOS-3220,Personal,Personal,Lifestyle,Travel,Expense,2025-10-06,09:20:55,2025-10-06 09:20:55,10537.51,INR,-10537.51,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-3220 | Travel | 10537.51,iPhone,B65,STRESS_3001_3500,CREATED,idem-20260902-ios-3220,ios,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Travel,MAESTRO-IOS-PERSONAL-LIFESTYLE-3220 | Travel | 10537.51,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
3223,MTR-IOS-3223,Personal,Personal,Lifestyle,Fitness,Expense,2026-04-24,06:09:41,2026-04-24 06:09:41,9796.03,INR,-9796.03,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-3223 | Fitness | 9796.03,iPhone,B65,STRESS_3001_3500,CREATED,idem-20260902-ios-3223,ios,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Fitness,MAESTRO-IOS-PERSONAL-LIFESTYLE-3223 | Fitness | 9796.03,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
3226,MTR-IOS-3226,Personal,Personal,Lifestyle,Hobbies,Expense,2026-04-16,10:30:38,2026-04-16 10:30:38,16897.95,INR,-16897.95,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-3226 | Hobbies | 16897.95,iPhone,B65,STRESS_3001_3500,CREATED,idem-20260902-ios-3226,ios,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Hobbies,MAESTRO-IOS-PERSONAL-LIFESTYLE-3226 | Hobbies | 16897.95,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
3229,MTR-IOS-3229,Personal,Personal,Relationships,Gifts,Expense,2026-06-09,23:51:20,2026-06-09 23:51:20,2665.72,INR,-2665.72,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-3229 | Gifts | 2665.72,iPhone,B65,STRESS_3001_3500,CREATED,idem-20260902-ios-3229,ios,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Gifts,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-3229 | Gifts | 2665.72,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
3232,MTR-IOS-3232,Personal,Personal,Relationships,Dates,Expense,2026-06-05,18:29:27,2026-06-05 18:29:27,14275.98,INR,-14275.98,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-3232 | Dates | 14275.98,iPhone,B65,STRESS_3001_3500,CREATED,idem-20260902-ios-3232,ios,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Dates,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-3232 | Dates | 14275.98,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
3235,MTR-IOS-3235,Personal,Personal,Relationships,Family,Expense,2026-07-20,20:46:57,2026-07-20 20:46:57,7787.95,INR,-7787.95,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-3235 | Family | 7787.95,iPhone,B65,STRESS_3001_3500,CREATED,idem-20260902-ios-3235,ios,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Family,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-3235 | Family | 7787.95,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
3238,MTR-IOS-3238,Personal,Personal,Relationships,Friends,Expense,2026-03-05,20:40:02,2026-03-05 20:40:02,15144.44,INR,-15144.44,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-3238 | Friends | 15144.44,iPhone,B65,STRESS_3001_3500,CREATED,idem-20260902-ios-3238,ios,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Friends,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-3238 | Friends | 15144.44,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
3241,MTR-IOS-3241,Personal,Personal,Relationships,Celebrations,Expense,2026-07-25,21:20:18,2026-07-25 21:20:18,11576.92,INR,-11576.92,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-3241 | Celebrations | 11576.92,iPhone,B65,STRESS_3001_3500,CREATED,idem-20260902-ios-3241,ios,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Celebrations,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-3241 | Celebrations | 11576.92,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
3244,MTR-IOS-3244,Personal,Personal,Life Operations,Groceries,Expense,2026-06-29,09:47:51,2026-06-29 09:47:51,8905.25,INR,-8905.25,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-3244 | Groceries | 8905.25,iPhone,B65,STRESS_3001_3500,CREATED,idem-20260902-ios-3244,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Groceries,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-3244 | Groceries | 8905.25,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
3247,MTR-IOS-3247,Personal,Personal,Life Operations,Rent,Expense,2026-04-15,14:20:36,2026-04-15 14:20:36,4970.23,INR,-4970.23,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-3247 | Rent | 4970.23,iPhone,B65,STRESS_3001_3500,CREATED,idem-20260902-ios-3247,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Rent,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-3247 | Rent | 4970.23,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
3250,MTR-IOS-3250,Personal,Personal,Life Operations,Bills,Expense,2025-12-01,02:47:27,2025-12-01 02:47:27,16537.54,INR,-16537.54,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-3250 | Bills | 16537.54,iPhone,B65,STRESS_3001_3500,CREATED,idem-20260902-ios-3250,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Bills,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-3250 | Bills | 16537.54,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
3253,MTR-IOS-3253,Personal,Personal,Life Operations,Transport,Expense,2026-05-02,17:40:27,2026-05-02 17:40:27,4505.99,INR,-4505.99,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-3253 | Transport | 4505.99,iPhone,B66,STRESS_3001_3500,CREATED,idem-20260902-ios-3253,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Transport,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-3253 | Transport | 4505.99,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
3256,MTR-IOS-3256,Personal,Personal,Life Operations,Healthcare,Expense,2025-10-30,20:24:01,2025-10-30 20:24:01,999.99,INR,-999.99,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-3256 | Healthcare | 999.99,iPhone,B66,STRESS_3001_3500,CREATED,idem-20260902-ios-3256,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Healthcare,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-3256 | Healthcare | 999.99,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
3259,MTR-IOS-3259,Personal,Personal,Life Operations,Subscriptions,Expense,2026-08-17,20:51:25,2026-08-17 20:51:25,11866.41,INR,-11866.41,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-3259 | Subscriptions | 11866.41,iPhone,B66,STRESS_3001_3500,CREATED,idem-20260902-ios-3259,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Subscriptions,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-3259 | Subscriptions | 11866.41,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
3262,MTR-IOS-3262,Personal,Personal,Life Operations,Repairs,Expense,2026-02-23,00:01:02,2026-02-23 00:01:02,9533.71,INR,-9533.71,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-3262 | Repairs | 9533.71,iPhone,B66,STRESS_3001_3500,CREATED,idem-20260902-ios-3262,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Repairs,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-3262 | Repairs | 9533.71,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
3265,MTR-IOS-3265,Personal,Personal,Future Building,Savings,Transfer,2026-05-31,20:15:37,2026-05-31 20:15:37,17223.94,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-3265 | Savings | 17223.94,iPhone,B66,STRESS_3001_3500,CREATED,idem-20260902-ios-3265,ios,P2,FUTURE_GOAL,Progress,P2:Progress,ACTIVE,qa.tile.progress,personal.money.transfer.amount,personal.money.transfer.note,personal.money.transfer.submit,,Savings,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-3265 | Savings | 17223.94,JOINED_REVIEW,Future Transfer/Savings/Goal Contribution → Progress proxy until P2 money hub exists — REVIEW
3268,MTR-IOS-3268,Personal,Personal,Future Building,Emergency Fund,Transfer,2025-10-07,04:35:52,2025-10-07 04:35:52,14859.56,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-3268 | Emergency Fund | 14859.56,iPhone,B66,STRESS_3001_3500,CREATED,idem-20260902-ios-3268,ios,P2,FUTURE_GOAL,Progress,P2:Progress,ACTIVE,qa.tile.progress,personal.money.transfer.amount,personal.money.transfer.note,personal.money.transfer.submit,,Emergency Fund,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-3268 | Emergency Fund | 14859.56,JOINED_REVIEW,Future Transfer/Savings/Goal Contribution → Progress proxy until P2 money hub exists — REVIEW
3271,MTR-IOS-3271,Personal,Personal,Future Building,Investments,Investment,2026-02-28,20:42:47,2026-02-28 20:42:47,17665.86,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-3271 | Investments | 17665.86,iPhone,B66,STRESS_3001_3500,CREATED,idem-20260902-ios-3271,ios,P2,FUTURE_GOAL,Opportunity,P2:Opportunity,ACTIVE,qa.tile.opportunity,,,,,Investments,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-3271 | Investments | 17665.86,JOINED_REVIEW,Future Investments → Opportunity proxy — REVIEW
3274,MTR-IOS-3274,Personal,Personal,Future Building,Education,Expense,2025-10-30,11:05:52,2025-10-30 11:05:52,15817.43,INR,-15817.43,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-3274 | Education | 15817.43,iPhone,B66,STRESS_3001_3500,CREATED,idem-20260902-ios-3274,ios,P2,FUTURE_GOAL,Milestone,P2:Milestone,ACTIVE,qa.tile.milestone,personal.income.amount,personal.income.note,personal.income.submit,,Education,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-3274 | Education | 15817.43,JOINED_REVIEW,No Expense hub on P2; Education expenses use Milestone as ACTIVE proxy until money tile restored — REVIEW
3277,MTR-IOS-3277,Personal,Personal,Future Building,Goal Contribution,Transfer,2026-04-14,18:47:29,2026-04-14 18:47:29,324.81,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-3277 | Goal Contribution | 324.81,iPhone,B66,STRESS_3001_3500,CREATED,idem-20260902-ios-3277,ios,P2,FUTURE_GOAL,Progress,P2:Progress,ACTIVE,qa.tile.progress,personal.money.transfer.amount,personal.money.transfer.note,personal.money.transfer.submit,,Goal Contribution,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-3277 | Goal Contribution | 324.81,JOINED_REVIEW,Future Transfer/Savings/Goal Contribution → Progress proxy until P2 money hub exists — REVIEW
3280,MTR-IOS-3280,Personal,Personal,Lifestyle,Dining,Expense,2026-01-31,03:47:32,2026-01-31 03:47:32,3242.27,INR,-3242.27,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-3280 | Dining | 3242.27,iPhone,B66,STRESS_3001_3500,CREATED,idem-20260902-ios-3280,ios,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Dining,MAESTRO-IOS-PERSONAL-LIFESTYLE-3280 | Dining | 3242.27,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
3283,MTR-IOS-3283,Personal,Personal,Lifestyle,Shopping,Expense,2026-05-23,01:26:11,2026-05-23 01:26:11,14232.16,INR,-14232.16,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-3283 | Shopping | 14232.16,iPhone,B66,STRESS_3001_3500,CREATED,idem-20260902-ios-3283,ios,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Shopping,MAESTRO-IOS-PERSONAL-LIFESTYLE-3283 | Shopping | 14232.16,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
3286,MTR-IOS-3286,Personal,Personal,Lifestyle,Entertainment,Expense,2025-09-09,15:50:10,2025-09-09 15:50:10,7431.27,INR,-7431.27,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-3286 | Entertainment | 7431.27,iPhone,B66,STRESS_3001_3500,CREATED,idem-20260902-ios-3286,ios,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Entertainment,MAESTRO-IOS-PERSONAL-LIFESTYLE-3286 | Entertainment | 7431.27,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
3289,MTR-IOS-3289,Personal,Personal,Lifestyle,Travel,Expense,2025-11-06,07:20:51,2025-11-06 07:20:51,2750.38,INR,-2750.38,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-3289 | Travel | 2750.38,iPhone,B66,STRESS_3001_3500,CREATED,idem-20260902-ios-3289,ios,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Travel,MAESTRO-IOS-PERSONAL-LIFESTYLE-3289 | Travel | 2750.38,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
3292,MTR-IOS-3292,Personal,Personal,Lifestyle,Fitness,Expense,2026-04-01,14:54:32,2026-04-01 14:54:32,6546.08,INR,-6546.08,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-3292 | Fitness | 6546.08,iPhone,B66,STRESS_3001_3500,CREATED,idem-20260902-ios-3292,ios,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Fitness,MAESTRO-IOS-PERSONAL-LIFESTYLE-3292 | Fitness | 6546.08,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
3295,MTR-IOS-3295,Personal,Personal,Lifestyle,Hobbies,Expense,2026-03-27,15:39:41,2026-03-27 15:39:41,702.16,INR,-702.16,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-3295 | Hobbies | 702.16,iPhone,B66,STRESS_3001_3500,CREATED,idem-20260902-ios-3295,ios,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Hobbies,MAESTRO-IOS-PERSONAL-LIFESTYLE-3295 | Hobbies | 702.16,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
3298,MTR-IOS-3298,Personal,Personal,Relationships,Gifts,Expense,2026-07-26,22:27:29,2026-07-26 22:27:29,15665.98,INR,-15665.98,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-3298 | Gifts | 15665.98,iPhone,B66,STRESS_3001_3500,CREATED,idem-20260902-ios-3298,ios,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Gifts,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-3298 | Gifts | 15665.98,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
3301,MTR-IOS-3301,Personal,Personal,Relationships,Dates,Expense,2025-12-17,14:37:15,2025-12-17 14:37:15,2019.01,INR,-2019.01,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-3301 | Dates | 2019.01,iPhone,B67,STRESS_3001_3500,CREATED,idem-20260902-ios-3301,ios,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Dates,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-3301 | Dates | 2019.01,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
3304,MTR-IOS-3304,Personal,Personal,Relationships,Family,Expense,2026-08-23,17:05:26,2026-08-23 17:05:26,6009.66,INR,-6009.66,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-3304 | Family | 6009.66,iPhone,B67,STRESS_3001_3500,CREATED,idem-20260902-ios-3304,ios,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Family,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-3304 | Family | 6009.66,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
