Sequence,Txn_ID,Mode,Family,Moment,Quick_Add,Semantic_Type,Txn_Date,Txn_Time,Timestamp,Amount,Currency,Expected_Signed_Amount,Paid_By,Participant_Count,Split_Method,Description,Device_Target,Run_Batch,Backend_Load_Band,Expected_Status,Idempotency_Key
1,MTR-IOS-0001,Personal,Personal,Life Operations,Groceries,Expense,2026-01-20,05:40:34,2026-01-20 05:40:34,14066.5,INR,-14066.5,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0001 | Groceries | 14066.50,iPhone,B01,BASELINE_1_500,CREATED,idem-20260902-ios-0001
2714,MTR-IOS-2714,Group,Shared Purchase,Assets,Repair,Expense,2026-06-10,05:31:53,2026-06-10 05:31:53,4367.84,INR,-4367.84,IOS Aarav,3,EQUAL,MAESTRO-IOS-GROUP-ASSETS-2714 | Repair | 4367.84,iPhone,B55,HIGH_2501_3000,CREATED,idem-20260902-ios-2714
2715,MTR-IOS-2715,Business,Business,Team Operations,Contractor,Expense,2026-05-03,12:44:31,2026-05-03 12:44:31,31566.61,INR,-31566.61,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2715 | Contractor | 31566.61,iPhone,B55,HIGH_2501_3000,CREATED,idem-20260902-ios-2715
2716,MTR-IOS-2716,Personal,Personal,Future Building,Emergency Fund,Transfer,2026-01-30,13:01:34,2026-01-30 13:01:34,6176.3,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-2716 | Emergency Fund | 6176.30,iPhone,B55,HIGH_2501_3000,CREATED,idem-20260902-ios-2716
2717,MTR-IOS-2717,Group,Shared Purchase,Assets,Insurance,Expense,2025-12-21,20:08:52,2025-12-21 20:08:52,20976.55,INR,-20976.55,IOS Meera,3,PERCENTAGE,MAESTRO-IOS-GROUP-ASSETS-2717 | Insurance | 20976.55,iPhone,B55,HIGH_2501_3000,CREATED,idem-20260902-ios-2717
2718,MTR-IOS-2718,Business,Business,Team Operations,Hiring,Expense,2026-03-26,01:47:03,2026-03-26 01:47:03,86082.63,INR,-86082.63,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2718 | Hiring | 86082.63,iPhone,B55,HIGH_2501_3000,CREATED,idem-20260902-ios-2718
2719,MTR-IOS-2719,Personal,Personal,Future Building,Investments,Investment,2026-02-04,05:34:27,2026-02-04 05:34:27,3837.51,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-2719 | Investments | 3837.51,iPhone,B55,HIGH_2501_3000,CREATED,idem-20260902-ios-2719
2720,MTR-IOS-2720,Group,Shared Purchase,Assets,Other,Expense,2025-11-30,22:38:10,2025-11-30 22:38:10,16264.76,INR,-16264.76,IOS Owner,3,EXACT,MAESTRO-IOS-GROUP-ASSETS-2720 | Other | 16264.76,iPhone,B55,HIGH_2501_3000,CREATED,idem-20260902-ios-2720
2721,MTR-IOS-2721,Business,Business,Team Operations,Team Meal,Expense,2025-09-15,22:12:56,2025-09-15 22:12:56,106016.66,INR,-106016.66,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2721 | Team Meal | 106016.66,iPhone,B55,HIGH_2501_3000,CREATED,idem-20260902-ios-2721
2722,MTR-IOS-2722,Personal,Personal,Future Building,Education,Expense,2025-12-24,00:29:11,2025-12-24 00:29:11,9621.18,INR,-9621.18,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-2722 | Education | 9621.18,iPhone,B55,HIGH_2501_3000,CREATED,idem-20260902-ios-2722
2723,MTR-IOS-2723,Group,Shared Purchase,Custom Purchase,Custom Expense,Expense,2026-08-08,08:52:36,2026-08-08 08:52:36,7163.52,INR,-7163.52,IOS Aarav,3,SHARES,MAESTRO-IOS-GROUP-CUSTOM_PURCHASE-2723 | Custom Expense | 7163.52,iPhone,B55,HIGH_2501_3000,CREATED,idem-20260902-ios-2723
2724,MTR-IOS-2724,Business,Business,Team Operations,Travel,Expense,2026-02-27,00:19:01,2026-02-27 00:19:01,145436.2,INR,-145436.2,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2724 | Travel | 145436.20,iPhone,B55,HIGH_2501_3000,CREATED,idem-20260902-ios-2724
2725,MTR-IOS-2725,Personal,Personal,Future Building,Goal Contribution,Transfer,2026-04-28,09:13:19,2026-04-28 09:13:19,11401.75,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-2725 | Goal Contribution | 11401.75,iPhone,B55,HIGH_2501_3000,CREATED,idem-20260902-ios-2725
2726,MTR-IOS-2726,Group,Shared Purchase,Custom Purchase,Custom Contribution,Contribution,2025-12-18,07:26:52,2025-12-18 07:26:52,16976.24,INR,16976.24,IOS Meera,3,EQUAL,MAESTRO-IOS-GROUP-CUSTOM_PURCHASE-2726 | Custom Contribution | 16976.24,iPhone,B55,HIGH_2501_3000,CREATED,idem-20260902-ios-2726
2727,MTR-IOS-2727,Business,Business,Team Operations,Training,Expense,2026-06-16,02:14:13,2026-06-16 02:14:13,74317.12,INR,-74317.12,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2727 | Training | 74317.12,iPhone,B55,HIGH_2501_3000,CREATED,idem-20260902-ios-2727
2728,MTR-IOS-2728,Personal,Personal,Lifestyle,Dining,Expense,2025-11-27,03:39:32,2025-11-27 03:39:32,6054.94,INR,-6054.94,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-2728 | Dining | 6054.94,iPhone,B55,HIGH_2501_3000,CREATED,idem-20260902-ios-2728
2729,MTR-IOS-2729,Group,Shared Living,Flatmates,Rent,Expense,2026-02-16,12:21:58,2026-02-16 12:21:58,24181.51,INR,-24181.51,IOS Owner,3,PERCENTAGE,MAESTRO-IOS-GROUP-FLATMATES-2729 | Rent | 24181.51,iPhone,B55,HIGH_2501_3000,CREATED,idem-20260902-ios-2729
2730,MTR-IOS-2730,Business,Business,Team Operations,Tools,Expense,2026-04-01,20:12:30,2026-04-01 20:12:30,117280.61,INR,-117280.61,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2730 | Tools | 117280.61,iPhone,B55,HIGH_2501_3000,CREATED,idem-20260902-ios-2730
2731,MTR-IOS-2731,Personal,Personal,Lifestyle,Shopping,Expense,2025-09-27,17:55:29,2025-09-27 17:55:29,7567.01,INR,-7567.01,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-2731 | Shopping | 7567.01,iPhone,B55,HIGH_2501_3000,CREATED,idem-20260902-ios-2731
2732,MTR-IOS-2732,Group,Shared Living,Flatmates,Utilities,Expense,2026-05-11,23:13:50,2026-05-11 23:13:50,762.25,INR,-762.25,IOS Aarav,3,EXACT,MAESTRO-IOS-GROUP-FLATMATES-2732 | Utilities | 762.25,iPhone,B55,HIGH_2501_3000,CREATED,idem-20260902-ios-2732
2733,MTR-IOS-2733,Business,Business,Business Runway,Funding,Income,2026-06-24,20:06:41,2026-06-24 20:06:41,46823.24,INR,46823.24,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2733 | Funding | 46823.24,iPhone,B55,HIGH_2501_3000,CREATED,idem-20260902-ios-2733
2734,MTR-IOS-2734,Personal,Personal,Lifestyle,Entertainment,Expense,2026-03-30,00:10:03,2026-03-30 00:10:03,6359.98,INR,-6359.98,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-2734 | Entertainment | 6359.98,iPhone,B55,HIGH_2501_3000,CREATED,idem-20260902-ios-2734
2735,MTR-IOS-2735,Group,Shared Living,Flatmates,Groceries,Expense,2026-04-17,14:48:26,2026-04-17 14:48:26,8205.04,INR,-8205.04,IOS Meera,3,SHARES,MAESTRO-IOS-GROUP-FLATMATES-2735 | Groceries | 8205.04,iPhone,B55,HIGH_2501_3000,CREATED,idem-20260902-ios-2735
2736,MTR-IOS-2736,Business,Business,Business Runway,Revenue,Income,2025-10-19,15:59:29,2025-10-19 15:59:29,48652.75,INR,48652.75,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2736 | Revenue | 48652.75,iPhone,B55,HIGH_2501_3000,CREATED,idem-20260902-ios-2736
2737,MTR-IOS-2737,Personal,Personal,Lifestyle,Travel,Expense,2026-06-03,13:48:07,2026-06-03 13:48:07,1477.7,INR,-1477.7,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-2737 | Travel | 1477.70,iPhone,B55,HIGH_2501_3000,CREATED,idem-20260902-ios-2737
2738,MTR-IOS-2738,Group,Shared Living,Flatmates,Internet,Expense,2025-11-09,23:28:48,2025-11-09 23:28:48,99.99,INR,-99.99,IOS Owner,3,EQUAL,MAESTRO-IOS-GROUP-FLATMATES-2738 | Internet | 99.99,iPhone,B55,HIGH_2501_3000,CREATED,idem-20260902-ios-2738
2739,MTR-IOS-2739,Business,Business,Business Runway,Burn,Expense,2026-08-24,06:31:38,2026-08-24 06:31:38,31067.88,INR,-31067.88,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2739 | Burn | 31067.88,iPhone,B55,HIGH_2501_3000,CREATED,idem-20260902-ios-2739
2740,MTR-IOS-2740,Personal,Personal,Lifestyle,Fitness,Expense,2025-11-11,04:19:01,2025-11-11 04:19:01,7578.3,INR,-7578.3,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-2740 | Fitness | 7578.30,iPhone,B55,HIGH_2501_3000,CREATED,idem-20260902-ios-2740
2741,MTR-IOS-2741,Group,Shared Living,Flatmates,House Supplies,Expense,2025-12-15,19:05:11,2025-12-15 19:05:11,7849.35,INR,-7849.35,IOS Aarav,3,PERCENTAGE,MAESTRO-IOS-GROUP-FLATMATES-2741 | House Supplies | 7849.35,iPhone,B55,HIGH_2501_3000,CREATED,idem-20260902-ios-2741
2742,MTR-IOS-2742,Business,Business,Business Runway,Reserve,Transfer,2025-10-11,12:14:43,2025-10-11 12:14:43,53563.82,INR,0.0,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2742 | Reserve | 53563.82,iPhone,B55,HIGH_2501_3000,CREATED,idem-20260902-ios-2742
2743,MTR-IOS-2743,Personal,Personal,Lifestyle,Hobbies,Expense,2026-08-03,18:56:26,2026-08-03 18:56:26,7200.07,INR,-7200.07,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-2743 | Hobbies | 7200.07,iPhone,B55,HIGH_2501_3000,CREATED,idem-20260902-ios-2743
2744,MTR-IOS-2744,Group,Shared Living,Flatmates,Repairs,Expense,2026-04-02,23:37:31,2026-04-02 23:37:31,3479.7,INR,-3479.7,IOS Meera,3,EXACT,MAESTRO-IOS-GROUP-FLATMATES-2744 | Repairs | 3479.70,iPhone,B55,HIGH_2501_3000,CREATED,idem-20260902-ios-2744
2745,MTR-IOS-2745,Business,Business,Business Runway,Loan,Income,2026-04-06,19:20:23,2026-04-06 19:20:23,53629.72,INR,53629.72,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2745 | Loan | 53629.72,iPhone,B55,HIGH_2501_3000,CREATED,idem-20260902-ios-2745
2746,MTR-IOS-2746,Personal,Personal,Relationships,Gifts,Expense,2025-12-15,12:51:42,2025-12-15 12:51:42,9410.47,INR,-9410.47,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-2746 | Gifts | 9410.47,iPhone,B55,HIGH_2501_3000,CREATED,idem-20260902-ios-2746
2747,MTR-IOS-2747,Group,Shared Living,Shared Living,Rent,Expense,2026-08-20,14:52:48,2026-08-20 14:52:48,26313.06,INR,-26313.06,IOS Owner,3,SHARES,MAESTRO-IOS-GROUP-SHARED_LIVING-2747 | Rent | 26313.06,iPhone,B55,HIGH_2501_3000,CREATED,idem-20260902-ios-2747
2748,MTR-IOS-2748,Business,Business,Business Runway,Investment,Income,2025-11-27,18:03:14,2025-11-27 18:03:14,125131.73,INR,125131.73,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2748 | Investment | 125131.73,iPhone,B55,HIGH_2501_3000,CREATED,idem-20260902-ios-2748
2749,MTR-IOS-2749,Personal,Personal,Relationships,Dates,Expense,2026-04-01,07:29:27,2026-04-01 07:29:27,12064.78,INR,-12064.78,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-2749 | Dates | 12064.78,iPhone,B55,HIGH_2501_3000,CREATED,idem-20260902-ios-2749
2750,MTR-IOS-2750,Group,Shared Living,Shared Living,Utilities,Expense,2026-04-30,03:01:31,2026-04-30 03:01:31,20035.65,INR,-20035.65,IOS Aarav,3,EQUAL,MAESTRO-IOS-GROUP-SHARED_LIVING-2750 | Utilities | 20035.65,iPhone,B55,HIGH_2501_3000,CREATED,idem-20260902-ios-2750
2751,MTR-IOS-2751,Business,Business,Business Operations,Software,Expense,2026-07-15,06:16:23,2026-07-15 06:16:23,148082.6,INR,-148082.6,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2751 | Software | 148082.60,iPhone,B56,HIGH_2501_3000,CREATED,idem-20260902-ios-2751
2752,MTR-IOS-2752,Personal,Personal,Relationships,Family,Expense,2025-09-04,18:59:51,2025-09-04 18:59:51,7496.82,INR,-7496.82,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-2752 | Family | 7496.82,iPhone,B56,HIGH_2501_3000,CREATED,idem-20260902-ios-2752
2753,MTR-IOS-2753,Group,Shared Living,Shared Living,Groceries,Expense,2025-10-11,14:33:00,2025-10-11 14:33:00,3769.1,INR,-3769.1,IOS Meera,3,PERCENTAGE,MAESTRO-IOS-GROUP-SHARED_LIVING-2753 | Groceries | 3769.10,iPhone,B56,HIGH_2501_3000,CREATED,idem-20260902-ios-2753
2754,MTR-IOS-2754,Business,Business,Business Operations,Rent,Expense,2025-12-14,06:37:51,2025-12-14 06:37:51,141074.86,INR,-141074.86,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2754 | Rent | 141074.86,iPhone,B56,HIGH_2501_3000,CREATED,idem-20260902-ios-2754
2755,MTR-IOS-2755,Personal,Personal,Relationships,Friends,Expense,2025-11-03,06:51:19,2025-11-03 06:51:19,13667.77,INR,-13667.77,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-2755 | Friends | 13667.77,iPhone,B56,HIGH_2501_3000,CREATED,idem-20260902-ios-2755
2756,MTR-IOS-2756,Group,Shared Living,Shared Living,Maintenance,Expense,2025-11-27,08:02:30,2025-11-27 08:02:30,7137.5,INR,-7137.5,IOS Owner,3,EXACT,MAESTRO-IOS-GROUP-SHARED_LIVING-2756 | Maintenance | 7137.50,iPhone,B56,HIGH_2501_3000,CREATED,idem-20260902-ios-2756
2757,MTR-IOS-2757,Business,Business,Business Operations,Marketing,Expense,2026-07-01,19:58:38,2026-07-01 19:58:38,145515.27,INR,-145515.27,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2757 | Marketing | 145515.27,iPhone,B56,HIGH_2501_3000,CREATED,idem-20260902-ios-2757
2758,MTR-IOS-2758,Personal,Personal,Relationships,Celebrations,Expense,2026-01-17,08:52:28,2026-01-17 08:52:28,3872.85,INR,-3872.85,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-2758 | Celebrations | 3872.85,iPhone,B56,HIGH_2501_3000,CREATED,idem-20260902-ios-2758
2759,MTR-IOS-2759,Group,Shared Living,Shared Living,Other,Expense,2026-06-20,14:01:13,2026-06-20 14:01:13,21814.23,INR,-21814.23,IOS Aarav,3,SHARES,MAESTRO-IOS-GROUP-SHARED_LIVING-2759 | Other | 21814.23,iPhone,B56,HIGH_2501_3000,CREATED,idem-20260902-ios-2759
2760,MTR-IOS-2760,Business,Business,Business Operations,Legal,Expense,2025-10-12,07:16:44,2025-10-12 07:16:44,66625.52,INR,-66625.52,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2760 | Legal | 66625.52,iPhone,B56,HIGH_2501_3000,CREATED,idem-20260902-ios-2760
2761,MTR-IOS-2761,Personal,Personal,Life Operations,Groceries,Expense,2026-07-03,08:58:58,2026-07-03 08:58:58,16650.13,INR,-16650.13,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-2761 | Groceries | 16650.13,iPhone,B56,HIGH_2501_3000,CREATED,idem-20260902-ios-2761
2762,MTR-IOS-2762,Group,Shared Living,Family Household,Transport,Expense,2025-12-09,07:32:53,2025-12-09 07:32:53,6107.85,INR,-6107.85,IOS Meera,3,EQUAL,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-2762 | Transport | 6107.85,iPhone,B56,HIGH_2501_3000,CREATED,idem-20260902-ios-2762
2763,MTR-IOS-2763,Business,Business,Business Operations,Accounting,Expense,2025-09-17,14:14:01,2025-09-17 14:14:01,18750.04,INR,-18750.04,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2763 | Accounting | 18750.04,iPhone,B56,HIGH_2501_3000,CREATED,idem-20260902-ios-2763
2764,MTR-IOS-2764,Personal,Personal,Life Operations,Rent,Expense,2026-04-07,21:53:39,2026-04-07 21:53:39,13123.41,INR,-13123.41,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-2764 | Rent | 13123.41,iPhone,B56,HIGH_2501_3000,CREATED,idem-20260902-ios-2764
2765,MTR-IOS-2765,Group,Shared Living,Family Household,Bills,Expense,2026-03-01,08:48:44,2026-03-01 08:48:44,7363.24,INR,-7363.24,IOS Owner,3,PERCENTAGE,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-2765 | Bills | 7363.24,iPhone,B56,HIGH_2501_3000,CREATED,idem-20260902-ios-2765
2766,MTR-IOS-2766,Business,Business,Business Operations,Equipment,Expense,2026-08-09,19:06:59,2026-08-09 19:06:59,13000.8,INR,-13000.8,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2766 | Equipment | 13000.80,iPhone,B56,HIGH_2501_3000,CREATED,idem-20260902-ios-2766
2767,MTR-IOS-2767,Personal,Personal,Life Operations,Bills,Expense,2026-06-14,13:41:19,2026-06-14 13:41:19,14224.54,INR,-14224.54,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-2767 | Bills | 14224.54,iPhone,B56,HIGH_2501_3000,CREATED,idem-20260902-ios-2767
2768,MTR-IOS-2768,Group,Shared Living,Family Household,Utilities,Expense,2025-12-23,16:44:15,2025-12-23 16:44:15,18511.04,INR,-18511.04,IOS Aarav,3,EXACT,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-2768 | Utilities | 18511.04,iPhone,B56,HIGH_2501_3000,CREATED,idem-20260902-ios-2768
2769,MTR-IOS-2769,Business,Business,Business Operations,Vendor,Expense,2026-01-07,08:19:20,2026-01-07 08:19:20,85507.51,INR,-85507.51,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2769 | Vendor | 85507.51,iPhone,B56,HIGH_2501_3000,CREATED,idem-20260902-ios-2769
2770,MTR-IOS-2770,Personal,Personal,Life Operations,Transport,Expense,2025-12-22,18:29:45,2025-12-22 18:29:45,5874.42,INR,-5874.42,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-2770 | Transport | 5874.42,iPhone,B56,HIGH_2501_3000,CREATED,idem-20260902-ios-2770
2771,MTR-IOS-2771,Group,Shared Living,Family Household,Healthcare,Expense,2026-08-18,01:30:06,2026-08-18 01:30:06,5387.21,INR,-5387.21,IOS Meera,3,SHARES,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-2771 | Healthcare | 5387.21,iPhone,B56,HIGH_2501_3000,CREATED,idem-20260902-ios-2771
2772,MTR-IOS-2772,Business,Business,Business Operations,Tax,Expense,2026-04-29,23:39:17,2026-04-29 23:39:17,152308.12,INR,-152308.12,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2772 | Tax | 152308.12,iPhone,B56,HIGH_2501_3000,CREATED,idem-20260902-ios-2772
2773,MTR-IOS-2773,Personal,Personal,Life Operations,Healthcare,Expense,2026-05-16,03:18:06,2026-05-16 03:18:06,5331.27,INR,-5331.27,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-2773 | Healthcare | 5331.27,iPhone,B56,HIGH_2501_3000,CREATED,idem-20260902-ios-2773
2774,MTR-IOS-2774,Group,Shared Living,Family Household,School,Expense,2026-04-27,10:53:52,2026-04-27 10:53:52,1238.9,INR,-1238.9,IOS Owner,3,EQUAL,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-2774 | School | 1238.90,iPhone,B56,HIGH_2501_3000,CREATED,idem-20260902-ios-2774
2775,MTR-IOS-2775,Business,Business,Team Operations,Payroll,Expense,2025-10-13,07:17:51,2025-10-13 07:17:51,100.0,INR,-100.0,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2775 | Payroll | 100.00,iPhone,B56,HIGH_2501_3000,CREATED,idem-20260902-ios-2775
2776,MTR-IOS-2776,Personal,Personal,Life Operations,Subscriptions,Expense,2026-08-12,15:59:42,2026-08-12 15:59:42,15780.13,INR,-15780.13,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-2776 | Subscriptions | 15780.13,iPhone,B56,HIGH_2501_3000,CREATED,idem-20260902-ios-2776
2777,MTR-IOS-2777,Group,Shared Living,Family Household,Other,Expense,2026-08-25,03:34:01,2026-08-25 03:34:01,9174.24,INR,-9174.24,IOS Aarav,3,PERCENTAGE,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-2777 | Other | 9174.24,iPhone,B56,HIGH_2501_3000,CREATED,idem-20260902-ios-2777
2778,MTR-IOS-2778,Business,Business,Team Operations,Contractor,Expense,2026-03-03,05:04:58,2026-03-03 05:04:58,75869.25,INR,-75869.25,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2778 | Contractor | 75869.25,iPhone,B56,HIGH_2501_3000,CREATED,idem-20260902-ios-2778
2779,MTR-IOS-2779,Personal,Personal,Life Operations,Repairs,Expense,2026-02-02,22:40:31,2026-02-02 22:40:31,1243.35,INR,-1243.35,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-2779 | Repairs | 1243.35,iPhone,B56,HIGH_2501_3000,CREATED,idem-20260902-ios-2779
2780,MTR-IOS-2780,Group,Shared Living,Custom Living,Custom Expense,Expense,2026-04-17,20:31:57,2026-04-17 20:31:57,3158.43,INR,-3158.43,IOS Meera,3,EXACT,MAESTRO-IOS-GROUP-CUSTOM_LIVING-2780 | Custom Expense | 3158.43,iPhone,B56,HIGH_2501_3000,CREATED,idem-20260902-ios-2780
2781,MTR-IOS-2781,Business,Business,Team Operations,Hiring,Expense,2026-05-04,20:21:02,2026-05-04 20:21:02,82814.04,INR,-82814.04,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2781 | Hiring | 82814.04,iPhone,B56,HIGH_2501_3000,CREATED,idem-20260902-ios-2781
2782,MTR-IOS-2782,Personal,Personal,Future Building,Savings,Transfer,2025-09-29,07:51:55,2025-09-29 07:51:55,9822.72,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-2782 | Savings | 9822.72,iPhone,B56,HIGH_2501_3000,CREATED,idem-20260902-ios-2782
2783,MTR-IOS-2783,Group,Shared Living,Custom Living,Custom Contribution,Contribution,2026-08-19,11:44:29,2026-08-19 11:44:29,11948.93,INR,11948.93,IOS Owner,3,SHARES,MAESTRO-IOS-GROUP-CUSTOM_LIVING-2783 | Custom Contribution | 11948.93,iPhone,B56,HIGH_2501_3000,CREATED,idem-20260902-ios-2783
2784,MTR-IOS-2784,Business,Business,Team Operations,Team Meal,Expense,2026-03-06,22:21:58,2026-03-06 22:21:58,152715.25,INR,-152715.25,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2784 | Team Meal | 152715.25,iPhone,B56,HIGH_2501_3000,CREATED,idem-20260902-ios-2784
2785,MTR-IOS-2785,Personal,Personal,Future Building,Emergency Fund,Transfer,2026-04-15,10:56:29,2026-04-15 10:56:29,12781.06,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-2785 | Emergency Fund | 12781.06,iPhone,B56,HIGH_2501_3000,CREATED,idem-20260902-ios-2785
2786,MTR-IOS-2786,Group,Shared Experience,Trip,Travel,Expense,2025-12-04,07:46:02,2025-12-04 07:46:02,4675.44,INR,-4675.44,IOS Aarav,3,EQUAL,MAESTRO-IOS-GROUP-TRIP-2786 | Travel | 4675.44,iPhone,B56,HIGH_2501_3000,CREATED,idem-20260902-ios-2786
2787,MTR-IOS-2787,Business,Business,Team Operations,Travel,Expense,2026-06-05,23:15:57,2026-06-05 23:15:57,125366.08,INR,-125366.08,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2787 | Travel | 125366.08,iPhone,B56,HIGH_2501_3000,CREATED,idem-20260902-ios-2787
2788,MTR-IOS-2788,Personal,Personal,Future Building,Investments,Investment,2026-06-26,07:30:21,2026-06-26 07:30:21,3013.6,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-2788 | Investments | 3013.60,iPhone,B56,HIGH_2501_3000,CREATED,idem-20260902-ios-2788
2789,MTR-IOS-2789,Group,Shared Experience,Trip,Stay,Expense,2026-03-25,20:54:28,2026-03-25 20:54:28,5073.31,INR,-5073.31,IOS Meera,3,PERCENTAGE,MAESTRO-IOS-GROUP-TRIP-2789 | Stay | 5073.31,iPhone,B56,HIGH_2501_3000,CREATED,idem-20260902-ios-2789
2790,MTR-IOS-2790,Business,Business,Team Operations,Training,Expense,2025-09-15,09:05:36,2025-09-15 09:05:36,7042.43,INR,-7042.43,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2790 | Training | 7042.43,iPhone,B56,HIGH_2501_3000,CREATED,idem-20260902-ios-2790
2791,MTR-IOS-2791,Personal,Personal,Future Building,Education,Expense,2025-10-24,08:52:24,2025-10-24 08:52:24,10364.1,INR,-10364.1,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-2791 | Education | 10364.10,iPhone,B56,HIGH_2501_3000,CREATED,idem-20260902-ios-2791
2792,MTR-IOS-2792,Group,Shared Experience,Trip,Food,Expense,2026-02-07,14:00:30,2026-02-07 14:00:30,6576.42,INR,-6576.42,IOS Owner,3,EXACT,MAESTRO-IOS-GROUP-TRIP-2792 | Food | 6576.42,iPhone,B56,HIGH_2501_3000,CREATED,idem-20260902-ios-2792
2793,MTR-IOS-2793,Business,Business,Team Operations,Tools,Expense,2025-11-11,06:35:54,2025-11-11 06:35:54,22212.81,INR,-22212.81,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2793 | Tools | 22212.81,iPhone,B56,HIGH_2501_3000,CREATED,idem-20260902-ios-2793
2794,MTR-IOS-2794,Personal,Personal,Future Building,Goal Contribution,Transfer,2026-05-21,22:07:25,2026-05-21 22:07:25,1941.84,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-2794 | Goal Contribution | 1941.84,iPhone,B56,HIGH_2501_3000,CREATED,idem-20260902-ios-2794
