Sequence,Txn_ID,Mode,Family,Moment,Quick_Add,Semantic_Type,Txn_Date,Txn_Time,Timestamp,Amount,Currency,Expected_Signed_Amount,Paid_By,Participant_Count,Split_Method,Description,Device_Target,Run_Batch,Backend_Load_Band,Expected_Status,Idempotency_Key,Platform,catalog_moment_id,catalog_moment_type,catalog_quick_add,catalog_id,catalog_status,tile_maestro_id,amount_maestro_id,note_maestro_id,submit_maestro_id,split_maestro_id,category_value,correlation_note,join_status,join_notes
1,MTR-APK-0001,Personal,Personal,Life Operations,Groceries,Expense,2026-07-10,13:10:57,2026-07-10 13:10:57,16337.79,INR,-16337.79,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-0001 | Groceries | 16337.79,Android,B01,BASELINE_1_500,CREATED,idem-20260902-apk-0001,android,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Groceries,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-0001 | Groceries | 16337.79,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
127,MTR-APK-0127,Personal,Personal,Relationships,Dates,Expense,2026-02-14,22:16:31,2026-02-14 22:16:31,10698.5,INR,-10698.5,APK Owner,,,MAESTRO-APK-PERSONAL-RELATIONSHIPS-0127 | Dates | 10698.50,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0127,android,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Dates,MAESTRO-APK-PERSONAL-RELATIONSHIPS-0127 | Dates | 10698.50,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
128,MTR-APK-0128,Group,Shared Living,Flatmates,Internet,Expense,2026-03-22,12:09:27,2026-03-22 12:09:27,28337.8,INR,-28337.8,APK Owner,3,EXACT,MAESTRO-APK-GROUP-FLATMATES-0128 | Internet | 28337.80,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0128,android,G09,FLATMATES,Expense,G09:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Internet,MAESTRO-APK-GROUP-FLATMATES-0128 | Internet | 28337.80,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
129,MTR-APK-0129,Business,Business,Team Operations,Payroll,Expense,2026-03-07,14:41:42,2026-03-07 14:41:42,107088.79,INR,-107088.79,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0129 | Payroll | 107088.79,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0129,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Payroll,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0129 | Payroll | 107088.79,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
130,MTR-APK-0130,Personal,Personal,Relationships,Family,Expense,2026-08-11,13:23:52,2026-08-11 13:23:52,9337.06,INR,-9337.06,APK Owner,,,MAESTRO-APK-PERSONAL-RELATIONSHIPS-0130 | Family | 9337.06,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0130,android,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Family,MAESTRO-APK-PERSONAL-RELATIONSHIPS-0130 | Family | 9337.06,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
131,MTR-APK-0131,Group,Shared Living,Flatmates,House Supplies,Expense,2025-11-01,23:19:44,2025-11-01 23:19:44,5644.1,INR,-5644.1,APK Aarav,3,SHARES,MAESTRO-APK-GROUP-FLATMATES-0131 | House Supplies | 5644.10,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0131,android,G09,FLATMATES,Expense,G09:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,House Supplies,MAESTRO-APK-GROUP-FLATMATES-0131 | House Supplies | 5644.10,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
132,MTR-APK-0132,Business,Business,Team Operations,Contractor,Expense,2025-12-27,08:04:10,2025-12-27 08:04:10,5799.18,INR,-5799.18,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0132 | Contractor | 5799.18,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0132,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Contractor,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0132 | Contractor | 5799.18,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
133,MTR-APK-0133,Personal,Personal,Relationships,Friends,Expense,2025-11-25,07:53:18,2025-11-25 07:53:18,1151.38,INR,-1151.38,APK Owner,,,MAESTRO-APK-PERSONAL-RELATIONSHIPS-0133 | Friends | 1151.38,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0133,android,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Friends,MAESTRO-APK-PERSONAL-RELATIONSHIPS-0133 | Friends | 1151.38,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
134,MTR-APK-0134,Group,Shared Living,Flatmates,Repairs,Expense,2026-02-06,22:44:02,2026-02-06 22:44:02,1387.83,INR,-1387.83,APK Meera,3,EQUAL,MAESTRO-APK-GROUP-FLATMATES-0134 | Repairs | 1387.83,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0134,android,G09,FLATMATES,Expense,G09:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Repairs,MAESTRO-APK-GROUP-FLATMATES-0134 | Repairs | 1387.83,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
135,MTR-APK-0135,Business,Business,Team Operations,Hiring,Expense,2025-12-31,20:15:56,2025-12-31 20:15:56,49779.4,INR,-49779.4,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0135 | Hiring | 49779.40,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0135,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Hiring,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0135 | Hiring | 49779.40,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
136,MTR-APK-0136,Personal,Personal,Relationships,Celebrations,Expense,2026-02-23,05:35:00,2026-02-23 05:35:00,3389.94,INR,-3389.94,APK Owner,,,MAESTRO-APK-PERSONAL-RELATIONSHIPS-0136 | Celebrations | 3389.94,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0136,android,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Celebrations,MAESTRO-APK-PERSONAL-RELATIONSHIPS-0136 | Celebrations | 3389.94,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
137,MTR-APK-0137,Group,Shared Living,Shared Living,Rent,Expense,2026-05-07,18:44:15,2026-05-07 18:44:15,12078.58,INR,-12078.58,APK Owner,3,PERCENTAGE,MAESTRO-APK-GROUP-SHARED_LIVING-0137 | Rent | 12078.58,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0137,android,G11,CO_LIVING,Expense,G11:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Rent,MAESTRO-APK-GROUP-SHARED_LIVING-0137 | Rent | 12078.58,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
138,MTR-APK-0138,Business,Business,Team Operations,Team Meal,Expense,2025-12-28,20:50:42,2025-12-28 20:50:42,147143.45,INR,-147143.45,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0138 | Team Meal | 147143.45,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0138,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Team Meal,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0138 | Team Meal | 147143.45,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
139,MTR-APK-0139,Personal,Personal,Life Operations,Groceries,Expense,2026-01-29,21:56:50,2026-01-29 21:56:50,17251.35,INR,-17251.35,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-0139 | Groceries | 17251.35,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0139,android,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Groceries,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-0139 | Groceries | 17251.35,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
140,MTR-APK-0140,Group,Shared Living,Shared Living,Utilities,Expense,2025-09-19,17:57:00,2025-09-19 17:57:00,17855.15,INR,-17855.15,APK Aarav,3,EXACT,MAESTRO-APK-GROUP-SHARED_LIVING-0140 | Utilities | 17855.15,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0140,android,G11,CO_LIVING,Expense,G11:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Utilities,MAESTRO-APK-GROUP-SHARED_LIVING-0140 | Utilities | 17855.15,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
141,MTR-APK-0141,Business,Business,Team Operations,Travel,Expense,2026-07-30,02:59:53,2026-07-30 02:59:53,76519.47,INR,-76519.47,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0141 | Travel | 76519.47,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0141,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Travel,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0141 | Travel | 76519.47,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
142,MTR-APK-0142,Personal,Personal,Life Operations,Rent,Expense,2026-08-09,17:34:53,2026-08-09 17:34:53,11819.72,INR,-11819.72,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-0142 | Rent | 11819.72,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0142,android,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Rent,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-0142 | Rent | 11819.72,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
143,MTR-APK-0143,Group,Shared Living,Shared Living,Groceries,Expense,2026-04-21,01:38:08,2026-04-21 01:38:08,26763.12,INR,-26763.12,APK Meera,3,SHARES,MAESTRO-APK-GROUP-SHARED_LIVING-0143 | Groceries | 26763.12,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0143,android,G11,CO_LIVING,Expense,G11:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Groceries,MAESTRO-APK-GROUP-SHARED_LIVING-0143 | Groceries | 26763.12,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
144,MTR-APK-0144,Business,Business,Team Operations,Training,Expense,2025-10-07,01:36:45,2025-10-07 01:36:45,135872.93,INR,-135872.93,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0144 | Training | 135872.93,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0144,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Training,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0144 | Training | 135872.93,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
145,MTR-APK-0145,Personal,Personal,Life Operations,Bills,Expense,2026-08-07,03:06:18,2026-08-07 03:06:18,7217.64,INR,-7217.64,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-0145 | Bills | 7217.64,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0145,android,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Bills,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-0145 | Bills | 7217.64,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
146,MTR-APK-0146,Group,Shared Living,Shared Living,Maintenance,Expense,2026-01-15,13:48:28,2026-01-15 13:48:28,3337.42,INR,-3337.42,APK Owner,3,EQUAL,MAESTRO-APK-GROUP-SHARED_LIVING-0146 | Maintenance | 3337.42,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0146,android,G11,CO_LIVING,Expense,G11:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Maintenance,MAESTRO-APK-GROUP-SHARED_LIVING-0146 | Maintenance | 3337.42,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
147,MTR-APK-0147,Business,Business,Team Operations,Tools,Expense,2025-11-05,08:16:09,2025-11-05 08:16:09,101243.74,INR,-101243.74,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0147 | Tools | 101243.74,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0147,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Tools,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0147 | Tools | 101243.74,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
148,MTR-APK-0148,Personal,Personal,Life Operations,Transport,Expense,2026-01-26,01:43:37,2026-01-26 01:43:37,999.99,INR,-999.99,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-0148 | Transport | 999.99,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0148,android,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Transport,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-0148 | Transport | 999.99,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
149,MTR-APK-0149,Group,Shared Living,Shared Living,Other,Expense,2026-08-12,03:54:12,2026-08-12 03:54:12,4912.7,INR,-4912.7,APK Aarav,3,PERCENTAGE,MAESTRO-APK-GROUP-SHARED_LIVING-0149 | Other | 4912.70,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0149,android,G11,CO_LIVING,Expense,G11:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Other,MAESTRO-APK-GROUP-SHARED_LIVING-0149 | Other | 4912.70,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
150,MTR-APK-0150,Business,Business,Business Runway,Funding,Income,2026-01-19,22:16:19,2026-01-19 22:16:19,18132.16,INR,18132.16,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0150 | Funding | 18132.16,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0150,android,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Funding,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0150 | Funding | 18132.16,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
