Sequence,Txn_ID,Mode,Family,Moment,Quick_Add,Semantic_Type,Txn_Date,Txn_Time,Timestamp,Amount,Currency,Expected_Signed_Amount,Paid_By,Participant_Count,Split_Method,Description,Device_Target,Run_Batch,Backend_Load_Band,Expected_Status,Idempotency_Key,Platform,catalog_moment_id,catalog_moment_type,catalog_quick_add,catalog_id,catalog_status,tile_maestro_id,amount_maestro_id,note_maestro_id,submit_maestro_id,split_maestro_id,category_value,correlation_note,join_status,join_notes
1,MTR-IOS-0001,Personal,Personal,Life Operations,Groceries,Expense,2026-01-20,05:40:34,2026-01-20 05:40:34,14066.5,INR,-14066.5,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0001 | Groceries | 14066.50,iPhone,B01,BASELINE_1_500,CREATED,idem-20260902-ios-0001,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Groceries,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0001 | Groceries | 14066.50,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
124,MTR-IOS-0124,Personal,Personal,Relationships,Gifts,Expense,2026-08-11,21:41:10,2026-08-11 21:41:10,16450.12,INR,-16450.12,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0124 | Gifts | 16450.12,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0124,ios,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Gifts,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0124 | Gifts | 16450.12,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
125,MTR-IOS-0125,Group,Shared Living,Flatmates,Groceries,Expense,2026-05-19,07:22:52,2026-05-19 07:22:52,6259.59,INR,-6259.59,IOS Meera,3,PERCENTAGE,MAESTRO-IOS-GROUP-FLATMATES-0125 | Groceries | 6259.59,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0125,ios,G09,FLATMATES,Expense,G09:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Groceries,MAESTRO-IOS-GROUP-FLATMATES-0125 | Groceries | 6259.59,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
126,MTR-IOS-0126,Business,Business,Business Operations,Tax,Expense,2025-11-20,19:24:30,2025-11-20 19:24:30,147664.79,INR,-147664.79,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0126 | Tax | 147664.79,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0126,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Tax,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0126 | Tax | 147664.79,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
127,MTR-IOS-0127,Personal,Personal,Relationships,Dates,Expense,2026-05-08,18:25:17,2026-05-08 18:25:17,5226.1,INR,-5226.1,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0127 | Dates | 5226.10,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0127,ios,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Dates,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0127 | Dates | 5226.10,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
128,MTR-IOS-0128,Group,Shared Living,Flatmates,Internet,Expense,2025-10-31,20:13:10,2025-10-31 20:13:10,21504.53,INR,-21504.53,IOS Owner,3,EXACT,MAESTRO-IOS-GROUP-FLATMATES-0128 | Internet | 21504.53,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0128,ios,G09,FLATMATES,Expense,G09:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Internet,MAESTRO-IOS-GROUP-FLATMATES-0128 | Internet | 21504.53,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
129,MTR-IOS-0129,Business,Business,Team Operations,Payroll,Expense,2026-04-18,03:03:17,2026-04-18 03:03:17,145801.42,INR,-145801.42,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0129 | Payroll | 145801.42,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0129,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Payroll,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0129 | Payroll | 145801.42,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
130,MTR-IOS-0130,Personal,Personal,Relationships,Family,Expense,2026-02-10,10:06:13,2026-02-10 10:06:13,3511.53,INR,-3511.53,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0130 | Family | 3511.53,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0130,ios,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Family,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0130 | Family | 3511.53,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
131,MTR-IOS-0131,Group,Shared Living,Flatmates,House Supplies,Expense,2026-04-10,06:35:07,2026-04-10 06:35:07,20374.27,INR,-20374.27,IOS Aarav,3,SHARES,MAESTRO-IOS-GROUP-FLATMATES-0131 | House Supplies | 20374.27,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0131,ios,G09,FLATMATES,Expense,G09:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,House Supplies,MAESTRO-IOS-GROUP-FLATMATES-0131 | House Supplies | 20374.27,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
132,MTR-IOS-0132,Business,Business,Team Operations,Contractor,Expense,2025-10-18,07:54:57,2025-10-18 07:54:57,50810.92,INR,-50810.92,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0132 | Contractor | 50810.92,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0132,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Contractor,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0132 | Contractor | 50810.92,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
133,MTR-IOS-0133,Personal,Personal,Relationships,Friends,Expense,2025-10-29,06:49:05,2025-10-29 06:49:05,5211.63,INR,-5211.63,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0133 | Friends | 5211.63,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0133,ios,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Friends,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0133 | Friends | 5211.63,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
134,MTR-IOS-0134,Group,Shared Living,Flatmates,Repairs,Expense,2026-04-03,09:03:48,2026-04-03 09:03:48,5377.39,INR,-5377.39,IOS Meera,3,EQUAL,MAESTRO-IOS-GROUP-FLATMATES-0134 | Repairs | 5377.39,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0134,ios,G09,FLATMATES,Expense,G09:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Repairs,MAESTRO-IOS-GROUP-FLATMATES-0134 | Repairs | 5377.39,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
135,MTR-IOS-0135,Business,Business,Team Operations,Hiring,Expense,2025-10-11,10:22:36,2025-10-11 10:22:36,23755.77,INR,-23755.77,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0135 | Hiring | 23755.77,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0135,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Hiring,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0135 | Hiring | 23755.77,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
136,MTR-IOS-0136,Personal,Personal,Relationships,Celebrations,Expense,2025-11-21,00:05:45,2025-11-21 00:05:45,5772.26,INR,-5772.26,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0136 | Celebrations | 5772.26,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0136,ios,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Celebrations,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0136 | Celebrations | 5772.26,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
137,MTR-IOS-0137,Group,Shared Living,Shared Living,Rent,Expense,2025-10-24,19:24:14,2025-10-24 19:24:14,14722.69,INR,-14722.69,IOS Owner,3,PERCENTAGE,MAESTRO-IOS-GROUP-SHARED_LIVING-0137 | Rent | 14722.69,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0137,ios,G11,CO_LIVING,Expense,G11:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Rent,MAESTRO-IOS-GROUP-SHARED_LIVING-0137 | Rent | 14722.69,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
138,MTR-IOS-0138,Business,Business,Team Operations,Team Meal,Expense,2026-05-04,03:14:44,2026-05-04 03:14:44,111815.52,INR,-111815.52,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0138 | Team Meal | 111815.52,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0138,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Team Meal,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0138 | Team Meal | 111815.52,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
139,MTR-IOS-0139,Personal,Personal,Life Operations,Groceries,Expense,2026-07-11,20:19:16,2026-07-11 20:19:16,10801.91,INR,-10801.91,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0139 | Groceries | 10801.91,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0139,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Groceries,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0139 | Groceries | 10801.91,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
140,MTR-IOS-0140,Group,Shared Living,Shared Living,Utilities,Expense,2026-04-08,07:51:26,2026-04-08 07:51:26,17152.95,INR,-17152.95,IOS Aarav,3,EXACT,MAESTRO-IOS-GROUP-SHARED_LIVING-0140 | Utilities | 17152.95,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0140,ios,G11,CO_LIVING,Expense,G11:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Utilities,MAESTRO-IOS-GROUP-SHARED_LIVING-0140 | Utilities | 17152.95,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
141,MTR-IOS-0141,Business,Business,Team Operations,Travel,Expense,2026-06-22,13:27:09,2026-06-22 13:27:09,65923.33,INR,-65923.33,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0141 | Travel | 65923.33,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0141,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Travel,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0141 | Travel | 65923.33,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
142,MTR-IOS-0142,Personal,Personal,Life Operations,Rent,Expense,2025-12-18,09:37:01,2025-12-18 09:37:01,12878.9,INR,-12878.9,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0142 | Rent | 12878.90,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0142,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Rent,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0142 | Rent | 12878.90,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
143,MTR-IOS-0143,Group,Shared Living,Shared Living,Groceries,Expense,2026-08-17,10:35:35,2026-08-17 10:35:35,23736.03,INR,-23736.03,IOS Meera,3,SHARES,MAESTRO-IOS-GROUP-SHARED_LIVING-0143 | Groceries | 23736.03,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0143,ios,G11,CO_LIVING,Expense,G11:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Groceries,MAESTRO-IOS-GROUP-SHARED_LIVING-0143 | Groceries | 23736.03,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
144,MTR-IOS-0144,Business,Business,Team Operations,Training,Expense,2026-03-20,10:38:17,2026-03-20 10:38:17,146788.26,INR,-146788.26,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0144 | Training | 146788.26,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0144,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Training,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0144 | Training | 146788.26,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
145,MTR-IOS-0145,Personal,Personal,Life Operations,Bills,Expense,2026-04-22,12:56:10,2026-04-22 12:56:10,7474.05,INR,-7474.05,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0145 | Bills | 7474.05,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0145,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Bills,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0145 | Bills | 7474.05,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
146,MTR-IOS-0146,Group,Shared Living,Shared Living,Maintenance,Expense,2026-02-18,06:02:21,2026-02-18 06:02:21,10279.0,INR,-10279.0,IOS Owner,3,EQUAL,MAESTRO-IOS-GROUP-SHARED_LIVING-0146 | Maintenance | 10279.00,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0146,ios,G11,CO_LIVING,Expense,G11:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Maintenance,MAESTRO-IOS-GROUP-SHARED_LIVING-0146 | Maintenance | 10279.00,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
147,MTR-IOS-0147,Business,Business,Team Operations,Tools,Expense,2026-08-03,09:31:33,2026-08-03 09:31:33,93638.52,INR,-93638.52,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0147 | Tools | 93638.52,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0147,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Tools,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0147 | Tools | 93638.52,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
148,MTR-IOS-0148,Personal,Personal,Life Operations,Transport,Expense,2026-06-16,21:29:16,2026-06-16 21:29:16,999.99,INR,-999.99,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0148 | Transport | 999.99,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0148,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Transport,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0148 | Transport | 999.99,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
149,MTR-IOS-0149,Group,Shared Living,Shared Living,Other,Expense,2026-06-08,12:56:42,2026-06-08 12:56:42,16826.75,INR,-16826.75,IOS Aarav,3,PERCENTAGE,MAESTRO-IOS-GROUP-SHARED_LIVING-0149 | Other | 16826.75,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0149,ios,G11,CO_LIVING,Expense,G11:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Other,MAESTRO-IOS-GROUP-SHARED_LIVING-0149 | Other | 16826.75,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
150,MTR-IOS-0150,Business,Business,Business Runway,Funding,Income,2026-06-19,21:57:29,2026-06-19 21:57:29,46466.32,INR,46466.32,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0150 | Funding | 46466.32,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0150,ios,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Funding,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0150 | Funding | 46466.32,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
